"Step","DRWKV6-halfcheetah-medium-v2-d64425d1 - train_loss","DRWKV6-halfcheetah-medium-v2-d64425d1 - train_loss__MIN","DRWKV6-halfcheetah-medium-v2-d64425d1 - train_loss__MAX"
"118","0.3650133103928965","0.3650133103928965","0.3650133103928965"
"119","0.36185190403682116","0.36185190403682116","0.36185190403682116"
"120","0.35910856477757386","0.35910856477757386","0.35910856477757386"
"121","0.3543934911036242","0.3543934911036242","0.3543934911036242"
"122","0.351401943763918","0.351401943763918","0.351401943763918"
"123","0.35291887393012444","0.35291887393012444","0.35291887393012444"
"124","0.3444519635419168","0.3444519635419168","0.3444519635419168"
"125","0.3364223384258061","0.3364223384258061","0.3364223384258061"
"126","0.33347027569363974","0.33347027569363974","0.33347027569363974"
"127","0.326914952894441","0.326914952894441","0.326914952894441"
"128","0.32192959371542584","0.32192959371542584","0.32192959371542584"
"129","0.32180370794398183","0.32180370794398183","0.32180370794398183"
"130","0.32053404748889774","0.32053404748889774","0.32053404748889774"
"131","0.31633867348199446","0.31633867348199446","0.31633867348199446"
"132","0.3055240421554805","0.3055240421554805","0.3055240421554805"
"133","0.3213273976808589","0.3213273976808589","0.3213273976808589"
"134","0.2989350728089627","0.2989350728089627","0.2989350728089627"
"135","0.29314545903887596","0.29314545903887596","0.29314545903887596"
"136","0.29026958345345927","0.29026958345345927","0.29026958345345927"
"137","0.2965175267905959","0.2965175267905959","0.2965175267905959"
"138","0.3026547141576715","0.3026547141576715","0.3026547141576715"
"139","0.289148807635839","0.289148807635839","0.289148807635839"
"140","0.2804808942957709","0.2804808942957709","0.2804808942957709"
"141","0.3079480962146528","0.3079480962146528","0.3079480962146528"
"142","0.2783141310139401","0.2783141310139401","0.2783141310139401"
"143","0.2680491746453751","0.2680491746453751","0.2680491746453751"
"144","0.2811219375985883","0.2811219375985883","0.2811219375985883"
"145","0.27135279378232446","0.27135279378232446","0.27135279378232446"
"146","0.2542662698578494","0.2542662698578494","0.2542662698578494"
"147","0.25875381790474994","0.25875381790474994","0.25875381790474994"
"148","0.25553138493975325","0.25553138493975325","0.25553138493975325"
"149","0.26231142130400564","0.26231142130400564","0.26231142130400564"
"150","0.2664788244601328","0.2664788244601328","0.2664788244601328"
"151","0.26218183056313005","0.26218183056313005","0.26218183056313005"
"152","0.2540176756147976","0.2540176756147976","0.2540176756147976"
"153","0.25133460576295785","0.25133460576295785","0.25133460576295785"
"154","0.23746543015923915","0.23746543015923915","0.23746543015923915"
"155","0.243711005309472","0.243711005309472","0.243711005309472"
"156","0.22852792249871678","0.22852792249871678","0.22852792249871678"
"157","0.22442500704776433","0.22442500704776433","0.22442500704776433"
"158","0.23839238100775648","0.23839238100775648","0.23839238100775648"
"159","0.23878271834369091","0.23878271834369091","0.23878271834369091"
"160","0.21285821917967346","0.21285821917967346","0.21285821917967346"
"161","0.2110433413587108","0.2110433413587108","0.2110433413587108"
"162","0.2257312049208806","0.2257312049208806","0.2257312049208806"
"163","0.22005357770273778","0.22005357770273778","0.22005357770273778"
"164","0.225281829019882","0.225281829019882","0.225281829019882"
"165","0.2203573742613895","0.2203573742613895","0.2203573742613895"
"166","0.21088841676404932","0.21088841676404932","0.21088841676404932"
"167","0.2187409437899219","0.2187409437899219","0.2187409437899219"
"168","0.20716881043507634","0.20716881043507634","0.20716881043507634"
"169","0.19557373921107168","0.19557373921107168","0.19557373921107168"
"170","0.20129900572143053","0.20129900572143053","0.20129900572143053"
"171","0.20206686101504878","0.20206686101504878","0.20206686101504878"
"172","0.19775889548210013","0.19775889548210013","0.19775889548210013"
"173","0.18376118187484589","0.18376118187484589","0.18376118187484589"
"174","0.21452220523896534","0.21452220523896534","0.21452220523896534"
"175","0.19665312711749522","0.19665312711749522","0.19665312711749522"
"176","0.2065845868499579","0.2065845868499579","0.2065845868499579"
"177","0.18580598930235215","0.18580598930235215","0.18580598930235215"
"178","0.20964150388686845","0.20964150388686845","0.20964150388686845"
"179","0.19147470538562045","0.19147470538562045","0.19147470538562045"
"180","0.18243636321743054","0.18243636321743054","0.18243636321743054"
"181","0.1855684467705027","0.1855684467705027","0.1855684467705027"
"182","0.18099104229890553","0.18099104229890553","0.18099104229890553"
"183","0.17476599222684747","0.17476599222684747","0.17476599222684747"
"184","0.18108870991625742","0.18108870991625742","0.18108870991625742"
"185","0.1915248515468993","0.1915248515468993","0.1915248515468993"
"186","0.16598357162133293","0.16598357162133293","0.16598357162133293"
"187","0.1667846132216412","0.1667846132216412","0.1667846132216412"
"188","0.1771940271403989","0.1771940271403989","0.1771940271403989"
"189","0.1792417325499812","0.1792417325499812","0.1792417325499812"
"190","0.1931594241450999","0.1931594241450999","0.1931594241450999"
"191","0.17239555119947209","0.17239555119947209","0.17239555119947209"
"192","0.18765703759753344","0.18765703759753344","0.18765703759753344"
"193","0.17912271673745225","0.17912271673745225","0.17912271673745225"
"194","0.17705407676091867","0.17705407676091867","0.17705407676091867"
"195","0.16991869271723878","0.16991869271723878","0.16991869271723878"
"196","0.15618446055492866","0.15618446055492866","0.15618446055492866"
"197","0.16604430994197028","0.16604430994197028","0.16604430994197028"
"198","0.1571033445842896","0.1571033445842896","0.1571033445842896"
"199","0.16816334834962396","0.16816334834962396","0.16816334834962396"
"200","0.16410043677942804","0.16410043677942804","0.16410043677942804"
"201","0.15476461514501222","0.15476461514501222","0.15476461514501222"
"202","0.15332405543698036","0.15332405543698036","0.15332405543698036"
"203","0.14790153910152015","0.14790153910152015","0.14790153910152015"
"204","0.1492098369731707","0.1492098369731707","0.1492098369731707"
"205","0.15173997411366943","0.15173997411366943","0.15173997411366943"
"206","0.16104257736688316","0.16104257736688316","0.16104257736688316"
"207","0.15913601913633713","0.15913601913633713","0.15913601913633713"
"208","0.16448173000943342","0.16448173000943342","0.16448173000943342"
"209","0.15482362469425326","0.15482362469425326","0.15482362469425326"
"210","0.14648370145674824","0.14648370145674824","0.14648370145674824"
"211","0.14211759194430246","0.14211759194430246","0.14211759194430246"
"212","0.15181119532287046","0.15181119532287046","0.15181119532287046"
"213","0.14543223646938366","0.14543223646938366","0.14543223646938366"
"214","0.1579790127410063","0.1579790127410063","0.1579790127410063"
"215","0.15015028146851198","0.15015028146851198","0.15015028146851198"
"216","0.14179185123993515","0.14179185123993515","0.14179185123993515"
"217","0.13294498487031972","0.13294498487031972","0.13294498487031972"
"218","0.1284926362876964","0.1284926362876964","0.1284926362876964"
"219","0.1410221770434017","0.1410221770434017","0.1410221770434017"
"220","0.1402602006542518","0.1402602006542518","0.1402602006542518"
"221","0.1476502938496197","0.1476502938496197","0.1476502938496197"
"222","0.13532354254199894","0.13532354254199894","0.13532354254199894"
"223","0.1303303390379679","0.1303303390379679","0.1303303390379679"
"224","0.1317607610669634","0.1317607610669634","0.1317607610669634"
"225","0.13944730702359606","0.13944730702359606","0.13944730702359606"
"226","0.13237902123462822","0.13237902123462822","0.13237902123462822"
"227","0.1449834828542555","0.1449834828542555","0.1449834828542555"
"228","0.14914922094321442","0.14914922094321442","0.14914922094321442"
"229","0.1325618548790935","0.1325618548790935","0.1325618548790935"
"230","0.13596516674195278","0.13596516674195278","0.13596516674195278"
"231","0.1366956979265241","0.1366956979265241","0.1366956979265241"
"232","0.12942317556109792","0.12942317556109792","0.12942317556109792"
"233","0.1342844881994392","0.1342844881994392","0.1342844881994392"
"234","0.14146221859107755","0.14146221859107755","0.14146221859107755"
"235","0.1323125931288681","0.1323125931288681","0.1323125931288681"
"236","0.1294487176397335","0.1294487176397335","0.1294487176397335"
"237","0.12876143266650683","0.12876143266650683","0.12876143266650683"
"238","0.1277486540321614","0.1277486540321614","0.1277486540321614"
"239","0.12633686186493517","0.12633686186493517","0.12633686186493517"
"240","0.12189382608615808","0.12189382608615808","0.12189382608615808"
"241","0.1325374995102115","0.1325374995102115","0.1325374995102115"
"242","0.13899053504329292","0.13899053504329292","0.13899053504329292"
"243","0.1308000059264237","0.1308000059264237","0.1308000059264237"
"244","0.11761104623202802","0.11761104623202802","0.11761104623202802"
"245","0.1256804278630032","0.1256804278630032","0.1256804278630032"
"246","0.12596427069124647","0.12596427069124647","0.12596427069124647"
"247","0.12266530530334169","0.12266530530334169","0.12266530530334169"
"248","0.127129586971176","0.127129586971176","0.127129586971176"
"249","0.10030459122908811","0.10030459122908811","0.10030459122908811"
"250","0.10792334578524192","0.10792334578524192","0.10792334578524192"
"251","0.12834813322482788","0.12834813322482788","0.12834813322482788"
"252","0.10620025974587798","0.10620025974587798","0.10620025974587798"
"253","0.11414385371426916","0.11414385371426916","0.11414385371426916"
"254","0.12091379526359965","0.12091379526359965","0.12091379526359965"
"255","0.12446982969203578","0.12446982969203578","0.12446982969203578"
"256","0.11291995191773772","0.11291995191773772","0.11291995191773772"
"257","0.12071126330578687","0.12071126330578687","0.12071126330578687"
"258","0.10775926883901768","0.10775926883901768","0.10775926883901768"
"259","0.11452815879887576","0.11452815879887576","0.11452815879887576"
"260","0.12325742880612035","0.12325742880612035","0.12325742880612035"
"261","0.13050317954196533","0.13050317954196533","0.13050317954196533"
"262","0.11227385214822325","0.11227385214822325","0.11227385214822325"
"263","0.09747518387140915","0.09747518387140915","0.09747518387140915"
"264","0.10476245833604537","0.10476245833604537","0.10476245833604537"
"265","0.10801280473834275","0.10801280473834275","0.10801280473834275"
"266","0.10841789924437507","0.10841789924437507","0.10841789924437507"
"267","0.10994596204882316","0.10994596204882316","0.10994596204882316"
"268","0.10153731175303377","0.10153731175303377","0.10153731175303377"
"269","0.12393099449891383","0.12393099449891383","0.12393099449891383"
"270","0.10535446198262315","0.10535446198262315","0.10535446198262315"
"271","0.10505235165425558","0.10505235165425558","0.10505235165425558"
"272","0.10355420519080898","0.10355420519080898","0.10355420519080898"
"273","0.1128170418180314","0.1128170418180314","0.1128170418180314"
"274","0.09874565674162043","0.09874565674162043","0.09874565674162043"
"275","0.1180779840766062","0.1180779840766062","0.1180779840766062"
"276","0.1012620589852885","0.1012620589852885","0.1012620589852885"
"277","0.09622552771604972","0.09622552771604972","0.09622552771604972"
"278","0.09837490334379091","0.09837490334379091","0.09837490334379091"
"279","0.10505290746645947","0.10505290746645947","0.10505290746645947"
"280","0.10160046997943707","0.10160046997943707","0.10160046997943707"
"281","0.09196070073449916","0.09196070073449916","0.09196070073449916"
"282","0.10228029707255232","0.10228029707255232","0.10228029707255232"
"283","0.09794308785125797","0.09794308785125797","0.09794308785125797"
"284","0.09950626676730015","0.09950626676730015","0.09950626676730015"
"285","0.09705122664626845","0.09705122664626845","0.09705122664626845"
"286","0.10203555288589221","0.10203555288589221","0.10203555288589221"
"287","0.11003841894810493","0.11003841894810493","0.11003841894810493"
"288","0.1103973954676201","0.1103973954676201","0.1103973954676201"
"289","0.10395374962711952","0.10395374962711952","0.10395374962711952"
"290","0.09949997201840555","0.09949997201840555","0.09949997201840555"
"291","0.09819104908016837","0.09819104908016837","0.09819104908016837"
"292","0.08911740012519612","0.08911740012519612","0.08911740012519612"
"293","0.10192923834700952","0.10192923834700952","0.10192923834700952"
"294","0.10545045799627636","0.10545045799627636","0.10545045799627636"
"295","0.09880178415813361","0.09880178415813361","0.09880178415813361"
"296","0.09522419901368528","0.09522419901368528","0.09522419901368528"
"297","0.09784525236761749","0.09784525236761749","0.09784525236761749"
"298","0.0948034011762307","0.0948034011762307","0.0948034011762307"
"299","0.09666686402104976","0.09666686402104976","0.09666686402104976"
"300","0.09603141452832563","0.09603141452832563","0.09603141452832563"
"301","0.11279207050133444","0.11279207050133444","0.11279207050133444"
"302","0.09279322651781077","0.09279322651781077","0.09279322651781077"
"303","0.09278031913336197","0.09278031913336197","0.09278031913336197"
"304","0.10393566426776757","0.10393566426776757","0.10393566426776757"
"305","0.09692613687734619","0.09692613687734619","0.09692613687734619"
"306","0.11570711365493709","0.11570711365493709","0.11570711365493709"
"307","0.10856763830870671","0.10856763830870671","0.10856763830870671"
"308","0.09534922308560614","0.09534922308560614","0.09534922308560614"
"309","0.09516217769734597","0.09516217769734597","0.09516217769734597"
"310","0.09341604801342424","0.09341604801342424","0.09341604801342424"
"311","0.08113039128191517","0.08113039128191517","0.08113039128191517"
"312","0.09170831596094993","0.09170831596094993","0.09170831596094993"
"313","0.09867687397564957","0.09867687397564957","0.09867687397564957"
"314","0.0801381979615037","0.0801381979615037","0.0801381979615037"
"315","0.0807109535612468","0.0807109535612468","0.0807109535612468"
"316","0.09936591110429167","0.09936591110429167","0.09936591110429167"
"317","0.08708248804538861","0.08708248804538861","0.08708248804538861"
"318","0.0807367794741681","0.0807367794741681","0.0807367794741681"
"319","0.08438386101563215","0.08438386101563215","0.08438386101563215"
"320","0.09442840888864999","0.09442840888864999","0.09442840888864999"
"321","0.08794771275899581","0.08794771275899581","0.08794771275899581"
"322","0.07687051014761385","0.07687051014761385","0.07687051014761385"
"323","0.09991006770848786","0.09991006770848786","0.09991006770848786"
"324","0.0948386668888583","0.0948386668888583","0.0948386668888583"
"325","0.08331634450692191","0.08331634450692191","0.08331634450692191"
"326","0.08386141725954244","0.08386141725954244","0.08386141725954244"
"327","0.10292249213300515","0.10292249213300515","0.10292249213300515"
"328","0.09366255996028713","0.09366255996028713","0.09366255996028713"
"329","0.09454193230200661","0.09454193230200661","0.09454193230200661"
"330","0.08109484403571245","0.08109484403571245","0.08109484403571245"
"331","0.08778082787337571","0.08778082787337571","0.08778082787337571"
"332","0.08754128482378169","0.08754128482378169","0.08754128482378169"
"333","0.0840128689675278","0.0840128689675278","0.0840128689675278"
"334","0.07767415321132219","0.07767415321132219","0.07767415321132219"
"335","0.09161812339703816","0.09161812339703816","0.09161812339703816"
"336","0.08689565862017598","0.08689565862017598","0.08689565862017598"
"337","0.08606565612693642","0.08606565612693642","0.08606565612693642"
"338","0.09335548556714532","0.09335548556714532","0.09335548556714532"
"339","0.09485687916413342","0.09485687916413342","0.09485687916413342"
"340","0.0945837572020179","0.0945837572020179","0.0945837572020179"
"341","0.07712489290799954","0.07712489290799954","0.07712489290799954"
"342","0.08209607794126812","0.08209607794126812","0.08209607794126812"
"343","0.08354128240325663","0.08354128240325663","0.08354128240325663"
"344","0.07701743907595276","0.07701743907595276","0.07701743907595276"
"345","0.0945631904774907","0.0945631904774907","0.0945631904774907"
"346","0.07397940265776538","0.07397940265776538","0.07397940265776538"
"347","0.0753922052491654","0.0753922052491654","0.0753922052491654"
"348","0.07549624623716895","0.07549624623716895","0.07549624623716895"
"349","0.08751434197015989","0.08751434197015989","0.08751434197015989"
"350","0.08179107751695437","0.08179107751695437","0.08179107751695437"
"351","0.07817772014196303","0.07817772014196303","0.07817772014196303"
"352","0.09514513528233189","0.09514513528233189","0.09514513528233189"
"353","0.07735750819440966","0.07735750819440966","0.07735750819440966"
"354","0.06553447711170465","0.06553447711170465","0.06553447711170465"
"355","0.08257405324469073","0.08257405324469073","0.08257405324469073"
"356","0.08046945036973158","0.08046945036973158","0.08046945036973158"
"357","0.07865373159743778","0.07865373159743778","0.07865373159743778"
"358","0.09173884281388192","0.09173884281388192","0.09173884281388192"
"359","0.08757125555343587","0.08757125555343587","0.08757125555343587"
"360","0.09152314509134762","0.09152314509134762","0.09152314509134762"
"361","0.07312399263967997","0.07312399263967997","0.07312399263967997"
"362","0.09114303928659812","0.09114303928659812","0.09114303928659812"
"363","0.07986561401149857","0.07986561401149857","0.07986561401149857"
"364","0.07864857520160189","0.07864857520160189","0.07864857520160189"
"365","0.07518813007524536","0.07518813007524536","0.07518813007524536"
"366","0.08056952355683385","0.08056952355683385","0.08056952355683385"
"367","0.08939986136619898","0.08939986136619898","0.08939986136619898"
"368","0.08070425183906084","0.08070425183906084","0.08070425183906084"
"369","0.09258124555656244","0.09258124555656244","0.09258124555656244"
"370","0.1018163898414025","0.1018163898414025","0.1018163898414025"
"371","0.07167813491611874","0.07167813491611874","0.07167813491611874"
"372","0.08313568998352437","0.08313568998352437","0.08313568998352437"
"373","0.07933707826318052","0.07933707826318052","0.07933707826318052"
"374","0.08469050903749596","0.08469050903749596","0.08469050903749596"
"375","0.07983397337255276","0.07983397337255276","0.07983397337255276"
"376","0.07848251837760507","0.07848251837760507","0.07848251837760507"
"377","0.08476474411243803","0.08476474411243803","0.08476474411243803"
"378","0.0835009889938474","0.0835009889938474","0.0835009889938474"
"379","0.07951291397355954","0.07951291397355954","0.07951291397355954"
"380","0.07551581482430493","0.07551581482430493","0.07551581482430493"
"381","0.07820232060945997","0.07820232060945997","0.07820232060945997"
"382","0.07430626131271177","0.07430626131271177","0.07430626131271177"
"383","0.08359109737543392","0.08359109737543392","0.08359109737543392"
"384","0.08635442977600488","0.08635442977600488","0.08635442977600488"
"385","0.07800561073370632","0.07800561073370632","0.07800561073370632"
"386","0.08360501752176144","0.08360501752176144","0.08360501752176144"
"387","0.07596403979933013","0.07596403979933013","0.07596403979933013"
"388","0.06886489673580262","0.06886489673580262","0.06886489673580262"
"389","0.083633327163713","0.083633327163713","0.083633327163713"
"390","0.07001402474670891","0.07001402474670891","0.07001402474670891"
"391","0.06877702193604239","0.06877702193604239","0.06877702193604239"
"392","0.07198330234318945","0.07198330234318945","0.07198330234318945"
"393","0.06910397783888797","0.06910397783888797","0.06910397783888797"
"394","0.0752732607467957","0.0752732607467957","0.0752732607467957"
"395","0.06858123785883241","0.06858123785883241","0.06858123785883241"
"396","0.07930119030781609","0.07930119030781609","0.07930119030781609"
"397","0.08006397652300204","0.08006397652300204","0.08006397652300204"
"398","0.07750775513390644","0.07750775513390644","0.07750775513390644"
"399","0.06722399767034885","0.06722399767034885","0.06722399767034885"
"400","0.07652561980072242","0.07652561980072242","0.07652561980072242"
"401","0.08326457469369783","0.08326457469369783","0.08326457469369783"
"402","0.07653577544928208","0.07653577544928208","0.07653577544928208"
"403","0.0803464208910631","0.0803464208910631","0.0803464208910631"
"404","0.07137839290180477","0.07137839290180477","0.07137839290180477"
"405","0.0661966516489485","0.0661966516489485","0.0661966516489485"
"406","0.07702339104966875","0.07702339104966875","0.07702339104966875"
"407","0.06494560265759201","0.06494560265759201","0.06494560265759201"
"408","0.07139880685705663","0.07139880685705663","0.07139880685705663"
"409","0.0722413925065967","0.0722413925065967","0.0722413925065967"
"410","0.07158463046877477","0.07158463046877477","0.07158463046877477"
"411","0.06358357633692999","0.06358357633692999","0.06358357633692999"
"412","0.07646524327808557","0.07646524327808557","0.07646524327808557"
"413","0.07503448765192322","0.07503448765192322","0.07503448765192322"
"414","0.09231787540145868","0.09231787540145868","0.09231787540145868"
"415","0.07311643570856106","0.07311643570856106","0.07311643570856106"
"416","0.07812114617648343","0.07812114617648343","0.07812114617648343"
"417","0.07298342929709613","0.07298342929709613","0.07298342929709613"
"418","0.07196572916862289","0.07196572916862289","0.07196572916862289"
"419","0.08069498824918142","0.08069498824918142","0.08069498824918142"
"420","0.06884269183200559","0.06884269183200559","0.06884269183200559"
"421","0.08113382711262315","0.08113382711262315","0.08113382711262315"
"422","0.07980739235752865","0.07980739235752865","0.07980739235752865"
"423","0.06655898366172375","0.06655898366172375","0.06655898366172375"
"424","0.06863756787643753","0.06863756787643753","0.06863756787643753"
"425","0.07053272796408117","0.07053272796408117","0.07053272796408117"
"426","0.07009220360699235","0.07009220360699235","0.07009220360699235"
"427","0.07177230841084292","0.07177230841084292","0.07177230841084292"
"428","0.0697664529638051","0.0697664529638051","0.0697664529638051"
"429","0.081091517490067","0.081091517490067","0.081091517490067"
"430","0.07138369158961176","0.07138369158961176","0.07138369158961176"
"431","0.0721047974110941","0.0721047974110941","0.0721047974110941"
"432","0.07470549791180689","0.07470549791180689","0.07470549791180689"
"433","0.06634662265469973","0.06634662265469973","0.06634662265469973"
"434","0.0754784192639162","0.0754784192639162","0.0754784192639162"
"435","0.06858855854090824","0.06858855854090824","0.06858855854090824"
"436","0.06938948139000735","0.06938948139000735","0.06938948139000735"
"437","0.07614369493406095","0.07614369493406095","0.07614369493406095"
"438","0.06149602215622419","0.06149602215622419","0.06149602215622419"
"439","0.07154413762034102","0.07154413762034102","0.07154413762034102"
"440","0.07009206970477994","0.07009206970477994","0.07009206970477994"
"441","0.07317813438906047","0.07317813438906047","0.07317813438906047"
"442","0.06919048743603846","0.06919048743603846","0.06919048743603846"
"443","0.0706640484816193","0.0706640484816193","0.0706640484816193"
"444","0.07157280687755206","0.07157280687755206","0.07157280687755206"
"445","0.06862296961938166","0.06862296961938166","0.06862296961938166"
