"Step","DT-halfcheetah-medium-v2-9159c08c - train_loss","DT-halfcheetah-medium-v2-9159c08c - train_loss__MIN","DT-halfcheetah-medium-v2-9159c08c - train_loss__MAX"
"92","0.3819132264526323","0.3819132264526323","0.3819132264526323"
"93","0.38929051630395767","0.38929051630395767","0.38929051630395767"
"94","0.3671869369590753","0.3671869369590753","0.3671869369590753"
"95","0.3654655051436302","0.3654655051436302","0.3654655051436302"
"96","0.3627598170887339","0.3627598170887339","0.3627598170887339"
"97","0.3728939894315045","0.3728939894315045","0.3728939894315045"
"98","0.34761835186485474","0.34761835186485474","0.34761835186485474"
"99","0.35781995750206713","0.35781995750206713","0.35781995750206713"
"100","0.35261676521848884","0.35261676521848884","0.35261676521848884"
"101","0.33874844114346625","0.33874844114346625","0.33874844114346625"
"102","0.3518598442433101","0.3518598442433101","0.3518598442433101"
"103","0.33007378002070453","0.33007378002070453","0.33007378002070453"
"104","0.3357994481097235","0.3357994481097235","0.3357994481097235"
"105","0.3334852257832533","0.3334852257832533","0.3334852257832533"
"106","0.32574525108176494","0.32574525108176494","0.32574525108176494"
"107","0.32992518736718185","0.32992518736718185","0.32992518736718185"
"108","0.3201399829548152","0.3201399829548152","0.3201399829548152"
"109","0.30656329520102443","0.30656329520102443","0.30656329520102443"
"110","0.3158912331039642","0.3158912331039642","0.3158912331039642"
"111","0.3263266035812422","0.3263266035812422","0.3263266035812422"
"112","0.31114391257871077","0.31114391257871077","0.31114391257871077"
"113","0.3020201616015212","0.3020201616015212","0.3020201616015212"
"114","0.30060915827231915","0.30060915827231915","0.30060915827231915"
"115","0.2967157685904407","0.2967157685904407","0.2967157685904407"
"116","0.29701629665490353","0.29701629665490353","0.29701629665490353"
"117","0.2997158080975693","0.2997158080975693","0.2997158080975693"
"118","0.31612096912509696","0.31612096912509696","0.31612096912509696"
"119","0.2766816510382277","0.2766816510382277","0.2766816510382277"
"120","0.27646477050852086","0.27646477050852086","0.27646477050852086"
"121","0.28200560447555095","0.28200560447555095","0.28200560447555095"
"122","0.27007600589705516","0.27007600589705516","0.27007600589705516"
"123","0.27848290100126794","0.27848290100126794","0.27848290100126794"
"124","0.26987327247622783","0.26987327247622783","0.26987327247622783"
"125","0.26637652320067584","0.26637652320067584","0.26637652320067584"
"126","0.2558797777360905","0.2558797777360905","0.2558797777360905"
"127","0.27953178194839395","0.27953178194839395","0.27953178194839395"
"128","0.2655418557355848","0.2655418557355848","0.2655418557355848"
"129","0.274123943751589","0.274123943751589","0.274123943751589"
"130","0.2609856238507643","0.2609856238507643","0.2609856238507643"
"131","0.2591514971483613","0.2591514971483613","0.2591514971483613"
"132","0.2605938323388103","0.2605938323388103","0.2605938323388103"
"133","0.2540550433830327","0.2540550433830327","0.2540550433830327"
"134","0.25563366797401504","0.25563366797401504","0.25563366797401504"
"135","0.2513752565696143","0.2513752565696143","0.2513752565696143"
"136","0.24289502076518688","0.24289502076518688","0.24289502076518688"
"137","0.25722817672719656","0.25722817672719656","0.25722817672719656"
"138","0.24727995779508105","0.24727995779508105","0.24727995779508105"
"139","0.23742493318206748","0.23742493318206748","0.23742493318206748"
"140","0.22972263687557418","0.22972263687557418","0.22972263687557418"
"141","0.2450633451598016","0.2450633451598016","0.2450633451598016"
"142","0.2259288590967898","0.2259288590967898","0.2259288590967898"
"143","0.2437631186617963","0.2437631186617963","0.2437631186617963"
"144","0.22054574952563588","0.22054574952563588","0.22054574952563588"
"145","0.22381010266097778","0.22381010266097778","0.22381010266097778"
"146","0.2173632912171436","0.2173632912171436","0.2173632912171436"
"147","0.23697196077989635","0.23697196077989635","0.23697196077989635"
"148","0.24585786750370756","0.24585786750370756","0.24585786750370756"
"149","0.22862273865510713","0.22862273865510713","0.22862273865510713"
"150","0.2245256906499089","0.2245256906499089","0.2245256906499089"
"151","0.21636604210530747","0.21636604210530747","0.21636604210530747"
"152","0.20706903384601633","0.20706903384601633","0.20706903384601633"
"153","0.24279208561145726","0.24279208561145726","0.24279208561145726"
"154","0.21271363228071336","0.21271363228071336","0.21271363228071336"
"155","0.2092595847893523","0.2092595847893523","0.2092595847893523"
"156","0.2059678861013183","0.2059678861013183","0.2059678861013183"
"157","0.20868501260267985","0.20868501260267985","0.20868501260267985"
"158","0.2144774578975673","0.2144774578975673","0.2144774578975673"
"159","0.20879551911791014","0.20879551911791014","0.20879551911791014"
"160","0.21042506351787973","0.21042506351787973","0.21042506351787973"
"161","0.20827669047434","0.20827669047434","0.20827669047434"
"162","0.19624252070654702","0.19624252070654702","0.19624252070654702"
"163","0.1937041279143173","0.1937041279143173","0.1937041279143173"
"164","0.1943847961024948","0.1943847961024948","0.1943847961024948"
"165","0.2029655652136379","0.2029655652136379","0.2029655652136379"
"166","0.1815305733871945","0.1815305733871945","0.1815305733871945"
"167","0.2030997478084855","0.2030997478084855","0.2030997478084855"
"168","0.20615982259293344","0.20615982259293344","0.20615982259293344"
"169","0.19821207066815733","0.19821207066815733","0.19821207066815733"
"170","0.1936071441329295","0.1936071441329295","0.1936071441329295"
"171","0.2017021039272225","0.2017021039272225","0.2017021039272225"
"172","0.19715720812420154","0.19715720812420154","0.19715720812420154"
"173","0.170222574640973","0.170222574640973","0.170222574640973"
"174","0.18219777093268835","0.18219777093268835","0.18219777093268835"
"175","0.18274123936699027","0.18274123936699027","0.18274123936699027"
"176","0.18743311832064227","0.18743311832064227","0.18743311832064227"
"177","0.1704243411287842","0.1704243411287842","0.1704243411287842"
"178","0.18693071685588744","0.18693071685588744","0.18693071685588744"
"179","0.21031111520386508","0.21031111520386508","0.21031111520386508"
"180","0.1775591154249776","0.1775591154249776","0.1775591154249776"
"181","0.19614127118786795","0.19614127118786795","0.19614127118786795"
"182","0.17688443612689075","0.17688443612689075","0.17688443612689075"
"183","0.17602233746221352","0.17602233746221352","0.17602233746221352"
"184","0.1868964894324711","0.1868964894324711","0.1868964894324711"
"185","0.17684297844208988","0.17684297844208988","0.17684297844208988"
"186","0.16777627365282588","0.16777627365282588","0.16777627365282588"
"187","0.18329400280167546","0.18329400280167546","0.18329400280167546"
"188","0.175295870185226","0.175295870185226","0.175295870185226"
"189","0.17526473478625856","0.17526473478625856","0.17526473478625856"
"190","0.17591480551607633","0.17591480551607633","0.17591480551607633"
"191","0.16831838651189668","0.16831838651189668","0.16831838651189668"
"192","0.1729254050097037","0.1729254050097037","0.1729254050097037"
"193","0.16676637574889172","0.16676637574889172","0.16676637574889172"
"194","0.16808837475975316","0.16808837475975316","0.16808837475975316"
"195","0.15757048368925197","0.15757048368925197","0.15757048368925197"
"196","0.16413688374006405","0.16413688374006405","0.16413688374006405"
"197","0.16000693021873702","0.16000693021873702","0.16000693021873702"
"198","0.15209980728715056","0.15209980728715056","0.15209980728715056"
"199","0.1685135787624689","0.1685135787624689","0.1685135787624689"
"200","0.16065648987565279","0.16065648987565279","0.16065648987565279"
"201","0.16354998402687304","0.16354998402687304","0.16354998402687304"
"202","0.16409046804880695","0.16409046804880695","0.16409046804880695"
"203","0.16196799463054515","0.16196799463054515","0.16196799463054515"
"204","0.15205037057790333","0.15205037057790333","0.15205037057790333"
"205","0.16450846055556137","0.16450846055556137","0.16450846055556137"
"206","0.15710378622921717","0.15710378622921717","0.15710378622921717"
"207","0.14618378570765683","0.14618378570765683","0.14618378570765683"
"208","0.16872670507624205","0.16872670507624205","0.16872670507624205"
"209","0.16120901866772544","0.16120901866772544","0.16120901866772544"
"210","0.1638591975974457","0.1638591975974457","0.1638591975974457"
"211","0.1663604514295379","0.1663604514295379","0.1663604514295379"
"212","0.15651912475609037","0.15651912475609037","0.15651912475609037"
"213","0.1557640864286766","0.1557640864286766","0.1557640864286766"
"214","0.16750118606129763","0.16750118606129763","0.16750118606129763"
"215","0.14781938437987077","0.14781938437987077","0.14781938437987077"
"216","0.17071257367986067","0.17071257367986067","0.17071257367986067"
"217","0.1645531196863345","0.1645531196863345","0.1645531196863345"
"218","0.16079290142398128","0.16079290142398128","0.16079290142398128"
"219","0.15465723325878497","0.15465723325878497","0.15465723325878497"
"220","0.14345295768203034","0.14345295768203034","0.14345295768203034"
"221","0.1643163927751399","0.1643163927751399","0.1643163927751399"
"222","0.14789538342002964","0.14789538342002964","0.14789538342002964"
"223","0.15053984326011355","0.15053984326011355","0.15053984326011355"
"224","0.14483203575769577","0.14483203575769577","0.14483203575769577"
"225","0.14600729005009144","0.14600729005009144","0.14600729005009144"
"226","0.15917762917817388","0.15917762917817388","0.15917762917817388"
"227","0.14793543178389332","0.14793543178389332","0.14793543178389332"
"228","0.13364838253389752","0.13364838253389752","0.13364838253389752"
"229","0.1412739927839347","0.1412739927839347","0.1412739927839347"
"230","0.13988244194106084","0.13988244194106084","0.13988244194106084"
"231","0.15742748598565542","0.15742748598565542","0.15742748598565542"
"232","0.1460011404399397","0.1460011404399397","0.1460011404399397"
"233","0.14838115608397592","0.14838115608397592","0.14838115608397592"
"234","0.153746622167341","0.153746622167341","0.153746622167341"
"235","0.1446119592701564","0.1446119592701564","0.1446119592701564"
"236","0.14475644302689356","0.14475644302689356","0.14475644302689356"
"237","0.14202162014371258","0.14202162014371258","0.14202162014371258"
"238","0.1443313910094822","0.1443313910094822","0.1443313910094822"
"239","0.12852038259478726","0.12852038259478726","0.12852038259478726"
"240","0.14472291355692277","0.14472291355692277","0.14472291355692277"
"241","0.14155739781285917","0.14155739781285917","0.14155739781285917"
"242","0.13563173815511265","0.13563173815511265","0.13563173815511265"
"243","0.14134404080886787","0.14134404080886787","0.14134404080886787"
"244","0.14310732604683227","0.14310732604683227","0.14310732604683227"
"245","0.13027808727423865","0.13027808727423865","0.13027808727423865"
"246","0.1269561977762029","0.1269561977762029","0.1269561977762029"
"247","0.13270122290352987","0.13270122290352987","0.13270122290352987"
"248","0.1381947281070648","0.1381947281070648","0.1381947281070648"
"249","0.13357257481142037","0.13357257481142037","0.13357257481142037"
"250","0.14744287844878692","0.14744287844878692","0.14744287844878692"
"251","0.13889280509766055","0.13889280509766055","0.13889280509766055"
"252","0.1270111273300499","0.1270111273300499","0.1270111273300499"
"253","0.14750118481303964","0.14750118481303964","0.14750118481303964"
"254","0.12552993736484147","0.12552993736484147","0.12552993736484147"
"255","0.14197855134820525","0.14197855134820525","0.14197855134820525"
"256","0.13829872120706704","0.13829872120706704","0.13829872120706704"
"257","0.1205102411789776","0.1205102411789776","0.1205102411789776"
"258","0.11708191941222998","0.11708191941222998","0.11708191941222998"
"259","0.13296381021390846","0.13296381021390846","0.13296381021390846"
"260","0.13970555090308856","0.13970555090308856","0.13970555090308856"
"261","0.1289875592293893","0.1289875592293893","0.1289875592293893"
"262","0.13390603787633343","0.13390603787633343","0.13390603787633343"
"263","0.13614870588664074","0.13614870588664074","0.13614870588664074"
"264","0.1255278915970975","0.1255278915970975","0.1255278915970975"
"265","0.12018470721044593","0.12018470721044593","0.12018470721044593"
"266","0.1325623577448193","0.1325623577448193","0.1325623577448193"
"267","0.12736262947120622","0.12736262947120622","0.12736262947120622"
"268","0.14411548887336445","0.14411548887336445","0.14411548887336445"
"269","0.12475679289055236","0.12475679289055236","0.12475679289055236"
"270","0.12085262500233428","0.12085262500233428","0.12085262500233428"
"271","0.1394376030403024","0.1394376030403024","0.1394376030403024"
"272","0.12275843510098171","0.12275843510098171","0.12275843510098171"
"273","0.11794773720688202","0.11794773720688202","0.11794773720688202"
"274","0.12660353202864527","0.12660353202864527","0.12660353202864527"
"275","0.12360167582826233","0.12360167582826233","0.12360167582826233"
"276","0.13032517999001797","0.13032517999001797","0.13032517999001797"
"277","0.11624903936256308","0.11624903936256308","0.11624903936256308"
"278","0.11860658503917972","0.11860658503917972","0.11860658503917972"
"279","0.1346021074195063","0.1346021074195063","0.1346021074195063"
"280","0.12308317286353153","0.12308317286353153","0.12308317286353153"
"281","0.1353317698006772","0.1353317698006772","0.1353317698006772"
"282","0.12497790617630396","0.12497790617630396","0.12497790617630396"
"283","0.13207731658078306","0.13207731658078306","0.13207731658078306"
"284","0.1261832870226209","0.1261832870226209","0.1261832870226209"
"285","0.13605875726802913","0.13605875726802913","0.13605875726802913"
"286","0.1334091213577055","0.1334091213577055","0.1334091213577055"
"287","0.12117686876445201","0.12117686876445201","0.12117686876445201"
"288","0.1218965440145026","0.1218965440145026","0.1218965440145026"
"289","0.10903619192087971","0.10903619192087971","0.10903619192087971"
"290","0.13649287972632299","0.13649287972632299","0.13649287972632299"
"291","0.11940463827904914","0.11940463827904914","0.11940463827904914"
"292","0.11135697117078902","0.11135697117078902","0.11135697117078902"
"293","0.12284527778659342","0.12284527778659342","0.12284527778659342"
"294","0.12422138954980462","0.12422138954980462","0.12422138954980462"
"295","0.1288721215853717","0.1288721215853717","0.1288721215853717"
"296","0.12092063877689231","0.12092063877689231","0.12092063877689231"
"297","0.10694265043698077","0.10694265043698077","0.10694265043698077"
"298","0.10272243695115109","0.10272243695115109","0.10272243695115109"
"299","0.14405003036953287","0.14405003036953287","0.14405003036953287"
"300","0.1103235721839552","0.1103235721839552","0.1103235721839552"
"301","0.1419494870882379","0.1419494870882379","0.1419494870882379"
"302","0.13667050276594286","0.13667050276594286","0.13667050276594286"
"303","0.11833779013926458","0.11833779013926458","0.11833779013926458"
"304","0.12130704916629304","0.12130704916629304","0.12130704916629304"
"305","0.12332978451356641","0.12332978451356641","0.12332978451356641"
"306","0.1312268595971578","0.1312268595971578","0.1312268595971578"
"307","0.129318295175208","0.129318295175208","0.129318295175208"
"308","0.11281996121403015","0.11281996121403015","0.11281996121403015"
"309","0.11479837153075817","0.11479837153075817","0.11479837153075817"
"310","0.1378388962109237","0.1378388962109237","0.1378388962109237"
"311","0.11448939418340492","0.11448939418340492","0.11448939418340492"
"312","0.12247336790318547","0.12247336790318547","0.12247336790318547"
"313","0.11605541602060343","0.11605541602060343","0.11605541602060343"
"314","0.12816294809907697","0.12816294809907697","0.12816294809907697"
"315","0.11771246352800586","0.11771246352800586","0.11771246352800586"
"316","0.10796356281276658","0.10796356281276658","0.10796356281276658"
"317","0.12629302987902588","0.12629302987902588","0.12629302987902588"
"318","0.10687844935587597","0.10687844935587597","0.10687844935587597"
"319","0.10442406062472143","0.10442406062472143","0.10442406062472143"
"320","0.12129855824709365","0.12129855824709365","0.12129855824709365"
"321","0.1186928170756921","0.1186928170756921","0.1186928170756921"
"322","0.1165458995694406","0.1165458995694406","0.1165458995694406"
"323","0.1046444404235826","0.1046444404235826","0.1046444404235826"
"324","0.13159199006517114","0.13159199006517114","0.13159199006517114"
"325","0.1167064248828996","0.1167064248828996","0.1167064248828996"
"326","0.11343887387885102","0.11343887387885102","0.11343887387885102"
"327","0.10457395280212739","0.10457395280212739","0.10457395280212739"
"328","0.1229807821298966","0.1229807821298966","0.1229807821298966"
"329","0.11360846348688237","0.11360846348688237","0.11360846348688237"
"330","0.1039321505778699","0.1039321505778699","0.1039321505778699"
"331","0.11468422906269618","0.11468422906269618","0.11468422906269618"
"332","0.09732441489432582","0.09732441489432582","0.09732441489432582"
"333","0.09788928313475741","0.09788928313475741","0.09788928313475741"
"334","0.1225394719142041","0.1225394719142041","0.1225394719142041"
"335","0.10260035509332063","0.10260035509332063","0.10260035509332063"
"336","0.11906987634423899","0.11906987634423899","0.11906987634423899"
"337","0.1086116921794514","0.1086116921794514","0.1086116921794514"
"338","0.0965839406882824","0.0965839406882824","0.0965839406882824"
"339","0.11731462487703181","0.11731462487703181","0.11731462487703181"
"340","0.10685888493786806","0.10685888493786806","0.10685888493786806"
"341","0.1018608687073816","0.1018608687073816","0.1018608687073816"
"342","0.09845106518189241","0.09845106518189241","0.09845106518189241"
"343","0.11121994835238726","0.11121994835238726","0.11121994835238726"
"344","0.12588018429239636","0.12588018429239636","0.12588018429239636"
"345","0.10303055073972346","0.10303055073972346","0.10303055073972346"
"346","0.11296257768602354","0.11296257768602354","0.11296257768602354"
"347","0.12448718761260452","0.12448718761260452","0.12448718761260452"
"348","0.10425290767067245","0.10425290767067245","0.10425290767067245"
"349","0.1083166127920238","0.1083166127920238","0.1083166127920238"
"350","0.09553134956738618","0.09553134956738618","0.09553134956738618"
"351","0.09101927477243316","0.09101927477243316","0.09101927477243316"
"352","0.10728976762205562","0.10728976762205562","0.10728976762205562"
"353","0.10916335906786012","0.10916335906786012","0.10916335906786012"
"354","0.10269053122413163","0.10269053122413163","0.10269053122413163"
"355","0.10855545284392","0.10855545284392","0.10855545284392"
"356","0.12139037928588585","0.12139037928588585","0.12139037928588585"
"357","0.11013862662587497","0.11013862662587497","0.11013862662587497"
"358","0.11006735850623701","0.11006735850623701","0.11006735850623701"
"359","0.09645263771591539","0.09645263771591539","0.09645263771591539"
"360","0.09860024403195515","0.09860024403195515","0.09860024403195515"
"361","0.09719449831768098","0.09719449831768098","0.09719449831768098"
"362","0.09606084470197285","0.09606084470197285","0.09606084470197285"
"363","0.10513822831194403","0.10513822831194403","0.10513822831194403"
"364","0.10959041934097245","0.10959041934097245","0.10959041934097245"
"365","0.08959845162036416","0.08959845162036416","0.08959845162036416"
"366","0.10010735099118233","0.10010735099118233","0.10010735099118233"
"367","0.10098560753740754","0.10098560753740754","0.10098560753740754"
"368","0.09852650606897281","0.09852650606897281","0.09852650606897281"
"369","0.11107312932425376","0.11107312932425376","0.11107312932425376"
"370","0.10664866189176964","0.10664866189176964","0.10664866189176964"
"371","0.10005775368986988","0.10005775368986988","0.10005775368986988"
"372","0.10763162870803701","0.10763162870803701","0.10763162870803701"
"373","0.09272190789700456","0.09272190789700456","0.09272190789700456"
"374","0.09190228437356307","0.09190228437356307","0.09190228437356307"
"375","0.10253995138154792","0.10253995138154792","0.10253995138154792"
"376","0.08513300717286923","0.08513300717286923","0.08513300717286923"
"377","0.09755918824021251","0.09755918824021251","0.09755918824021251"
"378","0.10131088432492981","0.10131088432492981","0.10131088432492981"
"379","0.09635269574042471","0.09635269574042471","0.09635269574042471"
"380","0.11066097763800757","0.11066097763800757","0.11066097763800757"
"381","0.08757994396899338","0.08757994396899338","0.08757994396899338"
"382","0.08443563540462427","0.08443563540462427","0.08443563540462427"
"383","0.09948886061894784","0.09948886061894784","0.09948886061894784"
"384","0.09687408079471753","0.09687408079471753","0.09687408079471753"
"385","0.11791402210354344","0.11791402210354344","0.11791402210354344"
"386","0.08606143804560595","0.08606143804560595","0.08606143804560595"
"387","0.09962670117671495","0.09962670117671495","0.09962670117671495"
"388","0.0885983793492287","0.0885983793492287","0.0885983793492287"
"389","0.10438187577560619","0.10438187577560619","0.10438187577560619"
"390","0.08499119776445539","0.08499119776445539","0.08499119776445539"
"391","0.0983231006957701","0.0983231006957701","0.0983231006957701"
"392","0.09770558763654336","0.09770558763654336","0.09770558763654336"
"393","0.09352261095576689","0.09352261095576689","0.09352261095576689"
"394","0.08965844647879417","0.08965844647879417","0.08965844647879417"
"395","0.09216989019801995","0.09216989019801995","0.09216989019801995"
"396","0.09333522578401099","0.09333522578401099","0.09333522578401099"
"397","0.08832396399957793","0.08832396399957793","0.08832396399957793"
"398","0.09335334052335398","0.09335334052335398","0.09335334052335398"
"399","0.11401190621296561","0.11401190621296561","0.11401190621296561"
"400","0.09939909895813107","0.09939909895813107","0.09939909895813107"
"401","0.10442800392089382","0.10442800392089382","0.10442800392089382"
"402","0.08826047275250484","0.08826047275250484","0.08826047275250484"
"403","0.10305473535538619","0.10305473535538619","0.10305473535538619"
"404","0.09990611119365568","0.09990611119365568","0.09990611119365568"
"405","0.09431133667584392","0.09431133667584392","0.09431133667584392"
"406","0.12257272301220971","0.12257272301220971","0.12257272301220971"
"407","0.08985730889924755","0.08985730889924755","0.08985730889924755"
"408","0.08059291536973649","0.08059291536973649","0.08059291536973649"
"409","0.10667980821983991","0.10667980821983991","0.10667980821983991"
"410","0.09669002719970368","0.09669002719970368","0.09669002719970368"
"411","0.10116725271911292","0.10116725271911292","0.10116725271911292"
"412","0.09614672002442799","0.09614672002442799","0.09614672002442799"
"413","0.09436319815964396","0.09436319815964396","0.09436319815964396"
"414","0.08265191166652622","0.08265191166652622","0.08265191166652622"
"415","0.08331020639055262","0.08331020639055262","0.08331020639055262"
"416","0.09100412272822438","0.09100412272822438","0.09100412272822438"
"417","0.09003811802120201","0.09003811802120201","0.09003811802120201"
"418","0.09617830553778639","0.09617830553778639","0.09617830553778639"
"419","0.09987567833957345","0.09987567833957345","0.09987567833957345"
"420","0.08643318955399171","0.08643318955399171","0.08643318955399171"
"421","0.09176490271282042","0.09176490271282042","0.09176490271282042"
"422","0.10218517561654382","0.10218517561654382","0.10218517561654382"
"423","0.093076353386304","0.093076353386304","0.093076353386304"
"424","0.08184584016935617","0.08184584016935617","0.08184584016935617"
"425","0.09509962044235284","0.09509962044235284","0.09509962044235284"
"426","0.07902334652317353","0.07902334652317353","0.07902334652317353"
"427","0.09048817740538645","0.09048817740538645","0.09048817740538645"
"428","0.08541027663539784","0.08541027663539784","0.08541027663539784"
"429","0.07787022932011055","0.07787022932011055","0.07787022932011055"
"430","0.08801833438502402","0.08801833438502402","0.08801833438502402"
"431","0.07625424125522239","0.07625424125522239","0.07625424125522239"
"432","0.0972671743429435","0.0972671743429435","0.0972671743429435"
"433","0.07995420152436401","0.07995420152436401","0.07995420152436401"
"434","0.0803069320057846","0.0803069320057846","0.0803069320057846"
"435","0.09694550478475923","0.09694550478475923","0.09694550478475923"
"436","0.10558036112208789","0.10558036112208789","0.10558036112208789"
"437","0.10148517639929674","0.10148517639929674","0.10148517639929674"
"438","0.09043672682951379","0.09043672682951379","0.09043672682951379"
"439","0.07678192981417467","0.07678192981417467","0.07678192981417467"
"440","0.07918695758684177","0.07918695758684177","0.07918695758684177"
"441","0.08528121893776897","0.08528121893776897","0.08528121893776897"
"442","0.0825379377843941","0.0825379377843941","0.0825379377843941"
"443","0.0722922069985657","0.0722922069985657","0.0722922069985657"
"444","0.09131418472224734","0.09131418472224734","0.09131418472224734"
"445","0.07887404735117458","0.07887404735117458","0.07887404735117458"
