"Step","DRWKV4-halfcheetah-medium-v2-11c150bd - train_loss","DRWKV4-halfcheetah-medium-v2-11c150bd - train_loss__MIN","DRWKV4-halfcheetah-medium-v2-11c150bd - train_loss__MAX"
"53","0.5823763756992376","0.5823763756992376","0.5823763756992376"
"54","0.5752443782996228","0.5752443782996228","0.5752443782996228"
"55","0.576916470370139","0.576916470370139","0.576916470370139"
"56","0.5709548732779266","0.5709548732779266","0.5709548732779266"
"57","0.577644707784353","0.577644707784353","0.577644707784353"
"58","0.5667975928032635","0.5667975928032635","0.5667975928032635"
"59","0.5611021740088014","0.5611021740088014","0.5611021740088014"
"60","0.561352967937561","0.561352967937561","0.561352967937561"
"61","0.5446234912023342","0.5446234912023342","0.5446234912023342"
"62","0.5540002390729131","0.5540002390729131","0.5540002390729131"
"63","0.5403952521803833","0.5403952521803833","0.5403952521803833"
"64","0.5241294829508061","0.5241294829508061","0.5241294829508061"
"65","0.5462194047097699","0.5462194047097699","0.5462194047097699"
"66","0.5387434753484683","0.5387434753484683","0.5387434753484683"
"67","0.5254730460268711","0.5254730460268711","0.5254730460268711"
"68","0.5226348426505977","0.5226348426505977","0.5226348426505977"
"69","0.5214676653156948","0.5214676653156948","0.5214676653156948"
"70","0.5196486138493157","0.5196486138493157","0.5196486138493157"
"71","0.52895337569959","0.52895337569959","0.52895337569959"
"72","0.5246611602419274","0.5246611602419274","0.5246611602419274"
"73","0.5029548245801854","0.5029548245801854","0.5029548245801854"
"74","0.505378353625225","0.505378353625225","0.505378353625225"
"75","0.5023747098939174","0.5023747098939174","0.5023747098939174"
"76","0.497723366775194","0.497723366775194","0.497723366775194"
"77","0.4869750858125824","0.4869750858125824","0.4869750858125824"
"78","0.4835804100930886","0.4835804100930886","0.4835804100930886"
"79","0.48350732147450987","0.48350732147450987","0.48350732147450987"
"80","0.48562155973625776","0.48562155973625776","0.48562155973625776"
"81","0.4758303146319132","0.4758303146319132","0.4758303146319132"
"82","0.4676724128249317","0.4676724128249317","0.4676724128249317"
"83","0.4670383756583027","0.4670383756583027","0.4670383756583027"
"84","0.4721474124073291","0.4721474124073291","0.4721474124073291"
"85","0.46134310852090216","0.46134310852090216","0.46134310852090216"
"86","0.4534116929741339","0.4534116929741339","0.4534116929741339"
"87","0.44466796316438284","0.44466796316438284","0.44466796316438284"
"88","0.44893139496386614","0.44893139496386614","0.44893139496386614"
"89","0.44334300821693623","0.44334300821693623","0.44334300821693623"
"90","0.4492568996868434","0.4492568996868434","0.4492568996868434"
"91","0.43398719698009897","0.43398719698009897","0.43398719698009897"
"92","0.4415839016639328","0.4415839016639328","0.4415839016639328"
"93","0.4169818044836469","0.4169818044836469","0.4169818044836469"
"94","0.4262677289315176","0.4262677289315176","0.4262677289315176"
"95","0.424009246000882","0.424009246000882","0.424009246000882"
"96","0.41970067698696023","0.41970067698696023","0.41970067698696023"
"97","0.4097463196662281","0.4097463196662281","0.4097463196662281"
"98","0.40905556333103765","0.40905556333103765","0.40905556333103765"
"99","0.4148027430296065","0.4148027430296065","0.4148027430296065"
"100","0.40325707052020404","0.40325707052020404","0.40325707052020404"
"101","0.40215499511765834","0.40215499511765834","0.40215499511765834"
"102","0.40303916754808417","0.40303916754808417","0.40303916754808417"
"103","0.38047397758876067","0.38047397758876067","0.38047397758876067"
"104","0.38727861594161267","0.38727861594161267","0.38727861594161267"
"105","0.39298060710818017","0.39298060710818017","0.39298060710818017"
"106","0.39116582235533787","0.39116582235533787","0.39116582235533787"
"107","0.379133118668787","0.379133118668787","0.379133118668787"
"108","0.383705007614648","0.383705007614648","0.383705007614648"
"109","0.3667119085662583","0.3667119085662583","0.3667119085662583"
"110","0.37451786512573","0.37451786512573","0.37451786512573"
"111","0.3712187469623759","0.3712187469623759","0.3712187469623759"
"112","0.36411721492202065","0.36411721492202065","0.36411721492202065"
"113","0.36473683347727565","0.36473683347727565","0.36473683347727565"
"114","0.3622981594871566","0.3622981594871566","0.3622981594871566"
"115","0.36552044331814765","0.36552044331814765","0.36552044331814765"
"116","0.35106320095136356","0.35106320095136356","0.35106320095136356"
"117","0.3525211850245452","0.3525211850245452","0.3525211850245452"
"118","0.3370482836019351","0.3370482836019351","0.3370482836019351"
"119","0.3429907653347487","0.3429907653347487","0.3429907653347487"
"120","0.337178826866959","0.337178826866959","0.337178826866959"
"121","0.33922474768524125","0.33922474768524125","0.33922474768524125"
"122","0.3384217734263334","0.3384217734263334","0.3384217734263334"
"123","0.33257239205027045","0.33257239205027045","0.33257239205027045"
"124","0.3411792333668931","0.3411792333668931","0.3411792333668931"
"125","0.31916440519705475","0.31916440519705475","0.31916440519705475"
"126","0.3284200564970143","0.3284200564970143","0.3284200564970143"
"127","0.3390663244376231","0.3390663244376231","0.3390663244376231"
"128","0.3176240255555857","0.3176240255555857","0.3176240255555857"
"129","0.3087688742920126","0.3087688742920126","0.3087688742920126"
"130","0.29831679690784507","0.29831679690784507","0.29831679690784507"
"131","0.3006673453559516","0.3006673453559516","0.3006673453559516"
"132","0.3002939339410367","0.3002939339410367","0.3002939339410367"
"133","0.30608031906567357","0.30608031906567357","0.30608031906567357"
"134","0.2901137811611613","0.2901137811611613","0.2901137811611613"
"135","0.28896495660397514","0.28896495660397514","0.28896495660397514"
"136","0.2811823672720262","0.2811823672720262","0.2811823672720262"
"137","0.29502650010866066","0.29502650010866066","0.29502650010866066"
"138","0.2841393679399183","0.2841393679399183","0.2841393679399183"
"139","0.29640348935009075","0.29640348935009075","0.29640348935009075"
"140","0.2902951832394092","0.2902951832394092","0.2902951832394092"
"141","0.2893358578440961","0.2893358578440961","0.2893358578440961"
"142","0.28064478979899404","0.28064478979899404","0.28064478979899404"
"143","0.28795947117678605","0.28795947117678605","0.28795947117678605"
"144","0.27460610291368054","0.27460610291368054","0.27460610291368054"
"145","0.2635374794592511","0.2635374794592511","0.2635374794592511"
"146","0.29962661464450857","0.29962661464450857","0.29962661464450857"
"147","0.26641631641676766","0.26641631641676766","0.26641631641676766"
"148","0.2670165792112198","0.2670165792112198","0.2670165792112198"
"149","0.2625316101154062","0.2625316101154062","0.2625316101154062"
"150","0.27688932558849333","0.27688932558849333","0.27688932558849333"
"151","0.26393619064905793","0.26393619064905793","0.26393619064905793"
"152","0.2505899111665932","0.2505899111665932","0.2505899111665932"
"153","0.26245016577545693","0.26245016577545693","0.26245016577545693"
"154","0.2592076950828083","0.2592076950828083","0.2592076950828083"
"155","0.24955547252986834","0.24955547252986834","0.24955547252986834"
"156","0.23436614597442304","0.23436614597442304","0.23436614597442304"
"157","0.24349730569540737","0.24349730569540737","0.24349730569540737"
"158","0.247943654271941","0.247943654271941","0.247943654271941"
"159","0.2465819602308207","0.2465819602308207","0.2465819602308207"
"160","0.24543925275015077","0.24543925275015077","0.24543925275015077"
"161","0.23959702275257605","0.23959702275257605","0.23959702275257605"
"162","0.23438057116844777","0.23438057116844777","0.23438057116844777"
"163","0.23883232895540144","0.23883232895540144","0.23883232895540144"
"164","0.23180275957244784","0.23180275957244784","0.23180275957244784"
"165","0.23796801216806454","0.23796801216806454","0.23796801216806454"
"166","0.2413342568893909","0.2413342568893909","0.2413342568893909"
"167","0.2229926674444482","0.2229926674444482","0.2229926674444482"
"168","0.22186763540252694","0.22186763540252694","0.22186763540252694"
"169","0.240649736238856","0.240649736238856","0.240649736238856"
"170","0.22170388200038757","0.22170388200038757","0.22170388200038757"
"171","0.21982592709161178","0.21982592709161178","0.21982592709161178"
"172","0.20886859570422592","0.20886859570422592","0.20886859570422592"
"173","0.21549032974826102","0.21549032974826102","0.21549032974826102"
"174","0.21665026481526445","0.21665026481526445","0.21665026481526445"
"175","0.2224621892478869","0.2224621892478869","0.2224621892478869"
"176","0.2131894606515986","0.2131894606515986","0.2131894606515986"
"177","0.2004510662455825","0.2004510662455825","0.2004510662455825"
"178","0.20871346364421087","0.20871346364421087","0.20871346364421087"
"179","0.20575946679121446","0.20575946679121446","0.20575946679121446"
"180","0.2178870203839108","0.2178870203839108","0.2178870203839108"
"181","0.21492878082763672","0.21492878082763672","0.21492878082763672"
"182","0.20782992286900773","0.20782992286900773","0.20782992286900773"
"183","0.2185923321637056","0.2185923321637056","0.2185923321637056"
"184","0.1922184422887277","0.1922184422887277","0.1922184422887277"
"185","0.21014098175262982","0.21014098175262982","0.21014098175262982"
"186","0.20802926935067553","0.20802926935067553","0.20802926935067553"
"187","0.19633650729964897","0.19633650729964897","0.19633650729964897"
"188","0.2017084215328228","0.2017084215328228","0.2017084215328228"
"189","0.18458292752544073","0.18458292752544073","0.18458292752544073"
"190","0.19226991819276376","0.19226991819276376","0.19226991819276376"
"191","0.17711130011019996","0.17711130011019996","0.17711130011019996"
"192","0.19629431158538627","0.19629431158538627","0.19629431158538627"
"193","0.19197684975112467","0.19197684975112467","0.19197684975112467"
"194","0.18726656745071005","0.18726656745071005","0.18726656745071005"
"195","0.17992002360282272","0.17992002360282272","0.17992002360282272"
"196","0.18970292650068937","0.18970292650068937","0.18970292650068937"
"197","0.17872651636464132","0.17872651636464132","0.17872651636464132"
"198","0.1945626463863152","0.1945626463863152","0.1945626463863152"
"199","0.18243440878550826","0.18243440878550826","0.18243440878550826"
"200","0.19855546879470704","0.19855546879470704","0.19855546879470704"
"201","0.1776138732365656","0.1776138732365656","0.1776138732365656"
"202","0.17019179831280842","0.17019179831280842","0.17019179831280842"
"203","0.17592711503722216","0.17592711503722216","0.17592711503722216"
"204","0.1693487455180488","0.1693487455180488","0.1693487455180488"
"205","0.1645392892641079","0.1645392892641079","0.1645392892641079"
"206","0.18679969495434917","0.18679969495434917","0.18679969495434917"
"207","0.1755900208589392","0.1755900208589392","0.1755900208589392"
"208","0.1736153108446261","0.1736153108446261","0.1736153108446261"
"209","0.1650037252967845","0.1650037252967845","0.1650037252967845"
"210","0.14761306402493776","0.14761306402493776","0.14761306402493776"
"211","0.1631736031279135","0.1631736031279135","0.1631736031279135"
"212","0.1650005267982167","0.1650005267982167","0.1650005267982167"
"213","0.16423168178456682","0.16423168178456682","0.16423168178456682"
"214","0.18069625268596756","0.18069625268596756","0.18069625268596756"
"215","0.1591579724274994","0.1591579724274994","0.1591579724274994"
"216","0.1826491987270635","0.1826491987270635","0.1826491987270635"
"217","0.15500512328396807","0.15500512328396807","0.15500512328396807"
"218","0.15541866286962086","0.15541866286962086","0.15541866286962086"
"219","0.15460407311893212","0.15460407311893212","0.15460407311893212"
"220","0.1532271482064468","0.1532271482064468","0.1532271482064468"
"221","0.16257133905256957","0.16257133905256957","0.16257133905256957"
"222","0.16274932539508735","0.16274932539508735","0.16274932539508735"
"223","0.1467417539207208","0.1467417539207208","0.1467417539207208"
"224","0.16325082061335067","0.16325082061335067","0.16325082061335067"
"225","0.1584173703508725","0.1584173703508725","0.1584173703508725"
"226","0.16018724627000602","0.16018724627000602","0.16018724627000602"
"227","0.15184425640857016","0.15184425640857016","0.15184425640857016"
"228","0.14039753751240375","0.14039753751240375","0.14039753751240375"
"229","0.14137637722246676","0.14137637722246676","0.14137637722246676"
"230","0.13509251495035024","0.13509251495035024","0.13509251495035024"
"231","0.15441963163303787","0.15441963163303787","0.15441963163303787"
"232","0.157931481788811","0.157931481788811","0.157931481788811"
"233","0.1415726796794138","0.1415726796794138","0.1415726796794138"
"234","0.14609026227882008","0.14609026227882008","0.14609026227882008"
"235","0.13643907016054732","0.13643907016054732","0.13643907016054732"
"236","0.15180552588901813","0.15180552588901813","0.15180552588901813"
"237","0.1354957630474893","0.1354957630474893","0.1354957630474893"
"238","0.141616875779147","0.141616875779147","0.141616875779147"
"239","0.1512974251531085","0.1512974251531085","0.1512974251531085"
"240","0.12880408838271656","0.12880408838271656","0.12880408838271656"
"241","0.13659380396969217","0.13659380396969217","0.13659380396969217"
"242","0.14523902554231008","0.14523902554231008","0.14523902554231008"
"243","0.14621951581095066","0.14621951581095066","0.14621951581095066"
"244","0.13705545350231105","0.13705545350231105","0.13705545350231105"
"245","0.14081539662930026","0.14081539662930026","0.14081539662930026"
"246","0.1398922620487865","0.1398922620487865","0.1398922620487865"
"247","0.1382363783052824","0.1382363783052824","0.1382363783052824"
"248","0.1380719266156999","0.1380719266156999","0.1380719266156999"
"249","0.12589395569620856","0.12589395569620856","0.12589395569620856"
"250","0.1537426135392256","0.1537426135392256","0.1537426135392256"
"251","0.14241276378276532","0.14241276378276532","0.14241276378276532"
"252","0.1447663681016072","0.1447663681016072","0.1447663681016072"
"253","0.1181521944776664","0.1181521944776664","0.1181521944776664"
"254","0.1254443925201137","0.1254443925201137","0.1254443925201137"
"255","0.12159706253831101","0.12159706253831101","0.12159706253831101"
"256","0.1257239178953015","0.1257239178953015","0.1257239178953015"
"257","0.12393045736516684","0.12393045736516684","0.12393045736516684"
"258","0.14107623537487765","0.14107623537487765","0.14107623537487765"
"259","0.11423590242298669","0.11423590242298669","0.11423590242298669"
"260","0.12185848060180332","0.12185848060180332","0.12185848060180332"
"261","0.12301529440699219","0.12301529440699219","0.12301529440699219"
"262","0.15373449986726856","0.15373449986726856","0.15373449986726856"
"263","0.13568598983068325","0.13568598983068325","0.13568598983068325"
"264","0.12504120802398255","0.12504120802398255","0.12504120802398255"
"265","0.13400173838219792","0.13400173838219792","0.13400173838219792"
"266","0.1249385637132466","0.1249385637132466","0.1249385637132466"
"267","0.12038337646579418","0.12038337646579418","0.12038337646579418"
"268","0.13381517954321495","0.13381517954321495","0.13381517954321495"
"269","0.1089501170354417","0.1089501170354417","0.1089501170354417"
"270","0.1297115811109583","0.1297115811109583","0.1297115811109583"
"271","0.13389498908863212","0.13389498908863212","0.13389498908863212"
"272","0.10933143328199989","0.10933143328199989","0.10933143328199989"
"273","0.12126004885383211","0.12126004885383211","0.12126004885383211"
"274","0.11528743931065073","0.11528743931065073","0.11528743931065073"
"275","0.12193513143148345","0.12193513143148345","0.12193513143148345"
"276","0.11282626614300388","0.11282626614300388","0.11282626614300388"
"277","0.11441460243565342","0.11441460243565342","0.11441460243565342"
"278","0.11670192887268192","0.11670192887268192","0.11670192887268192"
"279","0.11808944088410427","0.11808944088410427","0.11808944088410427"
"280","0.1266745052646989","0.1266745052646989","0.1266745052646989"
"281","0.1052420508797117","0.1052420508797117","0.1052420508797117"
"282","0.11221432904136845","0.11221432904136845","0.11221432904136845"
"283","0.11848020482544189","0.11848020482544189","0.11848020482544189"
"284","0.1092938739811601","0.1092938739811601","0.1092938739811601"
"285","0.11313024987900547","0.11313024987900547","0.11313024987900547"
"286","0.11027744533227869","0.11027744533227869","0.11027744533227869"
"287","0.11375944890591091","0.11375944890591091","0.11375944890591091"
"288","0.11272322028672953","0.11272322028672953","0.11272322028672953"
"289","0.11174244670241532","0.11174244670241532","0.11174244670241532"
"290","0.09890667296563357","0.09890667296563357","0.09890667296563357"
"291","0.12586720291965928","0.12586720291965928","0.12586720291965928"
"292","0.09544311079946832","0.09544311079946832","0.09544311079946832"
"293","0.11513754474656096","0.11513754474656096","0.11513754474656096"
"294","0.11953675281276095","0.11953675281276095","0.11953675281276095"
"295","0.11087906862490196","0.11087906862490196","0.11087906862490196"
"296","0.10741824926537102","0.10741824926537102","0.10741824926537102"
"297","0.10496587194030495","0.10496587194030495","0.10496587194030495"
"298","0.10417028839426565","0.10417028839426565","0.10417028839426565"
"299","0.11337914043171068","0.11337914043171068","0.11337914043171068"
"300","0.11242329846630773","0.11242329846630773","0.11242329846630773"
"301","0.10972192797102472","0.10972192797102472","0.10972192797102472"
"302","0.10609610750455198","0.10609610750455198","0.10609610750455198"
"303","0.09513734867555756","0.09513734867555756","0.09513734867555756"
"304","0.09597974925810414","0.09597974925810414","0.09597974925810414"
"305","0.10679809013464496","0.10679809013464496","0.10679809013464496"
"306","0.10466900657999738","0.10466900657999738","0.10466900657999738"
"307","0.11301035064931085","0.11301035064931085","0.11301035064931085"
"308","0.10109241995668973","0.10109241995668973","0.10109241995668973"
"309","0.1095136932480635","0.1095136932480635","0.1095136932480635"
"310","0.11581598281751095","0.11581598281751095","0.11581598281751095"
"311","0.09978416702882302","0.09978416702882302","0.09978416702882302"
"312","0.12166789991061931","0.12166789991061931","0.12166789991061931"
"313","0.11043457391832708","0.11043457391832708","0.11043457391832708"
"314","0.10157093033485115","0.10157093033485115","0.10157093033485115"
"315","0.11251540121336655","0.11251540121336655","0.11251540121336655"
"316","0.10248580157201835","0.10248580157201835","0.10248580157201835"
"317","0.10417573316653904","0.10417573316653904","0.10417573316653904"
"318","0.11482335534763344","0.11482335534763344","0.11482335534763344"
"319","0.10287257661668218","0.10287257661668218","0.10287257661668218"
"320","0.10198474669144779","0.10198474669144779","0.10198474669144779"
"321","0.11713448773988124","0.11713448773988124","0.11713448773988124"
"322","0.11832966669778842","0.11832966669778842","0.11832966669778842"
"323","0.10009274982852545","0.10009274982852545","0.10009274982852545"
"324","0.10693718747120726","0.10693718747120726","0.10693718747120726"
"325","0.09639707916053716","0.09639707916053716","0.09639707916053716"
"326","0.10477751036057148","0.10477751036057148","0.10477751036057148"
"327","0.11861015207804755","0.11861015207804755","0.11861015207804755"
"328","0.10385477896678491","0.10385477896678491","0.10385477896678491"
"329","0.12122681054156044","0.12122681054156044","0.12122681054156044"
"330","0.09958076553037992","0.09958076553037992","0.09958076553037992"
"331","0.10389265748520649","0.10389265748520649","0.10389265748520649"
"332","0.09677280177955135","0.09677280177955135","0.09677280177955135"
"333","0.09604015041549933","0.09604015041549933","0.09604015041549933"
"334","0.09770007342609205","0.09770007342609205","0.09770007342609205"
"335","0.09645662328638972","0.09645662328638972","0.09645662328638972"
"336","0.10850512931167222","0.10850512931167222","0.10850512931167222"
"337","0.10006548821469943","0.10006548821469943","0.10006548821469943"
"338","0.10310646123987807","0.10310646123987807","0.10310646123987807"
"339","0.10550087129732937","0.10550087129732937","0.10550087129732937"
"340","0.08918595944621753","0.08918595944621753","0.08918595944621753"
"341","0.09013816061559936","0.09013816061559936","0.09013816061559936"
"342","0.09322577820809322","0.09322577820809322","0.09322577820809322"
"343","0.09018950817547516","0.09018950817547516","0.09018950817547516"
"344","0.09165301366196373","0.09165301366196373","0.09165301366196373"
"345","0.09916291024603377","0.09916291024603377","0.09916291024603377"
"346","0.09349295677685535","0.09349295677685535","0.09349295677685535"
"347","0.11058378826408068","0.11058378826408068","0.11058378826408068"
"348","0.09080944658246227","0.09080944658246227","0.09080944658246227"
"349","0.08754027376906118","0.08754027376906118","0.08754027376906118"
"350","0.09285718434556625","0.09285718434556625","0.09285718434556625"
"351","0.0903550949227518","0.0903550949227518","0.0903550949227518"
"352","0.09735884227281637","0.09735884227281637","0.09735884227281637"
"353","0.1052120612605757","0.1052120612605757","0.1052120612605757"
"354","0.08806645208244819","0.08806645208244819","0.08806645208244819"
"355","0.10259161460219858","0.10259161460219858","0.10259161460219858"
"356","0.08199880441269997","0.08199880441269997","0.08199880441269997"
"357","0.07892730969241772","0.07892730969241772","0.07892730969241772"
"358","0.08660424826098075","0.08660424826098075","0.08660424826098075"
"359","0.09005965868216043","0.09005965868216043","0.09005965868216043"
"360","0.09162694412119597","0.09162694412119597","0.09162694412119597"
"361","0.08864296917254604","0.08864296917254604","0.08864296917254604"
"362","0.08204749611752685","0.08204749611752685","0.08204749611752685"
"363","0.09183543176466052","0.09183543176466052","0.09183543176466052"
"364","0.09725285533581639","0.09725285533581639","0.09725285533581639"
"365","0.08446469919187088","0.08446469919187088","0.08446469919187088"
"366","0.08352918424062222","0.08352918424062222","0.08352918424062222"
"367","0.10091585489008664","0.10091585489008664","0.10091585489008664"
"368","0.09707124837342909","0.09707124837342909","0.09707124837342909"
"369","0.0880445352114068","0.0880445352114068","0.0880445352114068"
"370","0.09066422906470283","0.09066422906470283","0.09066422906470283"
"371","0.10161824831635637","0.10161824831635637","0.10161824831635637"
"372","0.09662172596931207","0.09662172596931207","0.09662172596931207"
"373","0.08787157749665822","0.08787157749665822","0.08787157749665822"
"374","0.11004667145399587","0.11004667145399587","0.11004667145399587"
"375","0.09272275448374039","0.09272275448374039","0.09272275448374039"
"376","0.08692828956899075","0.08692828956899075","0.08692828956899075"
"377","0.11450770120322284","0.11450770120322284","0.11450770120322284"
"378","0.0792188397850056","0.0792188397850056","0.0792188397850056"
"379","0.09122725397176396","0.09122725397176396","0.09122725397176396"
"380","0.08742280882748435","0.08742280882748435","0.08742280882748435"
"381","0.09819987111585785","0.09819987111585785","0.09819987111585785"
"382","0.07977136536776058","0.07977136536776058","0.07977136536776058"
"383","0.0914785623042828","0.0914785623042828","0.0914785623042828"
"384","0.0842144823811293","0.0842144823811293","0.0842144823811293"
"385","0.08821886063923114","0.08821886063923114","0.08821886063923114"
"386","0.0824477534519854","0.0824477534519854","0.0824477534519854"
"387","0.08484609497934778","0.08484609497934778","0.08484609497934778"
"388","0.08369234121751153","0.08369234121751153","0.08369234121751153"
"389","0.07768264968687634","0.07768264968687634","0.07768264968687634"
"390","0.09243379805026826","0.09243379805026826","0.09243379805026826"
"391","0.09467653970667589","0.09467653970667589","0.09467653970667589"
"392","0.0799026221661431","0.0799026221661431","0.0799026221661431"
"393","0.08895054715155395","0.08895054715155395","0.08895054715155395"
"394","0.1036623356715771","0.1036623356715771","0.1036623356715771"
"395","0.08966735168665936","0.08966735168665936","0.08966735168665936"
"396","0.08540886817270145","0.08540886817270145","0.08540886817270145"
"397","0.08414926309167721","0.08414926309167721","0.08414926309167721"
"398","0.07373373762265817","0.07373373762265817","0.07373373762265817"
"399","0.08198387322849215","0.08198387322849215","0.08198387322849215"
"400","0.10282745552737506","0.10282745552737506","0.10282745552737506"
"401","0.08555395982452633","0.08555395982452633","0.08555395982452633"
"402","0.08792224855934587","0.08792224855934587","0.08792224855934587"
"403","0.0739919907505651","0.0739919907505651","0.0739919907505651"
"404","0.08205363472188203","0.08205363472188203","0.08205363472188203"
"405","0.07875777057233357","0.07875777057233357","0.07875777057233357"
"406","0.07589082458645634","0.07589082458645634","0.07589082458645634"
"407","0.07686010151263097","0.07686010151263097","0.07686010151263097"
"408","0.07771033655879647","0.07771033655879647","0.07771033655879647"
"409","0.07808727195658932","0.07808727195658932","0.07808727195658932"
"410","0.09449842989599758","0.09449842989599758","0.09449842989599758"
"411","0.08223252056453148","0.08223252056453148","0.08223252056453148"
"412","0.08496175763699372","0.08496175763699372","0.08496175763699372"
"413","0.07359426787802292","0.07359426787802292","0.07359426787802292"
"414","0.08280101589424779","0.08280101589424779","0.08280101589424779"
"415","0.08818189498805194","0.08818189498805194","0.08818189498805194"
"416","0.075509212177001","0.075509212177001","0.075509212177001"
"417","0.0838749759492206","0.0838749759492206","0.0838749759492206"
"418","0.08709053580205009","0.08709053580205009","0.08709053580205009"
"419","0.08187808232127496","0.08187808232127496","0.08187808232127496"
"420","0.08083807715891086","0.08083807715891086","0.08083807715891086"
"421","0.08360202559223048","0.08360202559223048","0.08360202559223048"
"422","0.08482047075542368","0.08482047075542368","0.08482047075542368"
"423","0.07407610980009022","0.07407610980009022","0.07407610980009022"
"424","0.0791307626506349","0.0791307626506349","0.0791307626506349"
"425","0.07892541201233982","0.07892541201233982","0.07892541201233982"
"426","0.07571683500266942","0.07571683500266942","0.07571683500266942"
"427","0.08522330969437375","0.08522330969437375","0.08522330969437375"
"428","0.08176309693342577","0.08176309693342577","0.08176309693342577"
"429","0.07409755990435161","0.07409755990435161","0.07409755990435161"
"430","0.07390507609239838","0.07390507609239838","0.07390507609239838"
"431","0.07823777005575101","0.07823777005575101","0.07823777005575101"
"432","0.07936008484088385","0.07936008484088385","0.07936008484088385"
"433","0.08634811418104485","0.08634811418104485","0.08634811418104485"
"434","0.07800027107064808","0.07800027107064808","0.07800027107064808"
"435","0.07908911669292916","0.07908911669292916","0.07908911669292916"
"436","0.0723887236013998","0.0723887236013998","0.0723887236013998"
"437","0.06665206825708599","0.06665206825708599","0.06665206825708599"
"438","0.0755916825797464","0.0755916825797464","0.0755916825797464"
"439","0.09095166727122708","0.09095166727122708","0.09095166727122708"
"440","0.07178733322437823","0.07178733322437823","0.07178733322437823"
"441","0.08088274177594591","0.08088274177594591","0.08088274177594591"
"442","0.07264863824080561","0.07264863824080561","0.07264863824080561"
"443","0.07086132293560118","0.07086132293560118","0.07086132293560118"
"444","0.07094719523022809","0.07094719523022809","0.07094719523022809"
"445","0.07604404533008609","0.07604404533008609","0.07604404533008609"
