"Step","DT-halfcheetah-medium-v2-f26058b1 - train_loss","DT-halfcheetah-medium-v2-f26058b1 - train_loss__MIN","DT-halfcheetah-medium-v2-f26058b1 - train_loss__MAX"
"58","0.6312722111923135","0.6312722111923135","0.6312722111923135"
"59","0.6166492310475832","0.6166492310475832","0.6166492310475832"
"60","0.5974589417599852","0.5974589417599852","0.5974589417599852"
"61","0.6108103882089071","0.6108103882089071","0.6108103882089071"
"62","0.6107291134014489","0.6107291134014489","0.6107291134014489"
"63","0.5832214731125779","0.5832214731125779","0.5832214731125779"
"64","0.5984862285987828","0.5984862285987828","0.5984862285987828"
"65","0.5912818950902654","0.5912818950902654","0.5912818950902654"
"66","0.5929897858764402","0.5929897858764402","0.5929897858764402"
"67","0.581877027432018","0.581877027432018","0.581877027432018"
"68","0.5643698729709051","0.5643698729709051","0.5643698729709051"
"69","0.5695380691868505","0.5695380691868505","0.5695380691868505"
"70","0.5715914087637588","0.5715914087637588","0.5715914087637588"
"71","0.5545741204297745","0.5545741204297745","0.5545741204297745"
"72","0.5422677073980939","0.5422677073980939","0.5422677073980939"
"73","0.5525235590041037","0.5525235590041037","0.5525235590041037"
"74","0.5424040402043163","0.5424040402043163","0.5424040402043163"
"75","0.5423154323419809","0.5423154323419809","0.5423154323419809"
"76","0.5378857605184194","0.5378857605184194","0.5378857605184194"
"77","0.5160601291296016","0.5160601291296016","0.5160601291296016"
"78","0.5323447896060939","0.5323447896060939","0.5323447896060939"
"79","0.5224065841961718","0.5224065841961718","0.5224065841961718"
"80","0.5196482826368456","0.5196482826368456","0.5196482826368456"
"81","0.5047246736871291","0.5047246736871291","0.5047246736871291"
"82","0.5129888444292788","0.5129888444292788","0.5129888444292788"
"83","0.5068858822645965","0.5068858822645965","0.5068858822645965"
"84","0.4942315757354629","0.4942315757354629","0.4942315757354629"
"85","0.4916257270620291","0.4916257270620291","0.4916257270620291"
"86","0.48437015432118","0.48437015432118","0.48437015432118"
"87","0.47492785992464803","0.47492785992464803","0.47492785992464803"
"88","0.4761629267534302","0.4761629267534302","0.4761629267534302"
"89","0.46032493364429783","0.46032493364429783","0.46032493364429783"
"90","0.45186212548113885","0.45186212548113885","0.45186212548113885"
"91","0.44926688825378874","0.44926688825378874","0.44926688825378874"
"92","0.44913736615011274","0.44913736615011274","0.44913736615011274"
"93","0.4417211540381549","0.4417211540381549","0.4417211540381549"
"94","0.4346319726011356","0.4346319726011356","0.4346319726011356"
"95","0.43419859242376524","0.43419859242376524","0.43419859242376524"
"96","0.4219078015891669","0.4219078015891669","0.4219078015891669"
"97","0.42733033477119153","0.42733033477119153","0.42733033477119153"
"98","0.4372686118565114","0.4372686118565114","0.4372686118565114"
"99","0.41214941988998366","0.41214941988998366","0.41214941988998366"
"100","0.41056447464796203","0.41056447464796203","0.41056447464796203"
"101","0.4012265387806575","0.4012265387806575","0.4012265387806575"
"102","0.39396353791806954","0.39396353791806954","0.39396353791806954"
"103","0.40326547903228976","0.40326547903228976","0.40326547903228976"
"104","0.38641274429849304","0.38641274429849304","0.38641274429849304"
"105","0.3906059748483138","0.3906059748483138","0.3906059748483138"
"106","0.39062699084164465","0.39062699084164465","0.39062699084164465"
"107","0.3757431829250988","0.3757431829250988","0.3757431829250988"
"108","0.37905381629271956","0.37905381629271956","0.37905381629271956"
"109","0.3728676445476289","0.3728676445476289","0.3728676445476289"
"110","0.3648692578256776","0.3648692578256776","0.3648692578256776"
"111","0.37654325821711854","0.37654325821711854","0.37654325821711854"
"112","0.3597869568757087","0.3597869568757087","0.3597869568757087"
"113","0.3571906074730403","0.3571906074730403","0.3571906074730403"
"114","0.3507604891662093","0.3507604891662093","0.3507604891662093"
"115","0.35468241585522264","0.35468241585522264","0.35468241585522264"
"116","0.3429019714354747","0.3429019714354747","0.3429019714354747"
"117","0.3393871234018662","0.3393871234018662","0.3393871234018662"
"118","0.3371752531982642","0.3371752531982642","0.3371752531982642"
"119","0.3394591243525329","0.3394591243525329","0.3394591243525329"
"120","0.335791510847085","0.335791510847085","0.335791510847085"
"121","0.32582698510886415","0.32582698510886415","0.32582698510886415"
"122","0.3244763106918177","0.3244763106918177","0.3244763106918177"
"123","0.3204947521812868","0.3204947521812868","0.3204947521812868"
"124","0.3111884217281284","0.3111884217281284","0.3111884217281284"
"125","0.31418442892714454","0.31418442892714454","0.31418442892714454"
"126","0.31924423173963945","0.31924423173963945","0.31924423173963945"
"127","0.3130155699872953","0.3130155699872953","0.3130155699872953"
"128","0.3007772345420809","0.3007772345420809","0.3007772345420809"
"129","0.306198930214293","0.306198930214293","0.306198930214293"
"130","0.2903553374127819","0.2903553374127819","0.2903553374127819"
"131","0.2900858582428083","0.2900858582428083","0.2900858582428083"
"132","0.2982410894172219","0.2982410894172219","0.2982410894172219"
"133","0.29366871073555495","0.29366871073555495","0.29366871073555495"
"134","0.2948486675736421","0.2948486675736421","0.2948486675736421"
"135","0.2649749008626108","0.2649749008626108","0.2649749008626108"
"136","0.2742898879092876","0.2742898879092876","0.2742898879092876"
"137","0.27733298893933617","0.27733298893933617","0.27733298893933617"
"138","0.2825454084991435","0.2825454084991435","0.2825454084991435"
"139","0.2745070952040255","0.2745070952040255","0.2745070952040255"
"140","0.28330336525004496","0.28330336525004496","0.28330336525004496"
"141","0.2636033606423349","0.2636033606423349","0.2636033606423349"
"142","0.26289339946486623","0.26289339946486623","0.26289339946486623"
"143","0.2528644159730818","0.2528644159730818","0.2528644159730818"
"144","0.26175693105104797","0.26175693105104797","0.26175693105104797"
"145","0.2599750729316958","0.2599750729316958","0.2599750729316958"
"146","0.24746148006746368","0.24746148006746368","0.24746148006746368"
"147","0.24405454339158994","0.24405454339158994","0.24405454339158994"
"148","0.25714891954501146","0.25714891954501146","0.25714891954501146"
"149","0.2489554059730952","0.2489554059730952","0.2489554059730952"
"150","0.25259639349592594","0.25259639349592594","0.25259639349592594"
"151","0.24092428224789764","0.24092428224789764","0.24092428224789764"
"152","0.24083470942889149","0.24083470942889149","0.24083470942889149"
"153","0.23407548503130488","0.23407548503130488","0.23407548503130488"
"154","0.2267378013560947","0.2267378013560947","0.2267378013560947"
"155","0.23469553197588222","0.23469553197588222","0.23469553197588222"
"156","0.23809251578266444","0.23809251578266444","0.23809251578266444"
"157","0.23533566973201847","0.23533566973201847","0.23533566973201847"
"158","0.2392367240136505","0.2392367240136505","0.2392367240136505"
"159","0.23691664720799932","0.23691664720799932","0.23691664720799932"
"160","0.21559295571082718","0.21559295571082718","0.21559295571082718"
"161","0.23024823263070637","0.23024823263070637","0.23024823263070637"
"162","0.21624108199761938","0.21624108199761938","0.21624108199761938"
"163","0.22792911037488933","0.22792911037488933","0.22792911037488933"
"164","0.20152925197763724","0.20152925197763724","0.20152925197763724"
"165","0.2407808189387998","0.2407808189387998","0.2407808189387998"
"166","0.20763239871971367","0.20763239871971367","0.20763239871971367"
"167","0.20511754693052306","0.20511754693052306","0.20511754693052306"
"168","0.20675311288860282","0.20675311288860282","0.20675311288860282"
"169","0.20965345579949682","0.20965345579949682","0.20965345579949682"
"170","0.20070257640482356","0.20070257640482356","0.20070257640482356"
"171","0.19970676040897176","0.19970676040897176","0.19970676040897176"
"172","0.22472916024168033","0.22472916024168033","0.22472916024168033"
"173","0.20107077028793166","0.20107077028793166","0.20107077028793166"
"174","0.2064566872985748","0.2064566872985748","0.2064566872985748"
"175","0.19147073817498347","0.19147073817498347","0.19147073817498347"
"176","0.1986666949097537","0.1986666949097537","0.1986666949097537"
"177","0.19614811238186136","0.19614811238186136","0.19614811238186136"
"178","0.19399874016963967","0.19399874016963967","0.19399874016963967"
"179","0.19649066798991718","0.19649066798991718","0.19649066798991718"
"180","0.18774287544551638","0.18774287544551638","0.18774287544551638"
"181","0.18058309194457342","0.18058309194457342","0.18058309194457342"
"182","0.20162252697198665","0.20162252697198665","0.20162252697198665"
"183","0.1918589040392624","0.1918589040392624","0.1918589040392624"
"184","0.18315994885348136","0.18315994885348136","0.18315994885348136"
"185","0.1880277763739464","0.1880277763739464","0.1880277763739464"
"186","0.19434694060783436","0.19434694060783436","0.19434694060783436"
"187","0.19341009751649263","0.19341009751649263","0.19341009751649263"
"188","0.1935150466057901","0.1935150466057901","0.1935150466057901"
"189","0.1896990113902696","0.1896990113902696","0.1896990113902696"
"190","0.18729433104428617","0.18729433104428617","0.18729433104428617"
"191","0.17899600914250718","0.17899600914250718","0.17899600914250718"
"192","0.18525194609377033","0.18525194609377033","0.18525194609377033"
"193","0.18031882628760487","0.18031882628760487","0.18031882628760487"
"194","0.18928554233338937","0.18928554233338937","0.18928554233338937"
"195","0.18624582155254626","0.18624582155254626","0.18624582155254626"
"196","0.16520877083908198","0.16520877083908198","0.16520877083908198"
"197","0.1850831469014023","0.1850831469014023","0.1850831469014023"
"198","0.17855910203320344","0.17855910203320344","0.17855910203320344"
"199","0.17075808584140267","0.17075808584140267","0.17075808584140267"
"200","0.16847655354805174","0.16847655354805174","0.16847655354805174"
"201","0.1886707726372535","0.1886707726372535","0.1886707726372535"
"202","0.17295046562209815","0.17295046562209815","0.17295046562209815"
"203","0.16105618598804258","0.16105618598804258","0.16105618598804258"
"204","0.18312122121913524","0.18312122121913524","0.18312122121913524"
"205","0.1614163609053359","0.1614163609053359","0.1614163609053359"
"206","0.16798907962090442","0.16798907962090442","0.16798907962090442"
"207","0.1748211456954187","0.1748211456954187","0.1748211456954187"
"208","0.16543897904596858","0.16543897904596858","0.16543897904596858"
"209","0.17342312190140277","0.17342312190140277","0.17342312190140277"
"210","0.16696735494587653","0.16696735494587653","0.16696735494587653"
"211","0.1560456397402469","0.1560456397402469","0.1560456397402469"
"212","0.15757008158550456","0.15757008158550456","0.15757008158550456"
"213","0.16956786561471054","0.16956786561471054","0.16956786561471054"
"214","0.16124862588984032","0.16124862588984032","0.16124862588984032"
"215","0.16209908864865824","0.16209908864865824","0.16209908864865824"
"216","0.1610545905964796","0.1610545905964796","0.1610545905964796"
"217","0.15373929519610166","0.15373929519610166","0.15373929519610166"
"218","0.15988680716237963","0.15988680716237963","0.15988680716237963"
"219","0.1653527574804155","0.1653527574804155","0.1653527574804155"
"220","0.16356795882664027","0.16356795882664027","0.16356795882664027"
"221","0.1573973461127056","0.1573973461127056","0.1573973461127056"
"222","0.16473531785173018","0.16473531785173018","0.16473531785173018"
"223","0.16308708284258777","0.16308708284258777","0.16308708284258777"
"224","0.1540707179610914","0.1540707179610914","0.1540707179610914"
"225","0.1480438278427528","0.1480438278427528","0.1480438278427528"
"226","0.1640875273314568","0.1640875273314568","0.1640875273314568"
"227","0.14856847893755906","0.14856847893755906","0.14856847893755906"
"228","0.15239596888616785","0.15239596888616785","0.15239596888616785"
"229","0.14534379193573674","0.14534379193573674","0.14534379193573674"
"230","0.15302591718257966","0.15302591718257966","0.15302591718257966"
"231","0.1424413759720608","0.1424413759720608","0.1424413759720608"
"232","0.15336659211132098","0.15336659211132098","0.15336659211132098"
"233","0.15563820086896912","0.15563820086896912","0.15563820086896912"
"234","0.15875827399765155","0.15875827399765155","0.15875827399765155"
"235","0.1567123594297545","0.1567123594297545","0.1567123594297545"
"236","0.14949428775272827","0.14949428775272827","0.14949428775272827"
"237","0.14252049082486162","0.14252049082486162","0.14252049082486162"
"238","0.15784768750169015","0.15784768750169015","0.15784768750169015"
"239","0.15354562450993187","0.15354562450993187","0.15354562450993187"
"240","0.15309550134579328","0.15309550134579328","0.15309550134579328"
"241","0.14529492478439926","0.14529492478439926","0.14529492478439926"
"242","0.14364359362589146","0.14364359362589146","0.14364359362589146"
"243","0.145881821177946","0.145881821177946","0.145881821177946"
"244","0.15057708121790495","0.15057708121790495","0.15057708121790495"
"245","0.14036081674314219","0.14036081674314219","0.14036081674314219"
"246","0.16564779937444704","0.16564779937444704","0.16564779937444704"
"247","0.148382892763007","0.148382892763007","0.148382892763007"
"248","0.1437963999586832","0.1437963999586832","0.1437963999586832"
"249","0.14397741577138012","0.14397741577138012","0.14397741577138012"
"250","0.14109177194921957","0.14109177194921957","0.14109177194921957"
"251","0.146471033660907","0.146471033660907","0.146471033660907"
"252","0.15720417328110692","0.15720417328110692","0.15720417328110692"
"253","0.14268110334330902","0.14268110334330902","0.14268110334330902"
"254","0.14126596010190734","0.14126596010190734","0.14126596010190734"
"255","0.13705526480844182","0.13705526480844182","0.13705526480844182"
"256","0.14422239410053916","0.14422239410053916","0.14422239410053916"
"257","0.12827995982575394","0.12827995982575394","0.12827995982575394"
"258","0.12832019761402316","0.12832019761402316","0.12832019761402316"
"259","0.13999485887105348","0.13999485887105348","0.13999485887105348"
"260","0.15019029680273027","0.15019029680273027","0.15019029680273027"
"261","0.12332658739793291","0.12332658739793291","0.12332658739793291"
"262","0.12869800227209827","0.12869800227209827","0.12869800227209827"
"263","0.1496328585425325","0.1496328585425325","0.1496328585425325"
"264","0.13635059688176956","0.13635059688176956","0.13635059688176956"
"265","0.12754137431714896","0.12754137431714896","0.12754137431714896"
"266","0.13104447051995372","0.13104447051995372","0.13104447051995372"
"267","0.12884921508208574","0.12884921508208574","0.12884921508208574"
"268","0.12117416851184709","0.12117416851184709","0.12117416851184709"
"269","0.14057696257349012","0.14057696257349012","0.14057696257349012"
"270","0.1582014373144231","0.1582014373144231","0.1582014373144231"
"271","0.14917457497986886","0.14917457497986886","0.14917457497986886"
"272","0.1265027430242399","0.1265027430242399","0.1265027430242399"
"273","0.12176685206321136","0.12176685206321136","0.12176685206321136"
"274","0.12690117824487426","0.12690117824487426","0.12690117824487426"
"275","0.1338235228016747","0.1338235228016747","0.1338235228016747"
"276","0.14643305723639788","0.14643305723639788","0.14643305723639788"
"277","0.12138856042306699","0.12138856042306699","0.12138856042306699"
"278","0.13083708821705323","0.13083708821705323","0.13083708821705323"
"279","0.12493297730822445","0.12493297730822445","0.12493297730822445"
"280","0.10983074499723437","0.10983074499723437","0.10983074499723437"
"281","0.122744264201682","0.122744264201682","0.122744264201682"
"282","0.12212417830596067","0.12212417830596067","0.12212417830596067"
"283","0.12679840706272236","0.12679840706272236","0.12679840706272236"
"284","0.11792861765526882","0.11792861765526882","0.11792861765526882"
"285","0.14815609168761223","0.14815609168761223","0.14815609168761223"
"286","0.12242354310396593","0.12242354310396593","0.12242354310396593"
"287","0.1247932896785932","0.1247932896785932","0.1247932896785932"
"288","0.13553147419026135","0.13553147419026135","0.13553147419026135"
"289","0.13085504635011222","0.13085504635011222","0.13085504635011222"
"290","0.13457291277350764","0.13457291277350764","0.13457291277350764"
"291","0.13101866854285935","0.13101866854285935","0.13101866854285935"
"292","0.12262330607363878","0.12262330607363878","0.12262330607363878"
"293","0.12007717988688747","0.12007717988688747","0.12007717988688747"
"294","0.12218444177205999","0.12218444177205999","0.12218444177205999"
"295","0.11844180495736281","0.11844180495736281","0.11844180495736281"
"296","0.117738576584093","0.117738576584093","0.117738576584093"
"297","0.11073034050909436","0.11073034050909436","0.11073034050909436"
"298","0.1264872344660928","0.1264872344660928","0.1264872344660928"
"299","0.12747713110727532","0.12747713110727532","0.12747713110727532"
"300","0.12431116807469789","0.12431116807469789","0.12431116807469789"
"301","0.1307461338495459","0.1307461338495459","0.1307461338495459"
"302","0.12551787808999373","0.12551787808999373","0.12551787808999373"
"303","0.11643790338726308","0.11643790338726308","0.11643790338726308"
"304","0.12057582605885094","0.12057582605885094","0.12057582605885094"
"305","0.13127227756812654","0.13127227756812654","0.13127227756812654"
"306","0.11509435944795705","0.11509435944795705","0.11509435944795705"
"307","0.11559190561631555","0.11559190561631555","0.11559190561631555"
"308","0.14847215476480122","0.14847215476480122","0.14847215476480122"
"309","0.12802870498686653","0.12802870498686653","0.12802870498686653"
"310","0.12482914510426811","0.12482914510426811","0.12482914510426811"
"311","0.11275637073851863","0.11275637073851863","0.11275637073851863"
"312","0.1161645153094637","0.1161645153094637","0.1161645153094637"
"313","0.11116165212763007","0.11116165212763007","0.11116165212763007"
"314","0.12498827947286054","0.12498827947286054","0.12498827947286054"
"315","0.12283835114216368","0.12283835114216368","0.12283835114216368"
"316","0.09810543118341215","0.09810543118341215","0.09810543118341215"
"317","0.11994575256414872","0.11994575256414872","0.11994575256414872"
"318","0.11652252913859103","0.11652252913859103","0.11652252913859103"
"319","0.11383863406213654","0.11383863406213654","0.11383863406213654"
"320","0.12573140192685528","0.12573140192685528","0.12573140192685528"
"321","0.11029150853232768","0.11029150853232768","0.11029150853232768"
"322","0.11317238110245766","0.11317238110245766","0.11317238110245766"
"323","0.11918025156359671","0.11918025156359671","0.11918025156359671"
"324","0.12074924252853482","0.12074924252853482","0.12074924252853482"
"325","0.10466462713758537","0.10466462713758537","0.10466462713758537"
"326","0.10632501307286504","0.10632501307286504","0.10632501307286504"
"327","0.10878700928966721","0.10878700928966721","0.10878700928966721"
"328","0.11842493915977205","0.11842493915977205","0.11842493915977205"
"329","0.10428196700552449","0.10428196700552449","0.10428196700552449"
"330","0.11286355990019857","0.11286355990019857","0.11286355990019857"
"331","0.10239567943883329","0.10239567943883329","0.10239567943883329"
"332","0.11832851276021102","0.11832851276021102","0.11832851276021102"
"333","0.12320389797975564","0.12320389797975564","0.12320389797975564"
"334","0.10870540843923274","0.10870540843923274","0.10870540843923274"
"335","0.11916765142514588","0.11916765142514588","0.11916765142514588"
"336","0.10000077807943362","0.10000077807943362","0.10000077807943362"
"337","0.1128751119338647","0.1128751119338647","0.1128751119338647"
"338","0.11754449611148055","0.11754449611148055","0.11754449611148055"
"339","0.11312809083325218","0.11312809083325218","0.11312809083325218"
"340","0.115120580033894","0.115120580033894","0.115120580033894"
"341","0.10316366268830676","0.10316366268830676","0.10316366268830676"
"342","0.10351666486192386","0.10351666486192386","0.10351666486192386"
"343","0.10966184482972154","0.10966184482972154","0.10966184482972154"
"344","0.11442877999023171","0.11442877999023171","0.11442877999023171"
"345","0.12367643556379958","0.12367643556379958","0.12367643556379958"
"346","0.11789398629385851","0.11789398629385851","0.11789398629385851"
"347","0.11006191057145263","0.11006191057145263","0.11006191057145263"
"348","0.11145597099089892","0.11145597099089892","0.11145597099089892"
"349","0.09984167665377391","0.09984167665377391","0.09984167665377391"
"350","0.10362069743611373","0.10362069743611373","0.10362069743611373"
"351","0.11261231270887631","0.11261231270887631","0.11261231270887631"
"352","0.10179641607161917","0.10179641607161917","0.10179641607161917"
"353","0.10269798027442745","0.10269798027442745","0.10269798027442745"
"354","0.10698162257240694","0.10698162257240694","0.10698162257240694"
"355","0.10444932595680675","0.10444932595680675","0.10444932595680675"
"356","0.12665090432401968","0.12665090432401968","0.12665090432401968"
"357","0.10209864178859747","0.10209864178859747","0.10209864178859747"
"358","0.12835094835934777","0.12835094835934777","0.12835094835934777"
"359","0.10239287255711692","0.10239287255711692","0.10239287255711692"
"360","0.10246202249835024","0.10246202249835024","0.10246202249835024"
"361","0.12634910027312465","0.12634910027312465","0.12634910027312465"
"362","0.09114751892167028","0.09114751892167028","0.09114751892167028"
"363","0.11397812537649274","0.11397812537649274","0.11397812537649274"
"364","0.1141796521184364","0.1141796521184364","0.1141796521184364"
"365","0.09551125462024193","0.09551125462024193","0.09551125462024193"
"366","0.10155248992372652","0.10155248992372652","0.10155248992372652"
"367","0.09655599526684835","0.09655599526684835","0.09655599526684835"
"368","0.09442179943035947","0.09442179943035947","0.09442179943035947"
"369","0.09484250676471027","0.09484250676471027","0.09484250676471027"
"370","0.10488798843492053","0.10488798843492053","0.10488798843492053"
"371","0.10455840194661112","0.10455840194661112","0.10455840194661112"
"372","0.10775597959533997","0.10775597959533997","0.10775597959533997"
"373","0.09368186949538818","0.09368186949538818","0.09368186949538818"
"374","0.104254585133194","0.104254585133194","0.104254585133194"
"375","0.11517523750312351","0.11517523750312351","0.11517523750312351"
"376","0.09907812334622657","0.09907812334622657","0.09907812334622657"
"377","0.10399846852318644","0.10399846852318644","0.10399846852318644"
"378","0.09517884945131426","0.09517884945131426","0.09517884945131426"
"379","0.10685939248404772","0.10685939248404772","0.10685939248404772"
"380","0.11020561461476447","0.11020561461476447","0.11020561461476447"
"381","0.0926868066297353","0.0926868066297353","0.0926868066297353"
"382","0.10769034533581069","0.10769034533581069","0.10769034533581069"
"383","0.1082932650284372","0.1082932650284372","0.1082932650284372"
"384","0.0948138205648506","0.0948138205648506","0.0948138205648506"
"385","0.09096190830341519","0.09096190830341519","0.09096190830341519"
"386","0.09067102248420147","0.09067102248420147","0.09067102248420147"
"387","0.09788886851135795","0.09788886851135795","0.09788886851135795"
"388","0.09918675206463835","0.09918675206463835","0.09918675206463835"
"389","0.09142061047184351","0.09142061047184351","0.09142061047184351"
"390","0.09224173937488996","0.09224173937488996","0.09224173937488996"
"391","0.09625034458568252","0.09625034458568252","0.09625034458568252"
"392","0.09497246620279176","0.09497246620279176","0.09497246620279176"
"393","0.10050803949579651","0.10050803949579651","0.10050803949579651"
"394","0.11490626287379874","0.11490626287379874","0.11490626287379874"
"395","0.08475490957324834","0.08475490957324834","0.08475490957324834"
"396","0.09167176079581676","0.09167176079581676","0.09167176079581676"
"397","0.09866738486347378","0.09866738486347378","0.09866738486347378"
"398","0.0947518979029572","0.0947518979029572","0.0947518979029572"
"399","0.11047545185949505","0.11047545185949505","0.11047545185949505"
"400","0.09706472657186381","0.09706472657186381","0.09706472657186381"
"401","0.08592074109763696","0.08592074109763696","0.08592074109763696"
"402","0.11013859203322311","0.11013859203322311","0.11013859203322311"
"403","0.09471044363569185","0.09471044363569185","0.09471044363569185"
"404","0.08621265929566647","0.08621265929566647","0.08621265929566647"
"405","0.10212972991606104","0.10212972991606104","0.10212972991606104"
"406","0.1098234273717219","0.1098234273717219","0.1098234273717219"
"407","0.08763807705682544","0.08763807705682544","0.08763807705682544"
"408","0.09146028506285522","0.09146028506285522","0.09146028506285522"
"409","0.100532809577548","0.100532809577548","0.100532809577548"
"410","0.11552451083502681","0.11552451083502681","0.11552451083502681"
"411","0.08567561045160055","0.08567561045160055","0.08567561045160055"
"412","0.10818177791634315","0.10818177791634315","0.10818177791634315"
"413","0.10330081494866412","0.10330081494866412","0.10330081494866412"
"414","0.09967530405584822","0.09967530405584822","0.09967530405584822"
"415","0.1088050425156973","0.1088050425156973","0.1088050425156973"
"416","0.08550802390951792","0.08550802390951792","0.08550802390951792"
"417","0.07954391955090921","0.07954391955090921","0.07954391955090921"
"418","0.0927312772042454","0.0927312772042454","0.0927312772042454"
"419","0.10950536384711371","0.10950536384711371","0.10950536384711371"
"420","0.09491674472839626","0.09491674472839626","0.09491674472839626"
"421","0.09680436785423038","0.09680436785423038","0.09680436785423038"
"422","0.10003475977339044","0.10003475977339044","0.10003475977339044"
"423","0.09588563586462005","0.09588563586462005","0.09588563586462005"
"424","0.08536943810928349","0.08536943810928349","0.08536943810928349"
"425","0.11014123578708708","0.11014123578708708","0.11014123578708708"
"426","0.09163213877673212","0.09163213877673212","0.09163213877673212"
"427","0.08656158823134158","0.08656158823134158","0.08656158823134158"
"428","0.08830110073940835","0.08830110073940835","0.08830110073940835"
"429","0.0998469014152256","0.0998469014152256","0.0998469014152256"
"430","0.0885513238167129","0.0885513238167129","0.0885513238167129"
"431","0.09656615277425505","0.09656615277425505","0.09656615277425505"
"432","0.09216333105247364","0.09216333105247364","0.09216333105247364"
"433","0.08556909894455587","0.08556909894455587","0.08556909894455587"
"434","0.10120488296579738","0.10120488296579738","0.10120488296579738"
"435","0.09080923566169312","0.09080923566169312","0.09080923566169312"
"436","0.07910173168868133","0.07910173168868133","0.07910173168868133"
"437","0.10955139998779725","0.10955139998779725","0.10955139998779725"
"438","0.09543802862592723","0.09543802862592723","0.09543802862592723"
"439","0.09615133640743416","0.09615133640743416","0.09615133640743416"
"440","0.07807713128815925","0.07807713128815925","0.07807713128815925"
"441","0.11249980582509815","0.11249980582509815","0.11249980582509815"
"442","0.08358375765867176","0.08358375765867176","0.08358375765867176"
"443","0.09262563142184957","0.09262563142184957","0.09262563142184957"
"444","0.09272801053230545","0.09272801053230545","0.09272801053230545"
"445","0.09226282657625262","0.09226282657625262","0.09226282657625262"
"446","0.08515105798818501","0.08515105798818501","0.08515105798818501"
