"Step","DRWKV4-halfcheetah-medium-v2-fef93df8 - train_loss","DRWKV4-halfcheetah-medium-v2-fef93df8 - train_loss__MIN","DRWKV4-halfcheetah-medium-v2-fef93df8 - train_loss__MAX"
"49","0.5920139771926747","0.5920139771926747","0.5920139771926747"
"50","0.5816546339290676","0.5816546339290676","0.5816546339290676"
"51","0.5765307321256647","0.5765307321256647","0.5765307321256647"
"52","0.5672057546956497","0.5672057546956497","0.5672057546956497"
"53","0.5534147245158658","0.5534147245158658","0.5534147245158658"
"54","0.5788221259222541","0.5788221259222541","0.5788221259222541"
"55","0.5632566722757317","0.5632566722757317","0.5632566722757317"
"56","0.5450362797669625","0.5450362797669625","0.5450362797669625"
"57","0.5568154212393793","0.5568154212393793","0.5568154212393793"
"58","0.5639151689510598","0.5639151689510598","0.5639151689510598"
"59","0.5552426805385746","0.5552426805385746","0.5552426805385746"
"60","0.5404573774334144","0.5404573774334144","0.5404573774334144"
"61","0.5420510220926109","0.5420510220926109","0.5420510220926109"
"62","0.5458603162430377","0.5458603162430377","0.5458603162430377"
"63","0.5378262917342183","0.5378262917342183","0.5378262917342183"
"64","0.5254259645677384","0.5254259645677384","0.5254259645677384"
"65","0.5365487445514331","0.5365487445514331","0.5365487445514331"
"66","0.5316105693780212","0.5316105693780212","0.5316105693780212"
"67","0.5303469420491002","0.5303469420491002","0.5303469420491002"
"68","0.5289571107358695","0.5289571107358695","0.5289571107358695"
"69","0.4995931193315877","0.4995931193315877","0.4995931193315877"
"70","0.5127921520008244","0.5127921520008244","0.5127921520008244"
"71","0.5097213304905126","0.5097213304905126","0.5097213304905126"
"72","0.5165037322027929","0.5165037322027929","0.5165037322027929"
"73","0.4971348074359749","0.4971348074359749","0.4971348074359749"
"74","0.4980318374623606","0.4980318374623606","0.4980318374623606"
"75","0.492767532266971","0.492767532266971","0.492767532266971"
"76","0.4947433317519175","0.4947433317519175","0.4947433317519175"
"77","0.4910368898429726","0.4910368898429726","0.4910368898429726"
"78","0.49029387009919767","0.49029387009919767","0.49029387009919767"
"79","0.4764731159549694","0.4764731159549694","0.4764731159549694"
"80","0.48352609558691695","0.48352609558691695","0.48352609558691695"
"81","0.47739307861673774","0.47739307861673774","0.47739307861673774"
"82","0.4731357355585258","0.4731357355585258","0.4731357355585258"
"83","0.4673047911733816","0.4673047911733816","0.4673047911733816"
"84","0.4721062217073315","0.4721062217073315","0.4721062217073315"
"85","0.46933043408329334","0.46933043408329334","0.46933043408329334"
"86","0.4586891083300364","0.4586891083300364","0.4586891083300364"
"87","0.45427135189364914","0.45427135189364914","0.45427135189364914"
"88","0.4656263220984862","0.4656263220984862","0.4656263220984862"
"89","0.4243434296401124","0.4243434296401124","0.4243434296401124"
"90","0.4536263787985651","0.4536263787985651","0.4536263787985651"
"91","0.426118662381435","0.426118662381435","0.426118662381435"
"92","0.4558443037604138","0.4558443037604138","0.4558443037604138"
"93","0.44487032189992504","0.44487032189992504","0.44487032189992504"
"94","0.43845104383890104","0.43845104383890104","0.43845104383890104"
"95","0.4342664539203928","0.4342664539203928","0.4342664539203928"
"96","0.43391482260994296","0.43391482260994296","0.43391482260994296"
"97","0.426377492267592","0.426377492267592","0.426377492267592"
"98","0.4220972961141416","0.4220972961141416","0.4220972961141416"
"99","0.42159063246901574","0.42159063246901574","0.42159063246901574"
"100","0.40889779843466484","0.40889779843466484","0.40889779843466484"
"101","0.4277258155325986","0.4277258155325986","0.4277258155325986"
"102","0.3924298238404684","0.3924298238404684","0.3924298238404684"
"103","0.4171699003562602","0.4171699003562602","0.4171699003562602"
"104","0.40069394516822177","0.40069394516822177","0.40069394516822177"
"105","0.39863731251211265","0.39863731251211265","0.39863731251211265"
"106","0.4018391498282843","0.4018391498282843","0.4018391498282843"
"107","0.382486214326858","0.382486214326858","0.382486214326858"
"108","0.4032222560578983","0.4032222560578983","0.4032222560578983"
"109","0.3820436530416033","0.3820436530416033","0.3820436530416033"
"110","0.37225941277407615","0.37225941277407615","0.37225941277407615"
"111","0.3775062670497392","0.3775062670497392","0.3775062670497392"
"112","0.37014532865349875","0.37014532865349875","0.37014532865349875"
"113","0.38204690026589466","0.38204690026589466","0.38204690026589466"
"114","0.37835745399166343","0.37835745399166343","0.37835745399166343"
"115","0.35907664503509895","0.35907664503509895","0.35907664503509895"
"116","0.3650031539182152","0.3650031539182152","0.3650031539182152"
"117","0.37831750590373464","0.37831750590373464","0.37831750590373464"
"118","0.35504715119779673","0.35504715119779673","0.35504715119779673"
"119","0.359921976754474","0.359921976754474","0.359921976754474"
"120","0.34516906929126256","0.34516906929126256","0.34516906929126256"
"121","0.34223879912540783","0.34223879912540783","0.34223879912540783"
"122","0.3498733880397172","0.3498733880397172","0.3498733880397172"
"123","0.3470846990069453","0.3470846990069453","0.3470846990069453"
"124","0.34401866476128434","0.34401866476128434","0.34401866476128434"
"125","0.3396988291137794","0.3396988291137794","0.3396988291137794"
"126","0.34209096772229186","0.34209096772229186","0.34209096772229186"
"127","0.3140372485328176","0.3140372485328176","0.3140372485328176"
"128","0.32078344493499805","0.32078344493499805","0.32078344493499805"
"129","0.33256309969434883","0.33256309969434883","0.33256309969434883"
"130","0.33883805894604213","0.33883805894604213","0.33883805894604213"
"131","0.3151294097858861","0.3151294097858861","0.3151294097858861"
"132","0.32877603776492115","0.32877603776492115","0.32877603776492115"
"133","0.31507320727175403","0.31507320727175403","0.31507320727175403"
"134","0.32532706943409917","0.32532706943409917","0.32532706943409917"
"135","0.3102108683316752","0.3102108683316752","0.3102108683316752"
"136","0.3117563338197372","0.3117563338197372","0.3117563338197372"
"137","0.3086824546471403","0.3086824546471403","0.3086824546471403"
"138","0.30932950541653603","0.30932950541653603","0.30932950541653603"
"139","0.2989940435306638","0.2989940435306638","0.2989940435306638"
"140","0.2939324018419403","0.2939324018419403","0.2939324018419403"
"141","0.3069457773756452","0.3069457773756452","0.3069457773756452"
"142","0.29166064127222124","0.29166064127222124","0.29166064127222124"
"143","0.2914226190901841","0.2914226190901841","0.2914226190901841"
"144","0.28198721963495005","0.28198721963495005","0.28198721963495005"
"145","0.2832777745317513","0.2832777745317513","0.2832777745317513"
"146","0.28583120350656444","0.28583120350656444","0.28583120350656444"
"147","0.27767073630267725","0.27767073630267725","0.27767073630267725"
"148","0.2829104894087609","0.2829104894087609","0.2829104894087609"
"149","0.2689341675633461","0.2689341675633461","0.2689341675633461"
"150","0.2759708244807045","0.2759708244807045","0.2759708244807045"
"151","0.26910494625648185","0.26910494625648185","0.26910494625648185"
"152","0.26803130717617196","0.26803130717617196","0.26803130717617196"
"153","0.27478119180987026","0.27478119180987026","0.27478119180987026"
"154","0.2635649762803163","0.2635649762803163","0.2635649762803163"
"155","0.2725746357085914","0.2725746357085914","0.2725746357085914"
"156","0.2692608617818462","0.2692608617818462","0.2692608617818462"
"157","0.2581405137393578","0.2581405137393578","0.2581405137393578"
"158","0.25601504731335806","0.25601504731335806","0.25601504731335806"
"159","0.24655806525623072","0.24655806525623072","0.24655806525623072"
"160","0.2568633844107604","0.2568633844107604","0.2568633844107604"
"161","0.24621989758367338","0.24621989758367338","0.24621989758367338"
"162","0.2445689528172312","0.2445689528172312","0.2445689528172312"
"163","0.25407981219213666","0.25407981219213666","0.25407981219213666"
"164","0.2510641588432038","0.2510641588432038","0.2510641588432038"
"165","0.23622783927184118","0.23622783927184118","0.23622783927184118"
"166","0.2321527605419566","0.2321527605419566","0.2321527605419566"
"167","0.23453220703421612","0.23453220703421612","0.23453220703421612"
"168","0.23970523984493614","0.23970523984493614","0.23970523984493614"
"169","0.22818603245681432","0.22818603245681432","0.22818603245681432"
"170","0.22520797878301035","0.22520797878301035","0.22520797878301035"
"171","0.2364828773195487","0.2364828773195487","0.2364828773195487"
"172","0.22484797882784122","0.22484797882784122","0.22484797882784122"
"173","0.2174198140466555","0.2174198140466555","0.2174198140466555"
"174","0.2278193915867637","0.2278193915867637","0.2278193915867637"
"175","0.22363573141059542","0.22363573141059542","0.22363573141059542"
"176","0.2268475631004744","0.2268475631004744","0.2268475631004744"
"177","0.22241241150480626","0.22241241150480626","0.22241241150480626"
"178","0.2197791788871439","0.2197791788871439","0.2197791788871439"
"179","0.22244437898180444","0.22244437898180444","0.22244437898180444"
"180","0.21393539756689214","0.21393539756689214","0.21393539756689214"
"181","0.207720250664688","0.207720250664688","0.207720250664688"
"182","0.1989515605209658","0.1989515605209658","0.1989515605209658"
"183","0.21528409441652296","0.21528409441652296","0.21528409441652296"
"184","0.20168295376507145","0.20168295376507145","0.20168295376507145"
"185","0.21491301733969181","0.21491301733969181","0.21491301733969181"
"186","0.20408272317597068","0.20408272317597068","0.20408272317597068"
"187","0.19743801060367394","0.19743801060367394","0.19743801060367394"
"188","0.20668090846347278","0.20668090846347278","0.20668090846347278"
"189","0.19339422509843746","0.19339422509843746","0.19339422509843746"
"190","0.19647975360073855","0.19647975360073855","0.19647975360073855"
"191","0.1949978336661641","0.1949978336661641","0.1949978336661641"
"192","0.18944799681019192","0.18944799681019192","0.18944799681019192"
"193","0.19776774930259122","0.19776774930259122","0.19776774930259122"
"194","0.1813073592297244","0.1813073592297244","0.1813073592297244"
"195","0.1919468083100487","0.1919468083100487","0.1919468083100487"
"196","0.1813636228264352","0.1813636228264352","0.1813636228264352"
"197","0.18941715190694652","0.18941715190694652","0.18941715190694652"
"198","0.1806501459987185","0.1806501459987185","0.1806501459987185"
"199","0.18259521073617216","0.18259521073617216","0.18259521073617216"
"200","0.19134318833365774","0.19134318833365774","0.19134318833365774"
"201","0.17952486299353718","0.17952486299353718","0.17952486299353718"
"202","0.20051667406560694","0.20051667406560694","0.20051667406560694"
"203","0.17278864596071647","0.17278864596071647","0.17278864596071647"
"204","0.1712785870251491","0.1712785870251491","0.1712785870251491"
"205","0.1787913963030041","0.1787913963030041","0.1787913963030041"
"206","0.18717749424178637","0.18717749424178637","0.18717749424178637"
"207","0.18534150135415253","0.18534150135415253","0.18534150135415253"
"208","0.16968209699144535","0.16968209699144535","0.16968209699144535"
"209","0.18738629668146364","0.18738629668146364","0.18738629668146364"
"210","0.1532517568272938","0.1532517568272938","0.1532517568272938"
"211","0.17642706866813807","0.17642706866813807","0.17642706866813807"
"212","0.17254314892982828","0.17254314892982828","0.17254314892982828"
"213","0.16455796258476013","0.16455796258476013","0.16455796258476013"
"214","0.14921456510695658","0.14921456510695658","0.14921456510695658"
"215","0.16529250452074767","0.16529250452074767","0.16529250452074767"
"216","0.1564519325712833","0.1564519325712833","0.1564519325712833"
"217","0.15290865543469637","0.15290865543469637","0.15290865543469637"
"218","0.1655008318075693","0.1655008318075693","0.1655008318075693"
"219","0.15447908284391057","0.15447908284391057","0.15447908284391057"
"220","0.1552341878687094","0.1552341878687094","0.1552341878687094"
"221","0.1454209327142816","0.1454209327142816","0.1454209327142816"
"222","0.14984296514231127","0.14984296514231127","0.14984296514231127"
"223","0.17370918063829796","0.17370918063829796","0.17370918063829796"
"224","0.14913731944516156","0.14913731944516156","0.14913731944516156"
"225","0.1569896034243332","0.1569896034243332","0.1569896034243332"
"226","0.14724461050964863","0.14724461050964863","0.14724461050964863"
"227","0.15016267385613652","0.15016267385613652","0.15016267385613652"
"228","0.1699544327461519","0.1699544327461519","0.1699544327461519"
"229","0.14078942384918042","0.14078942384918042","0.14078942384918042"
"230","0.14777239433672903","0.14777239433672903","0.14777239433672903"
"231","0.14732006567884964","0.14732006567884964","0.14732006567884964"
"232","0.14283781692104167","0.14283781692104167","0.14283781692104167"
"233","0.1412962668294866","0.1412962668294866","0.1412962668294866"
"234","0.13576777515313374","0.13576777515313374","0.13576777515313374"
"235","0.14097368552367068","0.14097368552367068","0.14097368552367068"
"236","0.14163438558625896","0.14163438558625896","0.14163438558625896"
"237","0.13676173356836588","0.13676173356836588","0.13676173356836588"
"238","0.13348149584217198","0.13348149584217198","0.13348149584217198"
"239","0.1377963858426503","0.1377963858426503","0.1377963858426503"
"240","0.13582303594496561","0.13582303594496561","0.13582303594496561"
"241","0.13253555075783086","0.13253555075783086","0.13253555075783086"
"242","0.15553960779283943","0.15553960779283943","0.15553960779283943"
"243","0.1295231551633153","0.1295231551633153","0.1295231551633153"
"244","0.13209863621718707","0.13209863621718707","0.13209863621718707"
"245","0.14379287343900948","0.14379287343900948","0.14379287343900948"
"246","0.12669257059784242","0.12669257059784242","0.12669257059784242"
"247","0.13223430780594225","0.13223430780594225","0.13223430780594225"
"248","0.13608518736416506","0.13608518736416506","0.13608518736416506"
"249","0.1455169959475024","0.1455169959475024","0.1455169959475024"
"250","0.13803412523324493","0.13803412523324493","0.13803412523324493"
"251","0.13782572523967693","0.13782572523967693","0.13782572523967693"
"252","0.1298341897710452","0.1298341897710452","0.1298341897710452"
"253","0.12845073653830066","0.12845073653830066","0.12845073653830066"
"254","0.1268383727130243","0.1268383727130243","0.1268383727130243"
"255","0.131834054301539","0.131834054301539","0.131834054301539"
"256","0.12831526307524146","0.12831526307524146","0.12831526307524146"
"257","0.11723532775584755","0.11723532775584755","0.11723532775584755"
"258","0.12252491674752554","0.12252491674752554","0.12252491674752554"
"259","0.12004308825019469","0.12004308825019469","0.12004308825019469"
"260","0.12455050282233275","0.12455050282233275","0.12455050282233275"
"261","0.13596336839642112","0.13596336839642112","0.13596336839642112"
"262","0.1341650089106184","0.1341650089106184","0.1341650089106184"
"263","0.12193566081016928","0.12193566081016928","0.12193566081016928"
"264","0.11491424599533329","0.11491424599533329","0.11491424599533329"
"265","0.12335172973235459","0.12335172973235459","0.12335172973235459"
"266","0.12277934885917512","0.12277934885917512","0.12277934885917512"
"267","0.13746361093495865","0.13746361093495865","0.13746361093495865"
"268","0.12320115512579023","0.12320115512579023","0.12320115512579023"
"269","0.12710268166136038","0.12710268166136038","0.12710268166136038"
"270","0.10302132231317274","0.10302132231317274","0.10302132231317274"
"271","0.10966990531259134","0.10966990531259134","0.10966990531259134"
"272","0.13622828276331517","0.13622828276331517","0.13622828276331517"
"273","0.10494866232892533","0.10494866232892533","0.10494866232892533"
"274","0.12382303711647617","0.12382303711647617","0.12382303711647617"
"275","0.1157393001405733","0.1157393001405733","0.1157393001405733"
"276","0.1088001221876962","0.1088001221876962","0.1088001221876962"
"277","0.12228367781686791","0.12228367781686791","0.12228367781686791"
"278","0.10792445745182262","0.10792445745182262","0.10792445745182262"
"279","0.11283765031620534","0.11283765031620534","0.11283765031620534"
"280","0.11896511440502276","0.11896511440502276","0.11896511440502276"
"281","0.11763931985649795","0.11763931985649795","0.11763931985649795"
"282","0.13005060302396526","0.13005060302396526","0.13005060302396526"
"283","0.13051434623055935","0.13051434623055935","0.13051434623055935"
"284","0.10303595351714276","0.10303595351714276","0.10303595351714276"
"285","0.10502349245312718","0.10502349245312718","0.10502349245312718"
"286","0.11483281096403072","0.11483281096403072","0.11483281096403072"
"287","0.11409259527982347","0.11409259527982347","0.11409259527982347"
"288","0.11220488312386723","0.11220488312386723","0.11220488312386723"
"289","0.10487984299587057","0.10487984299587057","0.10487984299587057"
"290","0.10517887100734231","0.10517887100734231","0.10517887100734231"
"291","0.10779293896491714","0.10779293896491714","0.10779293896491714"
"292","0.10904342098774972","0.10904342098774972","0.10904342098774972"
"293","0.11614932588603404","0.11614932588603404","0.11614932588603404"
"294","0.10469912743610871","0.10469912743610871","0.10469912743610871"
"295","0.1059355861681492","0.1059355861681492","0.1059355861681492"
"296","0.09602234251678367","0.09602234251678367","0.09602234251678367"
"297","0.10375062793384239","0.10375062793384239","0.10375062793384239"
"298","0.1048507444500508","0.1048507444500508","0.1048507444500508"
"299","0.105954968291675","0.105954968291675","0.105954968291675"
"300","0.10936103428315945","0.10936103428315945","0.10936103428315945"
"301","0.10344195097195096","0.10344195097195096","0.10344195097195096"
"302","0.13519834658439409","0.13519834658439409","0.13519834658439409"
"303","0.11608724092563313","0.11608724092563313","0.11608724092563313"
"304","0.12043473865577825","0.12043473865577825","0.12043473865577825"
"305","0.11046895896772752","0.11046895896772752","0.11046895896772752"
"306","0.09968404772348931","0.09968404772348931","0.09968404772348931"
"307","0.11451809722234099","0.11451809722234099","0.11451809722234099"
"308","0.11932862858074185","0.11932862858074185","0.11932862858074185"
"309","0.08925574198544624","0.08925574198544624","0.08925574198544624"
"310","0.09715155841083903","0.09715155841083903","0.09715155841083903"
"311","0.10906142878016019","0.10906142878016019","0.10906142878016019"
"312","0.09847988185422916","0.09847988185422916","0.09847988185422916"
"313","0.09410333783586697","0.09410333783586697","0.09410333783586697"
"314","0.09278394094491588","0.09278394094491588","0.09278394094491588"
"315","0.0941573673464928","0.0941573673464928","0.0941573673464928"
"316","0.09047195135503265","0.09047195135503265","0.09047195135503265"
"317","0.09377085071770636","0.09377085071770636","0.09377085071770636"
"318","0.10969824606231712","0.10969824606231712","0.10969824606231712"
"319","0.0940464250301156","0.0940464250301156","0.0940464250301156"
"320","0.09826978568435277","0.09826978568435277","0.09826978568435277"
"321","0.11032162479648372","0.11032162479648372","0.11032162479648372"
"322","0.10316489084875241","0.10316489084875241","0.10316489084875241"
"323","0.1048154937349732","0.1048154937349732","0.1048154937349732"
"324","0.09584500217288737","0.09584500217288737","0.09584500217288737"
"325","0.10871324391600859","0.10871324391600859","0.10871324391600859"
"326","0.09616235369440268","0.09616235369440268","0.09616235369440268"
"327","0.11003655529374681","0.11003655529374681","0.11003655529374681"
"328","0.11007964392678773","0.11007964392678773","0.11007964392678773"
"329","0.10235312188861","0.10235312188861","0.10235312188861"
"330","0.08848574080932078","0.08848574080932078","0.08848574080932078"
"331","0.09130395688042796","0.09130395688042796","0.09130395688042796"
"332","0.09466264808811632","0.09466264808811632","0.09466264808811632"
"333","0.11569146490677662","0.11569146490677662","0.11569146490677662"
"334","0.1043322471828405","0.1043322471828405","0.1043322471828405"
"335","0.08701427629770463","0.08701427629770463","0.08701427629770463"
"336","0.10754543938315408","0.10754543938315408","0.10754543938315408"
"337","0.09242173959321522","0.09242173959321522","0.09242173959321522"
"338","0.10119054867371231","0.10119054867371231","0.10119054867371231"
"339","0.09983073924016538","0.09983073924016538","0.09983073924016538"
"340","0.09098816664676021","0.09098816664676021","0.09098816664676021"
"341","0.09417568060010359","0.09417568060010359","0.09417568060010359"
"342","0.09228934577711066","0.09228934577711066","0.09228934577711066"
"343","0.09060683071972672","0.09060683071972672","0.09060683071972672"
"344","0.1288708163792458","0.1288708163792458","0.1288708163792458"
"345","0.08518235694549614","0.08518235694549614","0.08518235694549614"
"346","0.08833990838384216","0.08833990838384216","0.08833990838384216"
"347","0.09491986590673557","0.09491986590673557","0.09491986590673557"
"348","0.09287876275950302","0.09287876275950302","0.09287876275950302"
"349","0.09414463939518938","0.09414463939518938","0.09414463939518938"
"350","0.08577168203583681","0.08577168203583681","0.08577168203583681"
"351","0.09703354971760311","0.09703354971760311","0.09703354971760311"
"352","0.08603521876267806","0.08603521876267806","0.08603521876267806"
"353","0.09508372724221148","0.09508372724221148","0.09508372724221148"
"354","0.08255333118569007","0.08255333118569007","0.08255333118569007"
"355","0.10553599210444825","0.10553599210444825","0.10553599210444825"
"356","0.08466062680459861","0.08466062680459861","0.08466062680459861"
"357","0.08030875034483348","0.08030875034483348","0.08030875034483348"
"358","0.0963031425227718","0.0963031425227718","0.0963031425227718"
"359","0.09529857139827935","0.09529857139827935","0.09529857139827935"
"360","0.09850333613459922","0.09850333613459922","0.09850333613459922"
"361","0.08568538625380763","0.08568538625380763","0.08568538625380763"
"362","0.0883588231697492","0.0883588231697492","0.0883588231697492"
"363","0.10477644216709459","0.10477644216709459","0.10477644216709459"
"364","0.08923086411249966","0.08923086411249966","0.08923086411249966"
"365","0.08815688764887038","0.08815688764887038","0.08815688764887038"
"366","0.10341908706853477","0.10341908706853477","0.10341908706853477"
"367","0.08353974074958069","0.08353974074958069","0.08353974074958069"
"368","0.08086727396050165","0.08086727396050165","0.08086727396050165"
"369","0.09725536937302183","0.09725536937302183","0.09725536937302183"
"370","0.08254736862715821","0.08254736862715821","0.08254736862715821"
"371","0.08438255994660704","0.08438255994660704","0.08438255994660704"
"372","0.091941143650868","0.091941143650868","0.091941143650868"
"373","0.08213898783869292","0.08213898783869292","0.08213898783869292"
"374","0.08383977458056992","0.08383977458056992","0.08383977458056992"
"375","0.08539335691587162","0.08539335691587162","0.08539335691587162"
"376","0.08723306364700774","0.08723306364700774","0.08723306364700774"
"377","0.08516292921503343","0.08516292921503343","0.08516292921503343"
"378","0.0827697294748335","0.0827697294748335","0.0827697294748335"
"379","0.09943083068508726","0.09943083068508726","0.09943083068508726"
"380","0.09190375822217642","0.09190375822217642","0.09190375822217642"
"381","0.08099231378027234","0.08099231378027234","0.08099231378027234"
"382","0.08511203003917946","0.08511203003917946","0.08511203003917946"
"383","0.07662769335366067","0.07662769335366067","0.07662769335366067"
"384","0.09054867780713245","0.09054867780713245","0.09054867780713245"
"385","0.08324683705228327","0.08324683705228327","0.08324683705228327"
"386","0.09941224161755308","0.09941224161755308","0.09941224161755308"
"387","0.08843923592121268","0.08843923592121268","0.08843923592121268"
"388","0.08176510296750861","0.08176510296750861","0.08176510296750861"
"389","0.07790011880227853","0.07790011880227853","0.07790011880227853"
"390","0.0739810835018768","0.0739810835018768","0.0739810835018768"
"391","0.0819813538628394","0.0819813538628394","0.0819813538628394"
"392","0.08400145283434908","0.08400145283434908","0.08400145283434908"
"393","0.09574988962032459","0.09574988962032459","0.09574988962032459"
"394","0.08160528213736586","0.08160528213736586","0.08160528213736586"
"395","0.09033630212423403","0.09033630212423403","0.09033630212423403"
"396","0.08868827322482199","0.08868827322482199","0.08868827322482199"
"397","0.0762746262972011","0.0762746262972011","0.0762746262972011"
"398","0.09080773326039156","0.09080773326039156","0.09080773326039156"
"399","0.09569898743421631","0.09569898743421631","0.09569898743421631"
"400","0.09269722001629929","0.09269722001629929","0.09269722001629929"
"401","0.08379718373591126","0.08379718373591126","0.08379718373591126"
"402","0.07824590742366731","0.07824590742366731","0.07824590742366731"
"403","0.08792570345960822","0.08792570345960822","0.08792570345960822"
"404","0.08555114678758721","0.08555114678758721","0.08555114678758721"
"405","0.08287843395530206","0.08287843395530206","0.08287843395530206"
"406","0.09241564013865702","0.09241564013865702","0.09241564013865702"
"407","0.08273544574686946","0.08273544574686946","0.08273544574686946"
"408","0.0892619649440212","0.0892619649440212","0.0892619649440212"
"409","0.07820342775028055","0.07820342775028055","0.07820342775028055"
"410","0.08434678710456586","0.08434678710456586","0.08434678710456586"
"411","0.08299152639510225","0.08299152639510225","0.08299152639510225"
"412","0.07349558402704065","0.07349558402704065","0.07349558402704065"
"413","0.08326755756232501","0.08326755756232501","0.08326755756232501"
"414","0.08048158722271259","0.08048158722271259","0.08048158722271259"
"415","0.07327254052125352","0.07327254052125352","0.07327254052125352"
"416","0.0814656163339736","0.0814656163339736","0.0814656163339736"
"417","0.07767898611401094","0.07767898611401094","0.07767898611401094"
"418","0.07615450430889846","0.07615450430889846","0.07615450430889846"
"419","0.08436636662434911","0.08436636662434911","0.08436636662434911"
"420","0.06921558122034259","0.06921558122034259","0.06921558122034259"
"421","0.08013866287682221","0.08013866287682221","0.08013866287682221"
"422","0.07912281167100166","0.07912281167100166","0.07912281167100166"
"423","0.07302907067210843","0.07302907067210843","0.07302907067210843"
"424","0.07863748772352028","0.07863748772352028","0.07863748772352028"
"425","0.07921666184855713","0.07921666184855713","0.07921666184855713"
"426","0.079425118264249","0.079425118264249","0.079425118264249"
"427","0.0636133794395173","0.0636133794395173","0.0636133794395173"
"428","0.07147121942703506","0.07147121942703506","0.07147121942703506"
"429","0.07387766580067813","0.07387766580067813","0.07387766580067813"
"430","0.08112886420218449","0.08112886420218449","0.08112886420218449"
"431","0.08615642582309989","0.08615642582309989","0.08615642582309989"
"432","0.0846908810566336","0.0846908810566336","0.0846908810566336"
"433","0.07580181607716141","0.07580181607716141","0.07580181607716141"
"434","0.07574303902689943","0.07574303902689943","0.07574303902689943"
"435","0.07982976164729211","0.07982976164729211","0.07982976164729211"
"436","0.06749458687436996","0.06749458687436996","0.06749458687436996"
"437","0.0752715185273605","0.0752715185273605","0.0752715185273605"
"438","0.08692570442450416","0.08692570442450416","0.08692570442450416"
"439","0.09558626855365479","0.09558626855365479","0.09558626855365479"
"440","0.07692376474154816","0.07692376474154816","0.07692376474154816"
"441","0.07427484687493441","0.07427484687493441","0.07427484687493441"
"442","0.08380441048896241","0.08380441048896241","0.08380441048896241"
"443","0.07031051501875532","0.07031051501875532","0.07031051501875532"
"444","0.08404350925701752","0.08404350925701752","0.08404350925701752"
"445","0.076825714944106","0.076825714944106","0.076825714944106"
