"Step","DRWKV6-halfcheetah-medium-v2-164a01ff - train_loss","DRWKV6-halfcheetah-medium-v2-164a01ff - train_loss__MIN","DRWKV6-halfcheetah-medium-v2-164a01ff - train_loss__MAX"
"70","0.5469186382980717","0.5469186382980717","0.5469186382980717"
"71","0.5516285464708245","0.5516285464708245","0.5516285464708245"
"72","0.5203256463772115","0.5203256463772115","0.5203256463772115"
"73","0.536990725889671","0.536990725889671","0.536990725889671"
"74","0.5093682743022779","0.5093682743022779","0.5093682743022779"
"75","0.5174613887552905","0.5174613887552905","0.5174613887552905"
"76","0.5180474916310527","0.5180474916310527","0.5180474916310527"
"77","0.4945169748955748","0.4945169748955748","0.4945169748955748"
"78","0.5196382531123981","0.5196382531123981","0.5196382531123981"
"79","0.5120110274357007","0.5120110274357007","0.5120110274357007"
"80","0.4964248877225284","0.4964248877225284","0.4964248877225284"
"81","0.5031853055393819","0.5031853055393819","0.5031853055393819"
"82","0.5002299310759636","0.5002299310759636","0.5002299310759636"
"83","0.48620963233110875","0.48620963233110875","0.48620963233110875"
"84","0.4840226964120233","0.4840226964120233","0.4840226964120233"
"85","0.4882520938245798","0.4882520938245798","0.4882520938245798"
"86","0.48696430596868884","0.48696430596868884","0.48696430596868884"
"87","0.4813474973032219","0.4813474973032219","0.4813474973032219"
"88","0.46276357647513594","0.46276357647513594","0.46276357647513594"
"89","0.4681440406939283","0.4681440406939283","0.4681440406939283"
"90","0.46298647531565107","0.46298647531565107","0.46298647531565107"
"91","0.45936494617378876","0.45936494617378876","0.45936494617378876"
"92","0.46239505384690754","0.46239505384690754","0.46239505384690754"
"93","0.4608178197405889","0.4608178197405889","0.4608178197405889"
"94","0.45455743254915965","0.45455743254915965","0.45455743254915965"
"95","0.42497500600944826","0.42497500600944826","0.42497500600944826"
"96","0.4325086801332766","0.4325086801332766","0.4325086801332766"
"97","0.4327744139012664","0.4327744139012664","0.4327744139012664"
"98","0.4198745392892883","0.4198745392892883","0.4198745392892883"
"99","0.4237865990884579","0.4237865990884579","0.4237865990884579"
"100","0.42009679102810366","0.42009679102810366","0.42009679102810366"
"101","0.42167441568910363","0.42167441568910363","0.42167441568910363"
"102","0.4110760946872057","0.4110760946872057","0.4110760946872057"
"103","0.405587892268431","0.405587892268431","0.405587892268431"
"104","0.4087982581536105","0.4087982581536105","0.4087982581536105"
"105","0.393612642353887","0.393612642353887","0.393612642353887"
"106","0.3997863475581446","0.3997863475581446","0.3997863475581446"
"107","0.3874672712352865","0.3874672712352865","0.3874672712352865"
"108","0.37837981406112114","0.37837981406112114","0.37837981406112114"
"109","0.38730562426295767","0.38730562426295767","0.38730562426295767"
"110","0.3739662823591049","0.3739662823591049","0.3739662823591049"
"111","0.3728302132046783","0.3728302132046783","0.3728302132046783"
"112","0.35867939389217096","0.35867939389217096","0.35867939389217096"
"113","0.37236740546235236","0.37236740546235236","0.37236740546235236"
"114","0.37257782439189746","0.37257782439189746","0.37257782439189746"
"115","0.3751903658299937","0.3751903658299937","0.3751903658299937"
"116","0.34814862978475086","0.34814862978475086","0.34814862978475086"
"117","0.3568849124992994","0.3568849124992994","0.3568849124992994"
"118","0.3492334926300265","0.3492334926300265","0.3492334926300265"
"119","0.3436062601417939","0.3436062601417939","0.3436062601417939"
"120","0.3483414695470427","0.3483414695470427","0.3483414695470427"
"121","0.33164530008713383","0.33164530008713383","0.33164530008713383"
"122","0.3421963772010541","0.3421963772010541","0.3421963772010541"
"123","0.3347802863921285","0.3347802863921285","0.3347802863921285"
"124","0.31668712526912146","0.31668712526912146","0.31668712526912146"
"125","0.32791844641728385","0.32791844641728385","0.32791844641728385"
"126","0.32074391416882697","0.32074391416882697","0.32074391416882697"
"127","0.3304353336619123","0.3304353336619123","0.3304353336619123"
"128","0.3045822175825283","0.3045822175825283","0.3045822175825283"
"129","0.30483713056021694","0.30483713056021694","0.30483713056021694"
"130","0.29351354539032004","0.29351354539032004","0.29351354539032004"
"131","0.2921955022092024","0.2921955022092024","0.2921955022092024"
"132","0.295162195738185","0.295162195738185","0.295162195738185"
"133","0.3004044911021775","0.3004044911021775","0.3004044911021775"
"134","0.2854018785107992","0.2854018785107992","0.2854018785107992"
"135","0.28484822706701873","0.28484822706701873","0.28484822706701873"
"136","0.28625166509220923","0.28625166509220923","0.28625166509220923"
"137","0.3018475105078803","0.3018475105078803","0.3018475105078803"
"138","0.267098535955411","0.267098535955411","0.267098535955411"
"139","0.28939147817278055","0.28939147817278055","0.28939147817278055"
"140","0.27050817222200246","0.27050817222200246","0.27050817222200246"
"141","0.26866570017595554","0.26866570017595554","0.26866570017595554"
"142","0.2804633190572962","0.2804633190572962","0.2804633190572962"
"143","0.2514189357082942","0.2514189357082942","0.2514189357082942"
"144","0.2555300809881009","0.2555300809881009","0.2555300809881009"
"145","0.25882586140499475","0.25882586140499475","0.25882586140499475"
"146","0.2601480277051793","0.2601480277051793","0.2601480277051793"
"147","0.2537784607640102","0.2537784607640102","0.2537784607640102"
"148","0.25690600634497973","0.25690600634497973","0.25690600634497973"
"149","0.2513860721723745","0.2513860721723745","0.2513860721723745"
"150","0.2447505899246115","0.2447505899246115","0.2447505899246115"
"151","0.23267866770239284","0.23267866770239284","0.23267866770239284"
"152","0.23840404565176954","0.23840404565176954","0.23840404565176954"
"153","0.23053189836121796","0.23053189836121796","0.23053189836121796"
"154","0.24602713701879456","0.24602713701879456","0.24602713701879456"
"155","0.24377148018170763","0.24377148018170763","0.24377148018170763"
"156","0.2361749015659107","0.2361749015659107","0.2361749015659107"
"157","0.23399197959032528","0.23399197959032528","0.23399197959032528"
"158","0.22579103633019681","0.22579103633019681","0.22579103633019681"
"159","0.21965183684408338","0.21965183684408338","0.21965183684408338"
"160","0.22213494171292408","0.22213494171292408","0.22213494171292408"
"161","0.22160924750748967","0.22160924750748967","0.22160924750748967"
"162","0.22240561458653482","0.22240561458653482","0.22240561458653482"
"163","0.20803699041367146","0.20803699041367146","0.20803699041367146"
"164","0.21476592146101828","0.21476592146101828","0.21476592146101828"
"165","0.2212532452237236","0.2212532452237236","0.2212532452237236"
"166","0.2047336777412301","0.2047336777412301","0.2047336777412301"
"167","0.21755510922106414","0.21755510922106414","0.21755510922106414"
"168","0.20865216271743647","0.20865216271743647","0.20865216271743647"
"169","0.2067372895684953","0.2067372895684953","0.2067372895684953"
"170","0.1884318080682612","0.1884318080682612","0.1884318080682612"
"171","0.20019817792464206","0.20019817792464206","0.20019817792464206"
"172","0.20318687709634112","0.20318687709634112","0.20318687709634112"
"173","0.19752272280487645","0.19752272280487645","0.19752272280487645"
"174","0.19951411433369243","0.19951411433369243","0.19951411433369243"
"175","0.17747633292975667","0.17747633292975667","0.17747633292975667"
"176","0.20168211564490027","0.20168211564490027","0.20168211564490027"
"177","0.20001931823796928","0.20001931823796928","0.20001931823796928"
"178","0.18211292522189929","0.18211292522189929","0.18211292522189929"
"179","0.178850983092651","0.178850983092651","0.178850983092651"
"180","0.18055725825598049","0.18055725825598049","0.18055725825598049"
"181","0.1844206331309923","0.1844206331309923","0.1844206331309923"
"182","0.1813462864040166","0.1813462864040166","0.1813462864040166"
"183","0.18530983085165295","0.18530983085165295","0.18530983085165295"
"184","0.18797734437720207","0.18797734437720207","0.18797734437720207"
"185","0.184420678858354","0.184420678858354","0.184420678858354"
"186","0.18143042215819674","0.18143042215819674","0.18143042215819674"
"187","0.16831214955897641","0.16831214955897641","0.16831214955897641"
"188","0.18528606924470545","0.18528606924470545","0.18528606924470545"
"189","0.17550113952563273","0.17550113952563273","0.17550113952563273"
"190","0.1673977498435547","0.1673977498435547","0.1673977498435547"
"191","0.1688404808541445","0.1688404808541445","0.1688404808541445"
"192","0.16150701947996537","0.16150701947996537","0.16150701947996537"
"193","0.16962159071493474","0.16962159071493474","0.16962159071493474"
"194","0.16400629676042933","0.16400629676042933","0.16400629676042933"
"195","0.1628514028598982","0.1628514028598982","0.1628514028598982"
"196","0.169956662944102","0.169956662944102","0.169956662944102"
"197","0.16108732545962515","0.16108732545962515","0.16108732545962515"
"198","0.15408012067409854","0.15408012067409854","0.15408012067409854"
"199","0.15983571344389527","0.15983571344389527","0.15983571344389527"
"200","0.14347179389412504","0.14347179389412504","0.14347179389412504"
"201","0.15363234853912716","0.15363234853912716","0.15363234853912716"
"202","0.16052089192628913","0.16052089192628913","0.16052089192628913"
"203","0.14732523379646506","0.14732523379646506","0.14732523379646506"
"204","0.16059263205812752","0.16059263205812752","0.16059263205812752"
"205","0.15998834256713673","0.15998834256713673","0.15998834256713673"
"206","0.1576836744437641","0.1576836744437641","0.1576836744437641"
"207","0.14034635718756397","0.14034635718756397","0.14034635718756397"
"208","0.14600846702881426","0.14600846702881426","0.14600846702881426"
"209","0.14113374414955537","0.14113374414955537","0.14113374414955537"
"210","0.14429825105631044","0.14429825105631044","0.14429825105631044"
"211","0.1375151562570886","0.1375151562570886","0.1375151562570886"
"212","0.1407528379539586","0.1407528379539586","0.1407528379539586"
"213","0.14099542265908133","0.14099542265908133","0.14099542265908133"
"214","0.1365910539289632","0.1365910539289632","0.1365910539289632"
"215","0.13968585103523842","0.13968585103523842","0.13968585103523842"
"216","0.13168452420500446","0.13168452420500446","0.13168452420500446"
"217","0.1439931352392767","0.1439931352392767","0.1439931352392767"
"218","0.13295368007598626","0.13295368007598626","0.13295368007598626"
"219","0.13645043119701988","0.13645043119701988","0.13645043119701988"
"220","0.1285398234767145","0.1285398234767145","0.1285398234767145"
"221","0.12064880062061786","0.12064880062061786","0.12064880062061786"
"222","0.13038938739343478","0.13038938739343478","0.13038938739343478"
"223","0.14595990183324478","0.14595990183324478","0.14595990183324478"
"224","0.1428427608314084","0.1428427608314084","0.1428427608314084"
"225","0.12505603398736037","0.12505603398736037","0.12505603398736037"
"226","0.13000410299641896","0.13000410299641896","0.13000410299641896"
"227","0.13275629175058384","0.13275629175058384","0.13275629175058384"
"228","0.13877745643200448","0.13877745643200448","0.13877745643200448"
"229","0.12377185015970461","0.12377185015970461","0.12377185015970461"
"230","0.12463263417401607","0.12463263417401607","0.12463263417401607"
"231","0.1331749271562808","0.1331749271562808","0.1331749271562808"
"232","0.13026409057440677","0.13026409057440677","0.13026409057440677"
"233","0.13696238700331212","0.13696238700331212","0.13696238700331212"
"234","0.12189107685857178","0.12189107685857178","0.12189107685857178"
"235","0.13661419377640027","0.13661419377640027","0.13661419377640027"
"236","0.1267714301597378","0.1267714301597378","0.1267714301597378"
"237","0.11988241861039987","0.11988241861039987","0.11988241861039987"
"238","0.12909661584434537","0.12909661584434537","0.12909661584434537"
"239","0.13396843758976873","0.13396843758976873","0.13396843758976873"
"240","0.14016766651433132","0.14016766651433132","0.14016766651433132"
"241","0.12258227197984914","0.12258227197984914","0.12258227197984914"
"242","0.11578441555687323","0.11578441555687323","0.11578441555687323"
"243","0.12004323467230395","0.12004323467230395","0.12004323467230395"
"244","0.12778844785895876","0.12778844785895876","0.12778844785895876"
"245","0.11415117390646115","0.11415117390646115","0.11415117390646115"
"246","0.12378399591552429","0.12378399591552429","0.12378399591552429"
"247","0.11550400455336775","0.11550400455336775","0.11550400455336775"
"248","0.1308231493799252","0.1308231493799252","0.1308231493799252"
"249","0.1136884053407916","0.1136884053407916","0.1136884053407916"
"250","0.12323784395098743","0.12323784395098743","0.12323784395098743"
"251","0.12124171484535902","0.12124171484535902","0.12124171484535902"
"252","0.1380481047965943","0.1380481047965943","0.1380481047965943"
"253","0.13015130563140956","0.13015130563140956","0.13015130563140956"
"254","0.13097351826417214","0.13097351826417214","0.13097351826417214"
"255","0.11880729716369359","0.11880729716369359","0.11880729716369359"
"256","0.11080420074358077","0.11080420074358077","0.11080420074358077"
"257","0.12641029861802175","0.12641029861802175","0.12641029861802175"
"258","0.11796677368173","0.11796677368173","0.11796677368173"
"259","0.1160878051814126","0.1160878051814126","0.1160878051814126"
"260","0.11017059358549615","0.11017059358549615","0.11017059358549615"
"261","0.1149300596239824","0.1149300596239824","0.1149300596239824"
"262","0.10241271429251365","0.10241271429251365","0.10241271429251365"
"263","0.10955141051551512","0.10955141051551512","0.10955141051551512"
"264","0.11079904637250071","0.11079904637250071","0.11079904637250071"
"265","0.1111713923841625","0.1111713923841625","0.1111713923841625"
"266","0.11451507574422906","0.11451507574422906","0.11451507574422906"
"267","0.11126091689804816","0.11126091689804816","0.11126091689804816"
"268","0.1246219558537202","0.1246219558537202","0.1246219558537202"
"269","0.10251147364368553","0.10251147364368553","0.10251147364368553"
"270","0.1096879656048614","0.1096879656048614","0.1096879656048614"
"271","0.11073742264891463","0.11073742264891463","0.11073742264891463"
"272","0.10677927840627899","0.10677927840627899","0.10677927840627899"
"273","0.10093106571009222","0.10093106571009222","0.10093106571009222"
"274","0.10837313390182018","0.10837313390182018","0.10837313390182018"
"275","0.10572813957684818","0.10572813957684818","0.10572813957684818"
"276","0.10186690125221837","0.10186690125221837","0.10186690125221837"
"277","0.10729853600439093","0.10729853600439093","0.10729853600439093"
"278","0.10413103600009646","0.10413103600009646","0.10413103600009646"
"279","0.11063829352281651","0.11063829352281651","0.11063829352281651"
"280","0.10404357604028174","0.10404357604028174","0.10404357604028174"
"281","0.10606110839939491","0.10606110839939491","0.10606110839939491"
"282","0.10649322711188969","0.10649322711188969","0.10649322711188969"
"283","0.11555186401196002","0.11555186401196002","0.11555186401196002"
"284","0.11316874923213348","0.11316874923213348","0.11316874923213348"
"285","0.1087144381763538","0.1087144381763538","0.1087144381763538"
"286","0.09726932449782076","0.09726932449782076","0.09726932449782076"
"287","0.11620695684465808","0.11620695684465808","0.11620695684465808"
"288","0.11300942627591971","0.11300942627591971","0.11300942627591971"
"289","0.10613281233252829","0.10613281233252829","0.10613281233252829"
"290","0.10330821631495214","0.10330821631495214","0.10330821631495214"
"291","0.09577911934474667","0.09577911934474667","0.09577911934474667"
"292","0.09480824679722909","0.09480824679722909","0.09480824679722909"
"293","0.09212278125783101","0.09212278125783101","0.09212278125783101"
"294","0.09824189942474011","0.09824189942474011","0.09824189942474011"
"295","0.10756944444165235","0.10756944444165235","0.10756944444165235"
"296","0.10889167745500258","0.10889167745500258","0.10889167745500258"
"297","0.08668410037176687","0.08668410037176687","0.08668410037176687"
"298","0.0936692507378611","0.0936692507378611","0.0936692507378611"
"299","0.09770133926814432","0.09770133926814432","0.09770133926814432"
"300","0.0937874360382275","0.0937874360382275","0.0937874360382275"
"301","0.08430098306164872","0.08430098306164872","0.08430098306164872"
"302","0.09544123784824186","0.09544123784824186","0.09544123784824186"
"303","0.10463422445553928","0.10463422445553928","0.10463422445553928"
"304","0.09633051499331495","0.09633051499331495","0.09633051499331495"
"305","0.08465957241674744","0.08465957241674744","0.08465957241674744"
"306","0.10359653695353166","0.10359653695353166","0.10359653695353166"
"307","0.08908365480654537","0.08908365480654537","0.08908365480654537"
"308","0.10593657268053103","0.10593657268053103","0.10593657268053103"
"309","0.08983132756089654","0.08983132756089654","0.08983132756089654"
"310","0.08361607669270506","0.08361607669270506","0.08361607669270506"
"311","0.09578231405235958","0.09578231405235958","0.09578231405235958"
"312","0.08525836029461163","0.08525836029461163","0.08525836029461163"
"313","0.09310289597238226","0.09310289597238226","0.09310289597238226"
"314","0.08953010777580861","0.08953010777580861","0.08953010777580861"
"315","0.08985415357755144","0.08985415357755144","0.08985415357755144"
"316","0.1013427305736568","0.1013427305736568","0.1013427305736568"
"317","0.09222309740092924","0.09222309740092924","0.09222309740092924"
"318","0.10216844711960958","0.10216844711960958","0.10216844711960958"
"319","0.1048712314445467","0.1048712314445467","0.1048712314445467"
"320","0.10511220654010786","0.10511220654010786","0.10511220654010786"
"321","0.0913777706791046","0.0913777706791046","0.0913777706791046"
"322","0.08294994272016008","0.08294994272016008","0.08294994272016008"
"323","0.10263925395284884","0.10263925395284884","0.10263925395284884"
"324","0.09240604083379511","0.09240604083379511","0.09240604083379511"
"325","0.0926770888598191","0.0926770888598191","0.0926770888598191"
"326","0.0866158238952044","0.0866158238952044","0.0866158238952044"
"327","0.09120120192433678","0.09120120192433678","0.09120120192433678"
"328","0.09864263297103613","0.09864263297103613","0.09864263297103613"
"329","0.08751783484120201","0.08751783484120201","0.08751783484120201"
"330","0.0809744957867565","0.0809744957867565","0.0809744957867565"
"331","0.09276470181380028","0.09276470181380028","0.09276470181380028"
"332","0.08395619739025356","0.08395619739025356","0.08395619739025356"
"333","0.09165747532415225","0.09165747532415225","0.09165747532415225"
"334","0.07779377371078328","0.07779377371078328","0.07779377371078328"
"335","0.09458685052958855","0.09458685052958855","0.09458685052958855"
"336","0.08238530375792034","0.08238530375792034","0.08238530375792034"
"337","0.10043651158370047","0.10043651158370047","0.10043651158370047"
"338","0.09256921785464597","0.09256921785464597","0.09256921785464597"
"339","0.08750969668743226","0.08750969668743226","0.08750969668743226"
"340","0.09511605625533498","0.09511605625533498","0.09511605625533498"
"341","0.08796235516952396","0.08796235516952396","0.08796235516952396"
"342","0.10371423288267062","0.10371423288267062","0.10371423288267062"
"343","0.09884905334739713","0.09884905334739713","0.09884905334739713"
"344","0.08341045146510616","0.08341045146510616","0.08341045146510616"
"345","0.08571029759623981","0.08571029759623981","0.08571029759623981"
"346","0.08238097410572234","0.08238097410572234","0.08238097410572234"
"347","0.09704565377189829","0.09704565377189829","0.09704565377189829"
"348","0.09127842526950938","0.09127842526950938","0.09127842526950938"
"349","0.08589714548767569","0.08589714548767569","0.08589714548767569"
"350","0.08713882098456288","0.08713882098456288","0.08713882098456288"
"351","0.08281410984038172","0.08281410984038172","0.08281410984038172"
"352","0.09081513596949123","0.09081513596949123","0.09081513596949123"
"353","0.0825456547235355","0.0825456547235355","0.0825456547235355"
"354","0.08336392143066611","0.08336392143066611","0.08336392143066611"
"355","0.0909696491373498","0.0909696491373498","0.0909696491373498"
"356","0.0896911522456058","0.0896911522456058","0.0896911522456058"
"357","0.09576316882126207","0.09576316882126207","0.09576316882126207"
"358","0.08747388885200062","0.08747388885200062","0.08747388885200062"
"359","0.08348658958107762","0.08348658958107762","0.08348658958107762"
"360","0.09183732465331666","0.09183732465331666","0.09183732465331666"
"361","0.10529272740410907","0.10529272740410907","0.10529272740410907"
"362","0.09025623829641866","0.09025623829641866","0.09025623829641866"
"363","0.08233008442213248","0.08233008442213248","0.08233008442213248"
"364","0.08225470628734717","0.08225470628734717","0.08225470628734717"
"365","0.08546364506423695","0.08546364506423695","0.08546364506423695"
"366","0.08798896031383206","0.08798896031383206","0.08798896031383206"
"367","0.08203725768881967","0.08203725768881967","0.08203725768881967"
"368","0.09187889577782749","0.09187889577782749","0.09187889577782749"
"369","0.08580713081374994","0.08580713081374994","0.08580713081374994"
"370","0.08038333841971197","0.08038333841971197","0.08038333841971197"
"371","0.07975828603141538","0.07975828603141538","0.07975828603141538"
"372","0.07988568125901727","0.07988568125901727","0.07988568125901727"
"373","0.07957342114131524","0.07957342114131524","0.07957342114131524"
"374","0.08011106391387304","0.08011106391387304","0.08011106391387304"
"375","0.0825840329524639","0.0825840329524639","0.0825840329524639"
"376","0.08049506083596997","0.08049506083596997","0.08049506083596997"
"377","0.07906740983528755","0.07906740983528755","0.07906740983528755"
"378","0.0778324640147666","0.0778324640147666","0.0778324640147666"
"379","0.08040512935690443","0.08040512935690443","0.08040512935690443"
"380","0.0734790652934214","0.0734790652934214","0.0734790652934214"
"381","0.07257008247641294","0.07257008247641294","0.07257008247641294"
"382","0.0794899386746463","0.0794899386746463","0.0794899386746463"
"383","0.0832556547093417","0.0832556547093417","0.0832556547093417"
"384","0.07641318666522266","0.07641318666522266","0.07641318666522266"
"385","0.07854700795146288","0.07854700795146288","0.07854700795146288"
"386","0.08293555324142728","0.08293555324142728","0.08293555324142728"
"387","0.08505299234429539","0.08505299234429539","0.08505299234429539"
"388","0.07538270997602577","0.07538270997602577","0.07538270997602577"
"389","0.07316907405461874","0.07316907405461874","0.07316907405461874"
"390","0.0719185844315021","0.0719185844315021","0.0719185844315021"
"391","0.07422841302796289","0.07422841302796289","0.07422841302796289"
"392","0.07904336251064044","0.07904336251064044","0.07904336251064044"
"393","0.08088112732335256","0.08088112732335256","0.08088112732335256"
"394","0.0761562171231931","0.0761562171231931","0.0761562171231931"
"395","0.07210740361592322","0.07210740361592322","0.07210740361592322"
"396","0.07583084865404285","0.07583084865404285","0.07583084865404285"
"397","0.08732885376370222","0.08732885376370222","0.08732885376370222"
"398","0.08209106552345967","0.08209106552345967","0.08209106552345967"
"399","0.08903766353463789","0.08903766353463789","0.08903766353463789"
"400","0.08278771907287404","0.08278771907287404","0.08278771907287404"
"401","0.07779994286607585","0.07779994286607585","0.07779994286607585"
"402","0.06887932804519471","0.06887932804519471","0.06887932804519471"
"403","0.07995083425967582","0.07995083425967582","0.07995083425967582"
"404","0.08153549101582268","0.08153549101582268","0.08153549101582268"
"405","0.07464783203863387","0.07464783203863387","0.07464783203863387"
"406","0.07382553846654175","0.07382553846654175","0.07382553846654175"
"407","0.0833826406073405","0.0833826406073405","0.0833826406073405"
"408","0.08072422299183532","0.08072422299183532","0.08072422299183532"
"409","0.07645218832111693","0.07645218832111693","0.07645218832111693"
"410","0.075850073928973","0.075850073928973","0.075850073928973"
"411","0.07494137975174309","0.07494137975174309","0.07494137975174309"
"412","0.07309936587709759","0.07309936587709759","0.07309936587709759"
"413","0.06929116965535158","0.06929116965535158","0.06929116965535158"
"414","0.09033298913441318","0.09033298913441318","0.09033298913441318"
"415","0.08021626941545659","0.08021626941545659","0.08021626941545659"
"416","0.08175838682160472","0.08175838682160472","0.08175838682160472"
"417","0.0785664895836888","0.0785664895836888","0.0785664895836888"
"418","0.07871449275873679","0.07871449275873679","0.07871449275873679"
"419","0.07733425541454625","0.07733425541454625","0.07733425541454625"
"420","0.0678732417199462","0.0678732417199462","0.0678732417199462"
"421","0.06170924712654227","0.06170924712654227","0.06170924712654227"
"422","0.07403373775139882","0.07403373775139882","0.07403373775139882"
"423","0.06755387327243059","0.06755387327243059","0.06755387327243059"
"424","0.07614114343726365","0.07614114343726365","0.07614114343726365"
"425","0.08594427022571408","0.08594427022571408","0.08594427022571408"
"426","0.07495273279432188","0.07495273279432188","0.07495273279432188"
"427","0.07297539769675243","0.07297539769675243","0.07297539769675243"
"428","0.07757104925671456","0.07757104925671456","0.07757104925671456"
"429","0.07831106768637579","0.07831106768637579","0.07831106768637579"
"430","0.07399950097990633","0.07399950097990633","0.07399950097990633"
"431","0.08359378257205269","0.08359378257205269","0.08359378257205269"
"432","0.07075858570357117","0.07075858570357117","0.07075858570357117"
"433","0.0745969460680048","0.0745969460680048","0.0745969460680048"
"434","0.07775664653220936","0.07775664653220936","0.07775664653220936"
"435","0.06974911529624922","0.06974911529624922","0.06974911529624922"
"436","0.07316644544205951","0.07316644544205951","0.07316644544205951"
"437","0.07694008741816344","0.07694008741816344","0.07694008741816344"
"438","0.06605705618179757","0.06605705618179757","0.06605705618179757"
"439","0.08033652688793165","0.08033652688793165","0.08033652688793165"
"440","0.06999981965968176","0.06999981965968176","0.06999981965968176"
"441","0.07324818552752248","0.07324818552752248","0.07324818552752248"
"442","0.07299390364848118","0.07299390364848118","0.07299390364848118"
"443","0.0776099170433933","0.0776099170433933","0.0776099170433933"
"444","0.06989533618180914","0.06989533618180914","0.06989533618180914"
"445","0.06806271136087072","0.06806271136087072","0.06806271136087072"
