"Step","DRWKV6-halfcheetah-medium-v2-7d370c1b - train_loss","DRWKV6-halfcheetah-medium-v2-7d370c1b - train_loss__MIN","DRWKV6-halfcheetah-medium-v2-7d370c1b - train_loss__MAX"
"109","0.43405515994317","0.43405515994317","0.43405515994317"
"110","0.415599961850443","0.415599961850443","0.415599961850443"
"111","0.429119926604672","0.429119926604672","0.429119926604672"
"112","0.41423534036546383","0.41423534036546383","0.41423534036546383"
"113","0.42860413150860766","0.42860413150860766","0.42860413150860766"
"114","0.41079529158103073","0.41079529158103073","0.41079529158103073"
"115","0.4058558475564816","0.4058558475564816","0.4058558475564816"
"116","0.4002961445233133","0.4002961445233133","0.4002961445233133"
"117","0.39841655347480975","0.39841655347480975","0.39841655347480975"
"118","0.39914559698942786","0.39914559698942786","0.39914559698942786"
"119","0.3932020177974577","0.3932020177974577","0.3932020177974577"
"120","0.3933999446964506","0.3933999446964506","0.3933999446964506"
"121","0.3806032371088165","0.3806032371088165","0.3806032371088165"
"122","0.356911970111479","0.356911970111479","0.356911970111479"
"123","0.3788276225481664","0.3788276225481664","0.3788276225481664"
"124","0.3691482032010873","0.3691482032010873","0.3691482032010873"
"125","0.36921329136867675","0.36921329136867675","0.36921329136867675"
"126","0.35854382737648544","0.35854382737648544","0.35854382737648544"
"127","0.3596612092558696","0.3596612092558696","0.3596612092558696"
"128","0.3528861525422752","0.3528861525422752","0.3528861525422752"
"129","0.3437546762510981","0.3437546762510981","0.3437546762510981"
"130","0.3600559300359432","0.3600559300359432","0.3600559300359432"
"131","0.3443000577652442","0.3443000577652442","0.3443000577652442"
"132","0.34198934721884433","0.34198934721884433","0.34198934721884433"
"133","0.3281428778877252","0.3281428778877252","0.3281428778877252"
"134","0.3288596381683097","0.3288596381683097","0.3288596381683097"
"135","0.322517287870009","0.322517287870009","0.322517287870009"
"136","0.330176386433003","0.330176386433003","0.330176386433003"
"137","0.3140273608957802","0.3140273608957802","0.3140273608957802"
"138","0.3152592243251565","0.3152592243251565","0.3152592243251565"
"139","0.31812543515750763","0.31812543515750763","0.31812543515750763"
"140","0.2989628140816797","0.2989628140816797","0.2989628140816797"
"141","0.3085053481052777","0.3085053481052777","0.3085053481052777"
"142","0.3074704499486574","0.3074704499486574","0.3074704499486574"
"143","0.2851902991287559","0.2851902991287559","0.2851902991287559"
"144","0.2817667055332264","0.2817667055332264","0.2817667055332264"
"145","0.2726613648402435","0.2726613648402435","0.2726613648402435"
"146","0.2954486812262837","0.2954486812262837","0.2954486812262837"
"147","0.3000039338107572","0.3000039338107572","0.3000039338107572"
"148","0.2782205904673536","0.2782205904673536","0.2782205904673536"
"149","0.2869950187688457","0.2869950187688457","0.2869950187688457"
"150","0.26375640958981006","0.26375640958981006","0.26375640958981006"
"151","0.27009688074129096","0.27009688074129096","0.27009688074129096"
"152","0.2717914751385269","0.2717914751385269","0.2717914751385269"
"153","0.2865382541206278","0.2865382541206278","0.2865382541206278"
"154","0.26400670626308853","0.26400670626308853","0.26400670626308853"
"155","0.2609728488640206","0.2609728488640206","0.2609728488640206"
"156","0.2661236666227305","0.2661236666227305","0.2661236666227305"
"157","0.25118630731294744","0.25118630731294744","0.25118630731294744"
"158","0.25872824015886914","0.25872824015886914","0.25872824015886914"
"159","0.2581365059560746","0.2581365059560746","0.2581365059560746"
"160","0.24663417409959607","0.24663417409959607","0.24663417409959607"
"161","0.24884250819713014","0.24884250819713014","0.24884250819713014"
"162","0.2405108512562818","0.2405108512562818","0.2405108512562818"
"163","0.23354746416108552","0.23354746416108552","0.23354746416108552"
"164","0.23957377412661054","0.23957377412661054","0.23957377412661054"
"165","0.2325711999486548","0.2325711999486548","0.2325711999486548"
"166","0.22624112929960558","0.22624112929960558","0.22624112929960558"
"167","0.22172583238653376","0.22172583238653376","0.22172583238653376"
"168","0.23608145552627183","0.23608145552627183","0.23608145552627183"
"169","0.23741327824577513","0.23741327824577513","0.23741327824577513"
"170","0.22202086183777217","0.22202086183777217","0.22202086183777217"
"171","0.2128535363921451","0.2128535363921451","0.2128535363921451"
"172","0.20919792797059936","0.20919792797059936","0.20919792797059936"
"173","0.20803344375060587","0.20803344375060587","0.20803344375060587"
"174","0.21535010680999553","0.21535010680999553","0.21535010680999553"
"175","0.2166649036199764","0.2166649036199764","0.2166649036199764"
"176","0.2094108587214668","0.2094108587214668","0.2094108587214668"
"177","0.22752251114045843","0.22752251114045843","0.22752251114045843"
"178","0.2204807353204659","0.2204807353204659","0.2204807353204659"
"179","0.1960774294995985","0.1960774294995985","0.1960774294995985"
"180","0.19238069751584705","0.19238069751584705","0.19238069751584705"
"181","0.20075456215335719","0.20075456215335719","0.20075456215335719"
"182","0.19123177306302386","0.19123177306302386","0.19123177306302386"
"183","0.19601003398840722","0.19601003398840722","0.19601003398840722"
"184","0.18939988524992715","0.18939988524992715","0.18939988524992715"
"185","0.19699507881006795","0.19699507881006795","0.19699507881006795"
"186","0.18187855860585697","0.18187855860585697","0.18187855860585697"
"187","0.18833410516396817","0.18833410516396817","0.18833410516396817"
"188","0.18609049778199824","0.18609049778199824","0.18609049778199824"
"189","0.18812847547116132","0.18812847547116132","0.18812847547116132"
"190","0.18006919548618328","0.18006919548618328","0.18006919548618328"
"191","0.18813107479844027","0.18813107479844027","0.18813107479844027"
"192","0.1937005602686591","0.1937005602686591","0.1937005602686591"
"193","0.1724519159734348","0.1724519159734348","0.1724519159734348"
"194","0.19024984286492633","0.19024984286492633","0.19024984286492633"
"195","0.18239341005591334","0.18239341005591334","0.18239341005591334"
"196","0.17923519840967436","0.17923519840967436","0.17923519840967436"
"197","0.17854761941204877","0.17854761941204877","0.17854761941204877"
"198","0.1777100114139616","0.1777100114139616","0.1777100114139616"
"199","0.1679839140943382","0.1679839140943382","0.1679839140943382"
"200","0.1635751250622505","0.1635751250622505","0.1635751250622505"
"201","0.1658491645292351","0.1658491645292351","0.1658491645292351"
"202","0.15966595366866282","0.15966595366866282","0.15966595366866282"
"203","0.16801801200259364","0.16801801200259364","0.16801801200259364"
"204","0.15266996506279162","0.15266996506279162","0.15266996506279162"
"205","0.17321473656323852","0.17321473656323852","0.17321473656323852"
"206","0.15553530365294072","0.15553530365294072","0.15553530365294072"
"207","0.16937411981985293","0.16937411981985293","0.16937411981985293"
"208","0.1638508459669281","0.1638508459669281","0.1638508459669281"
"209","0.15990557805443684","0.15990557805443684","0.15990557805443684"
"210","0.1503241693626369","0.1503241693626369","0.1503241693626369"
"211","0.14997703992235886","0.14997703992235886","0.14997703992235886"
"212","0.17623680887042031","0.17623680887042031","0.17623680887042031"
"213","0.151319175456139","0.151319175456139","0.151319175456139"
"214","0.1498051639399179","0.1498051639399179","0.1498051639399179"
"215","0.1428970899025638","0.1428970899025638","0.1428970899025638"
"216","0.14321161863823365","0.14321161863823365","0.14321161863823365"
"217","0.14707866495542626","0.14707866495542626","0.14707866495542626"
"218","0.14058561690538152","0.14058561690538152","0.14058561690538152"
"219","0.14453326489295423","0.14453326489295423","0.14453326489295423"
"220","0.12954538390465106","0.12954538390465106","0.12954538390465106"
"221","0.1342796867417079","0.1342796867417079","0.1342796867417079"
"222","0.14917919716862155","0.14917919716862155","0.14917919716862155"
"223","0.13298120099186453","0.13298120099186453","0.13298120099186453"
"224","0.13998594329956937","0.13998594329956937","0.13998594329956937"
"225","0.1227402726791443","0.1227402726791443","0.1227402726791443"
"226","0.12690662184185253","0.12690662184185253","0.12690662184185253"
"227","0.12996301509110444","0.12996301509110444","0.12996301509110444"
"228","0.1368032362610266","0.1368032362610266","0.1368032362610266"
"229","0.1302249521872003","0.1302249521872003","0.1302249521872003"
"230","0.12958487627193982","0.12958487627193982","0.12958487627193982"
"231","0.13200794936652302","0.13200794936652302","0.13200794936652302"
"232","0.12374570342696893","0.12374570342696893","0.12374570342696893"
"233","0.13292888260402955","0.13292888260402955","0.13292888260402955"
"234","0.1419296022978474","0.1419296022978474","0.1419296022978474"
"235","0.1306486947991438","0.1306486947991438","0.1306486947991438"
"236","0.12852221330954167","0.12852221330954167","0.12852221330954167"
"237","0.13234756973819806","0.13234756973819806","0.13234756973819806"
"238","0.1300186408008144","0.1300186408008144","0.1300186408008144"
"239","0.14207324464344673","0.14207324464344673","0.14207324464344673"
"240","0.12936760697992045","0.12936760697992045","0.12936760697992045"
"241","0.12325232659379494","0.12325232659379494","0.12325232659379494"
"242","0.12088631136649226","0.12088631136649226","0.12088631136649226"
"243","0.12247205916196723","0.12247205916196723","0.12247205916196723"
"244","0.12710644282061997","0.12710644282061997","0.12710644282061997"
"245","0.12308445995839247","0.12308445995839247","0.12308445995839247"
"246","0.11898236301847197","0.11898236301847197","0.11898236301847197"
"247","0.1165846671561904","0.1165846671561904","0.1165846671561904"
"248","0.12071874357772917","0.12071874357772917","0.12071874357772917"
"249","0.12379582808136855","0.12379582808136855","0.12379582808136855"
"250","0.11711050916306526","0.11711050916306526","0.11711050916306526"
"251","0.11216785195927124","0.11216785195927124","0.11216785195927124"
"252","0.11574932963221306","0.11574932963221306","0.11574932963221306"
"253","0.14076298175444973","0.14076298175444973","0.14076298175444973"
"254","0.10906306223189552","0.10906306223189552","0.10906306223189552"
"255","0.11118994115056899","0.11118994115056899","0.11118994115056899"
"256","0.11958354538443138","0.11958354538443138","0.11958354538443138"
"257","0.1145783303729516","0.1145783303729516","0.1145783303729516"
"258","0.11553391422940695","0.11553391422940695","0.11553391422940695"
"259","0.11745877094946483","0.11745877094946483","0.11745877094946483"
"260","0.10269296940770964","0.10269296940770964","0.10269296940770964"
"261","0.10204841829285909","0.10204841829285909","0.10204841829285909"
"262","0.14003162153344728","0.14003162153344728","0.14003162153344728"
"263","0.10875679759357004","0.10875679759357004","0.10875679759357004"
"264","0.11903855880240125","0.11903855880240125","0.11903855880240125"
"265","0.10186669465803903","0.10186669465803903","0.10186669465803903"
"266","0.1162351516038177","0.1162351516038177","0.1162351516038177"
"267","0.1086172773030872","0.1086172773030872","0.1086172773030872"
"268","0.09993598680600271","0.09993598680600271","0.09993598680600271"
"269","0.1154325492089768","0.1154325492089768","0.1154325492089768"
"270","0.09655153605153097","0.09655153605153097","0.09655153605153097"
"271","0.11854317229151391","0.11854317229151391","0.11854317229151391"
"272","0.10146521746639538","0.10146521746639538","0.10146521746639538"
"273","0.11274079005992996","0.11274079005992996","0.11274079005992996"
"274","0.09763091416174999","0.09763091416174999","0.09763091416174999"
"275","0.10607482844128246","0.10607482844128246","0.10607482844128246"
"276","0.12038772591330676","0.12038772591330676","0.12038772591330676"
"277","0.09732315251578073","0.09732315251578073","0.09732315251578073"
"278","0.10380243762971943","0.10380243762971943","0.10380243762971943"
"279","0.09530862404307354","0.09530862404307354","0.09530862404307354"
"280","0.1015240228800176","0.1015240228800176","0.1015240228800176"
"281","0.10925130780478662","0.10925130780478662","0.10925130780478662"
"282","0.10849716615946979","0.10849716615946979","0.10849716615946979"
"283","0.11736539138106372","0.11736539138106372","0.11736539138106372"
"284","0.10383305364192495","0.10383305364192495","0.10383305364192495"
"285","0.10523207652218779","0.10523207652218779","0.10523207652218779"
"286","0.1138753572443461","0.1138753572443461","0.1138753572443461"
"287","0.09558989848624537","0.09558989848624537","0.09558989848624537"
"288","0.09102539796382787","0.09102539796382787","0.09102539796382787"
"289","0.08395620787066634","0.08395620787066634","0.08395620787066634"
"290","0.09192998304117404","0.09192998304117404","0.09192998304117404"
"291","0.10083262365318388","0.10083262365318388","0.10083262365318388"
"292","0.0864188895431646","0.0864188895431646","0.0864188895431646"
"293","0.09248039329934322","0.09248039329934322","0.09248039329934322"
"294","0.09574824083914996","0.09574824083914996","0.09574824083914996"
"295","0.10441312028000364","0.10441312028000364","0.10441312028000364"
"296","0.10723388743003658","0.10723388743003658","0.10723388743003658"
"297","0.08415478156089629","0.08415478156089629","0.08415478156089629"
"298","0.09545003780749405","0.09545003780749405","0.09545003780749405"
"299","0.09477520982341121","0.09477520982341121","0.09477520982341121"
"300","0.09301911376332239","0.09301911376332239","0.09301911376332239"
"301","0.09790008967258332","0.09790008967258332","0.09790008967258332"
"302","0.09122590896496882","0.09122590896496882","0.09122590896496882"
"303","0.09201731525288566","0.09201731525288566","0.09201731525288566"
"304","0.11498682005127199","0.11498682005127199","0.11498682005127199"
"305","0.09408043570940637","0.09408043570940637","0.09408043570940637"
"306","0.09142164654173524","0.09142164654173524","0.09142164654173524"
"307","0.08512562146783263","0.08512562146783263","0.08512562146783263"
"308","0.09089224417994093","0.09089224417994093","0.09089224417994093"
"309","0.0854788161051449","0.0854788161051449","0.0854788161051449"
"310","0.094594765032938","0.094594765032938","0.094594765032938"
"311","0.08885491478941061","0.08885491478941061","0.08885491478941061"
"312","0.0890463754964637","0.0890463754964637","0.0890463754964637"
"313","0.09367709357289296","0.09367709357289296","0.09367709357289296"
"314","0.09151223029511628","0.09151223029511628","0.09151223029511628"
"315","0.09361334946335802","0.09361334946335802","0.09361334946335802"
"316","0.08761387197222702","0.08761387197222702","0.08761387197222702"
"317","0.08929001224988813","0.08929001224988813","0.08929001224988813"
"318","0.09974103854346039","0.09974103854346039","0.09974103854346039"
"319","0.08789903814809528","0.08789903814809528","0.08789903814809528"
"320","0.09241775350643615","0.09241775350643615","0.09241775350643615"
"321","0.11231051648672662","0.11231051648672662","0.11231051648672662"
"322","0.08291334128770247","0.08291334128770247","0.08291334128770247"
"323","0.09017464650263066","0.09017464650263066","0.09017464650263066"
"324","0.09855653199207474","0.09855653199207474","0.09855653199207474"
"325","0.0843445653968075","0.0843445653968075","0.0843445653968075"
"326","0.08325271662942066","0.08325271662942066","0.08325271662942066"
"327","0.07679849474649209","0.07679849474649209","0.07679849474649209"
"328","0.07805121912687495","0.07805121912687495","0.07805121912687495"
"329","0.0818882363973656","0.0818882363973656","0.0818882363973656"
"330","0.07689468399255774","0.07689468399255774","0.07689468399255774"
"331","0.09322531090960146","0.09322531090960146","0.09322531090960146"
"332","0.08642629226018667","0.08642629226018667","0.08642629226018667"
"333","0.08249819247380322","0.08249819247380322","0.08249819247380322"
"334","0.0737674126954649","0.0737674126954649","0.0737674126954649"
"335","0.0889879327572343","0.0889879327572343","0.0889879327572343"
"336","0.08700614920737557","0.08700614920737557","0.08700614920737557"
"337","0.0949368805920914","0.0949368805920914","0.0949368805920914"
"338","0.08836003660038103","0.08836003660038103","0.08836003660038103"
"339","0.0796929347939372","0.0796929347939372","0.0796929347939372"
"340","0.091250361828292","0.091250361828292","0.091250361828292"
"341","0.0747441682190398","0.0747441682190398","0.0747441682190398"
"342","0.07889633870256937","0.07889633870256937","0.07889633870256937"
"343","0.08380090813293273","0.08380090813293273","0.08380090813293273"
"344","0.07876659082084814","0.07876659082084814","0.07876659082084814"
"345","0.07060137973611355","0.07060137973611355","0.07060137973611355"
"346","0.0941804142063182","0.0941804142063182","0.0941804142063182"
"347","0.08992304095807441","0.08992304095807441","0.08992304095807441"
"348","0.07728509421473073","0.07728509421473073","0.07728509421473073"
"349","0.08327572224280215","0.08327572224280215","0.08327572224280215"
"350","0.08430196329712582","0.08430196329712582","0.08430196329712582"
"351","0.0901341070300567","0.0901341070300567","0.0901341070300567"
"352","0.07003205981970216","0.07003205981970216","0.07003205981970216"
"353","0.08296287660791318","0.08296287660791318","0.08296287660791318"
"354","0.07521023835549044","0.07521023835549044","0.07521023835549044"
"355","0.07655806574525788","0.07655806574525788","0.07655806574525788"
"356","0.10020499637146127","0.10020499637146127","0.10020499637146127"
"357","0.08053982585083352","0.08053982585083352","0.08053982585083352"
"358","0.08886735673747952","0.08886735673747952","0.08886735673747952"
"359","0.08752968533300208","0.08752968533300208","0.08752968533300208"
"360","0.07642386595349149","0.07642386595349149","0.07642386595349149"
"361","0.07289412678409113","0.07289412678409113","0.07289412678409113"
"362","0.07494078368168294","0.07494078368168294","0.07494078368168294"
"363","0.07989016029518047","0.07989016029518047","0.07989016029518047"
"364","0.08612434486707904","0.08612434486707904","0.08612434486707904"
"365","0.07471239621698347","0.07471239621698347","0.07471239621698347"
"366","0.07875412458918989","0.07875412458918989","0.07875412458918989"
"367","0.07362210371132788","0.07362210371132788","0.07362210371132788"
"368","0.09377296949389878","0.09377296949389878","0.09377296949389878"
"369","0.07572700836768785","0.07572700836768785","0.07572700836768785"
"370","0.07347037975856406","0.07347037975856406","0.07347037975856406"
"371","0.08076991820503493","0.08076991820503493","0.08076991820503493"
"372","0.06871978188206421","0.06871978188206421","0.06871978188206421"
"373","0.0663559158615592","0.0663559158615592","0.0663559158615592"
"374","0.07284025097173108","0.07284025097173108","0.07284025097173108"
"375","0.06924699628316931","0.06924699628316931","0.06924699628316931"
"376","0.07527525351439165","0.07527525351439165","0.07527525351439165"
"377","0.08034475598642826","0.08034475598642826","0.08034475598642826"
"378","0.07015199698306021","0.07015199698306021","0.07015199698306021"
"379","0.08101372264224767","0.08101372264224767","0.08101372264224767"
"380","0.07052487074693439","0.07052487074693439","0.07052487074693439"
"381","0.07490619101714766","0.07490619101714766","0.07490619101714766"
"382","0.07337062921226285","0.07337062921226285","0.07337062921226285"
"383","0.07507124296982814","0.07507124296982814","0.07507124296982814"
"384","0.07028125971287702","0.07028125971287702","0.07028125971287702"
"385","0.07241945437591385","0.07241945437591385","0.07241945437591385"
"386","0.08268527352744016","0.08268527352744016","0.08268527352744016"
"387","0.08764615399735472","0.08764615399735472","0.08764615399735472"
"388","0.06704906650216455","0.06704906650216455","0.06704906650216455"
"389","0.07976319701087282","0.07976319701087282","0.07976319701087282"
"390","0.0816153600983986","0.0816153600983986","0.0816153600983986"
"391","0.07213411508747444","0.07213411508747444","0.07213411508747444"
"392","0.07491133868726105","0.07491133868726105","0.07491133868726105"
"393","0.0705752660396777","0.0705752660396777","0.0705752660396777"
"394","0.0637197919498369","0.0637197919498369","0.0637197919498369"
"395","0.06658682653105655","0.06658682653105655","0.06658682653105655"
"396","0.07040136768516739","0.07040136768516739","0.07040136768516739"
"397","0.07415916253289273","0.07415916253289273","0.07415916253289273"
"398","0.06786199586848396","0.06786199586848396","0.06786199586848396"
"399","0.07545279852883552","0.07545279852883552","0.07545279852883552"
"400","0.06877323558723523","0.06877323558723523","0.06877323558723523"
"401","0.072038454593659","0.072038454593659","0.072038454593659"
"402","0.0772385299496526","0.0772385299496526","0.0772385299496526"
"403","0.07997010171890588","0.07997010171890588","0.07997010171890588"
"404","0.0782512337478836","0.0782512337478836","0.0782512337478836"
"405","0.08238492463961597","0.08238492463961597","0.08238492463961597"
"406","0.07050038981799472","0.07050038981799472","0.07050038981799472"
"407","0.07186629641109174","0.07186629641109174","0.07186629641109174"
"408","0.06578498856498491","0.06578498856498491","0.06578498856498491"
"409","0.06849025450102417","0.06849025450102417","0.06849025450102417"
"410","0.06642290144362928","0.06642290144362928","0.06642290144362928"
"411","0.09347647866909573","0.09347647866909573","0.09347647866909573"
"412","0.06616350997483571","0.06616350997483571","0.06616350997483571"
"413","0.07537464536930454","0.07537464536930454","0.07537464536930454"
"414","0.06870754322574943","0.06870754322574943","0.06870754322574943"
"415","0.0599769788977547","0.0599769788977547","0.0599769788977547"
"416","0.06409610889256104","0.06409610889256104","0.06409610889256104"
"417","0.06974270848612124","0.06974270848612124","0.06974270848612124"
"418","0.06749722205433811","0.06749722205433811","0.06749722205433811"
"419","0.06501470905620677","0.06501470905620677","0.06501470905620677"
"420","0.07417602629815065","0.07417602629815065","0.07417602629815065"
"421","0.07658227681547122","0.07658227681547122","0.07658227681547122"
"422","0.07090905677078133","0.07090905677078133","0.07090905677078133"
"423","0.0787254754824634","0.0787254754824634","0.0787254754824634"
"424","0.08291406053198823","0.08291406053198823","0.08291406053198823"
"425","0.076703055283162","0.076703055283162","0.076703055283162"
"426","0.06959407096642697","0.06959407096642697","0.06959407096642697"
"427","0.07470474092748566","0.07470474092748566","0.07470474092748566"
"428","0.06823327271465685","0.06823327271465685","0.06823327271465685"
"429","0.07247665875738184","0.07247665875738184","0.07247665875738184"
"430","0.07016641622683999","0.07016641622683999","0.07016641622683999"
"431","0.0706773474236984","0.0706773474236984","0.0706773474236984"
"432","0.06754710367229012","0.06754710367229012","0.06754710367229012"
"433","0.06561755268772643","0.06561755268772643","0.06561755268772643"
"434","0.06941891435181874","0.06941891435181874","0.06941891435181874"
"435","0.06436651214230134","0.06436651214230134","0.06436651214230134"
"436","0.07343864827286808","0.07343864827286808","0.07343864827286808"
"437","0.07470701412129482","0.07470701412129482","0.07470701412129482"
"438","0.06728330374932504","0.06728330374932504","0.06728330374932504"
"439","0.0839434179398154","0.0839434179398154","0.0839434179398154"
"440","0.059964784374123364","0.059964784374123364","0.059964784374123364"
"441","0.06444646910297176","0.06444646910297176","0.06444646910297176"
"442","0.06926872579533756","0.06926872579533756","0.06926872579533756"
"443","0.06143541254492602","0.06143541254492602","0.06143541254492602"
"444","0.0731487212230862","0.0731487212230862","0.0731487212230862"
"445","0.06307607244471995","0.06307607244471995","0.06307607244471995"
