"Step","DRWKV5-halfcheetah-medium-v2-4a18120f - train_loss","DRWKV5-halfcheetah-medium-v2-4a18120f - train_loss__MIN","DRWKV5-halfcheetah-medium-v2-4a18120f - train_loss__MAX"
"35","0.6489674062909526","0.6489674062909526","0.6489674062909526"
"36","0.6482634417032087","0.6482634417032087","0.6482634417032087"
"37","0.6431558907690816","0.6431558907690816","0.6431558907690816"
"38","0.6572640510400767","0.6572640510400767","0.6572640510400767"
"39","0.6441070832964753","0.6441070832964753","0.6441070832964753"
"40","0.6569585259708755","0.6569585259708755","0.6569585259708755"
"41","0.6545676430184851","0.6545676430184851","0.6545676430184851"
"42","0.6431604282924637","0.6431604282924637","0.6431604282924637"
"43","0.6267043724084145","0.6267043724084145","0.6267043724084145"
"44","0.6208232826331836","0.6208232826331836","0.6208232826331836"
"45","0.6298730079617981","0.6298730079617981","0.6298730079617981"
"46","0.632754475715304","0.632754475715304","0.632754475715304"
"47","0.6219751696058043","0.6219751696058043","0.6219751696058043"
"48","0.614517313605248","0.614517313605248","0.614517313605248"
"49","0.6249177439250965","0.6249177439250965","0.6249177439250965"
"50","0.619886823759575","0.619886823759575","0.619886823759575"
"51","0.6258573299425865","0.6258573299425865","0.6258573299425865"
"52","0.6156167879922194","0.6156167879922194","0.6156167879922194"
"53","0.6094084216232937","0.6094084216232937","0.6094084216232937"
"54","0.6205346989102608","0.6205346989102608","0.6205346989102608"
"55","0.6028449292208655","0.6028449292208655","0.6028449292208655"
"56","0.6021623116824936","0.6021623116824936","0.6021623116824936"
"57","0.6084786523584516","0.6084786523584516","0.6084786523584516"
"58","0.5968148079695373","0.5968148079695373","0.5968148079695373"
"59","0.5958991901441414","0.5958991901441414","0.5958991901441414"
"60","0.5990952450178687","0.5990952450178687","0.5990952450178687"
"61","0.5930420326122434","0.5930420326122434","0.5930420326122434"
"62","0.5714291950622372","0.5714291950622372","0.5714291950622372"
"63","0.5875648035644658","0.5875648035644658","0.5875648035644658"
"64","0.5792165735121373","0.5792165735121373","0.5792165735121373"
"65","0.5757581716702694","0.5757581716702694","0.5757581716702694"
"66","0.5769054114655711","0.5769054114655711","0.5769054114655711"
"67","0.5689750935029501","0.5689750935029501","0.5689750935029501"
"68","0.5596962235028573","0.5596962235028573","0.5596962235028573"
"69","0.5625892506106025","0.5625892506106025","0.5625892506106025"
"70","0.5540406387306831","0.5540406387306831","0.5540406387306831"
"71","0.5627143988376723","0.5627143988376723","0.5627143988376723"
"72","0.5658064260163184","0.5658064260163184","0.5658064260163184"
"73","0.5404986275354955","0.5404986275354955","0.5404986275354955"
"74","0.5307822663815993","0.5307822663815993","0.5307822663815993"
"75","0.5273461126306199","0.5273461126306199","0.5273461126306199"
"76","0.5395702023763993","0.5395702023763993","0.5395702023763993"
"77","0.5245769549886792","0.5245769549886792","0.5245769549886792"
"78","0.5453560886220264","0.5453560886220264","0.5453560886220264"
"79","0.5263474707438315","0.5263474707438315","0.5263474707438315"
"80","0.5177511879347257","0.5177511879347257","0.5177511879347257"
"81","0.5173223924304597","0.5173223924304597","0.5173223924304597"
"82","0.5185745035369939","0.5185745035369939","0.5185745035369939"
"83","0.5024792198506088","0.5024792198506088","0.5024792198506088"
"84","0.5016242355566034","0.5016242355566034","0.5016242355566034"
"85","0.5003333920460028","0.5003333920460028","0.5003333920460028"
"86","0.4965118780880388","0.4965118780880388","0.4965118780880388"
"87","0.4895718846394272","0.4895718846394272","0.4895718846394272"
"88","0.48478260767671616","0.48478260767671616","0.48478260767671616"
"89","0.4766049979755164","0.4766049979755164","0.4766049979755164"
"90","0.4756029769551617","0.4756029769551617","0.4756029769551617"
"91","0.4789780018036104","0.4789780018036104","0.4789780018036104"
"92","0.47496909703413326","0.47496909703413326","0.47496909703413326"
"93","0.47319577068420826","0.47319577068420826","0.47319577068420826"
"94","0.46587868894747536","0.46587868894747536","0.46587868894747536"
"95","0.4595427890239212","0.4595427890239212","0.4595427890239212"
"96","0.45831281940877705","0.45831281940877705","0.45831281940877705"
"97","0.4496191241429191","0.4496191241429191","0.4496191241429191"
"98","0.45344081233102285","0.45344081233102285","0.45344081233102285"
"99","0.4497939912127241","0.4497939912127241","0.4497939912127241"
"100","0.44283528422520196","0.44283528422520196","0.44283528422520196"
"101","0.4499638962025094","0.4499638962025094","0.4499638962025094"
"102","0.4301352436016958","0.4301352436016958","0.4301352436016958"
"103","0.42980910717685616","0.42980910717685616","0.42980910717685616"
"104","0.432809279134355","0.432809279134355","0.432809279134355"
"105","0.4256388819886055","0.4256388819886055","0.4256388819886055"
"106","0.4153463397494737","0.4153463397494737","0.4153463397494737"
"107","0.40827546838166917","0.40827546838166917","0.40827546838166917"
"108","0.4158612964753447","0.4158612964753447","0.4158612964753447"
"109","0.4049504268269428","0.4049504268269428","0.4049504268269428"
"110","0.3993272936277562","0.3993272936277562","0.3993272936277562"
"111","0.39215779762343245","0.39215779762343245","0.39215779762343245"
"112","0.39041586015795565","0.39041586015795565","0.39041586015795565"
"113","0.39251330222065706","0.39251330222065706","0.39251330222065706"
"114","0.3746429332755022","0.3746429332755022","0.3746429332755022"
"115","0.3881164653020206","0.3881164653020206","0.3881164653020206"
"116","0.38326328132471715","0.38326328132471715","0.38326328132471715"
"117","0.3904989218364533","0.3904989218364533","0.3904989218364533"
"118","0.3843371312805297","0.3843371312805297","0.3843371312805297"
"119","0.3663356695568812","0.3663356695568812","0.3663356695568812"
"120","0.3647287765477543","0.3647287765477543","0.3647287765477543"
"121","0.358948978882873","0.358948978882873","0.358948978882873"
"122","0.3711007351328439","0.3711007351328439","0.3711007351328439"
"123","0.34465947268252384","0.34465947268252384","0.34465947268252384"
"124","0.34223450465660665","0.34223450465660665","0.34223450465660665"
"125","0.3455991418460391","0.3455991418460391","0.3455991418460391"
"126","0.3558382072273102","0.3558382072273102","0.3558382072273102"
"127","0.33103789958956076","0.33103789958956076","0.33103789958956076"
"128","0.3344643967034857","0.3344643967034857","0.3344643967034857"
"129","0.32967629034194323","0.32967629034194323","0.32967629034194323"
"130","0.3319442667009469","0.3319442667009469","0.3319442667009469"
"131","0.3420411354229148","0.3420411354229148","0.3420411354229148"
"132","0.33003432932332366","0.33003432932332366","0.33003432932332366"
"133","0.33028760370245186","0.33028760370245186","0.33028760370245186"
"134","0.3178615347153048","0.3178615347153048","0.3178615347153048"
"135","0.3061412575296538","0.3061412575296538","0.3061412575296538"
"136","0.3192878086698118","0.3192878086698118","0.3192878086698118"
"137","0.31699388537061607","0.31699388537061607","0.31699388537061607"
"138","0.2800639266045133","0.2800639266045133","0.2800639266045133"
"139","0.3068180723796611","0.3068180723796611","0.3068180723796611"
"140","0.3107699644431469","0.3107699644431469","0.3107699644431469"
"141","0.2965999590386","0.2965999590386","0.2965999590386"
"142","0.2861082312178795","0.2861082312178795","0.2861082312178795"
"143","0.2883274102562813","0.2883274102562813","0.2883274102562813"
"144","0.27728583212401847","0.27728583212401847","0.27728583212401847"
"145","0.27225100869256263","0.27225100869256263","0.27225100869256263"
"146","0.28641968934936546","0.28641968934936546","0.28641968934936546"
"147","0.2688630903481997","0.2688630903481997","0.2688630903481997"
"148","0.2666915235523229","0.2666915235523229","0.2666915235523229"
"149","0.2604381172598896","0.2604381172598896","0.2604381172598896"
"150","0.2642069824978166","0.2642069824978166","0.2642069824978166"
"151","0.26060045552713024","0.26060045552713024","0.26060045552713024"
"152","0.2591956671558185","0.2591956671558185","0.2591956671558185"
"153","0.2509012668524369","0.2509012668524369","0.2509012668524369"
"154","0.2583580775614714","0.2583580775614714","0.2583580775614714"
"155","0.2550230329916435","0.2550230329916435","0.2550230329916435"
"156","0.24516620495418032","0.24516620495418032","0.24516620495418032"
"157","0.24684280930168664","0.24684280930168664","0.24684280930168664"
"158","0.22928606284829744","0.22928606284829744","0.22928606284829744"
"159","0.23260830537273536","0.23260830537273536","0.23260830537273536"
"160","0.24073118880685793","0.24073118880685793","0.24073118880685793"
"161","0.2596879433393583","0.2596879433393583","0.2596879433393583"
"162","0.22848752373632872","0.22848752373632872","0.22848752373632872"
"163","0.23637482016615832","0.23637482016615832","0.23637482016615832"
"164","0.23060226811772241","0.23060226811772241","0.23060226811772241"
"165","0.22629816621674906","0.22629816621674906","0.22629816621674906"
"166","0.2166319525123218","0.2166319525123218","0.2166319525123218"
"167","0.23083849718391483","0.23083849718391483","0.23083849718391483"
"168","0.22424906366204708","0.22424906366204708","0.22424906366204708"
"169","0.22188568265321937","0.22188568265321937","0.22188568265321937"
"170","0.22574977442920924","0.22574977442920924","0.22574977442920924"
"171","0.21515095030170758","0.21515095030170758","0.21515095030170758"
"172","0.2208166852048605","0.2208166852048605","0.2208166852048605"
"173","0.21970676478561185","0.21970676478561185","0.21970676478561185"
"174","0.20627469136671375","0.20627469136671375","0.20627469136671375"
"175","0.20771793507892086","0.20771793507892086","0.20771793507892086"
"176","0.2025923475436067","0.2025923475436067","0.2025923475436067"
"177","0.2011153979596918","0.2011153979596918","0.2011153979596918"
"178","0.21076756259432783","0.21076756259432783","0.21076756259432783"
"179","0.19877226056180403","0.19877226056180403","0.19877226056180403"
"180","0.1953233064029681","0.1953233064029681","0.1953233064029681"
"181","0.20253290994424591","0.20253290994424591","0.20253290994424591"
"182","0.19339395980048066","0.19339395980048066","0.19339395980048066"
"183","0.1966380287568846","0.1966380287568846","0.1966380287568846"
"184","0.19619915800962334","0.19619915800962334","0.19619915800962334"
"185","0.18495624751834966","0.18495624751834966","0.18495624751834966"
"186","0.18754571903072553","0.18754571903072553","0.18754571903072553"
"187","0.18843553335110247","0.18843553335110247","0.18843553335110247"
"188","0.1787724326622536","0.1787724326622536","0.1787724326622536"
"189","0.17694279952164085","0.17694279952164085","0.17694279952164085"
"190","0.1713284081553112","0.1713284081553112","0.1713284081553112"
"191","0.18766953758411878","0.18766953758411878","0.18766953758411878"
"192","0.1758577607692431","0.1758577607692431","0.1758577607692431"
"193","0.17661003198730427","0.17661003198730427","0.17661003198730427"
"194","0.18857799564014305","0.18857799564014305","0.18857799564014305"
"195","0.17651150216698483","0.17651150216698483","0.17651150216698483"
"196","0.16952163928938918","0.16952163928938918","0.16952163928938918"
"197","0.17477088845843744","0.17477088845843744","0.17477088845843744"
"198","0.17127771160257665","0.17127771160257665","0.17127771160257665"
"199","0.17401288646523327","0.17401288646523327","0.17401288646523327"
"200","0.16290670393632242","0.16290670393632242","0.16290670393632242"
"201","0.16433648014623678","0.16433648014623678","0.16433648014623678"
"202","0.15054763819981756","0.15054763819981756","0.15054763819981756"
"203","0.16119141395394757","0.16119141395394757","0.16119141395394757"
"204","0.1556039952779064","0.1556039952779064","0.1556039952779064"
"205","0.14745416840681672","0.14745416840681672","0.14745416840681672"
"206","0.15691276840607427","0.15691276840607427","0.15691276840607427"
"207","0.172766733862478","0.172766733862478","0.172766733862478"
"208","0.15220937964319087","0.15220937964319087","0.15220937964319087"
"209","0.15124145463002894","0.15124145463002894","0.15124145463002894"
"210","0.1572095039023018","0.1572095039023018","0.1572095039023018"
"211","0.17271803245623818","0.17271803245623818","0.17271803245623818"
"212","0.14080878409294229","0.14080878409294229","0.14080878409294229"
"213","0.15584586187853633","0.15584586187853633","0.15584586187853633"
"214","0.13908180972392561","0.13908180972392561","0.13908180972392561"
"215","0.15093735698077007","0.15093735698077007","0.15093735698077007"
"216","0.15130047174116068","0.15130047174116068","0.15130047174116068"
"217","0.1535373544270481","0.1535373544270481","0.1535373544270481"
"218","0.13913400050138103","0.13913400050138103","0.13913400050138103"
"219","0.14309632103616193","0.14309632103616193","0.14309632103616193"
"220","0.13300898688810076","0.13300898688810076","0.13300898688810076"
"221","0.13954632259034955","0.13954632259034955","0.13954632259034955"
"222","0.140463943033971","0.140463943033971","0.140463943033971"
"223","0.14497810888896806","0.14497810888896806","0.14497810888896806"
"224","0.1473779572372571","0.1473779572372571","0.1473779572372571"
"225","0.1388071803145268","0.1388071803145268","0.1388071803145268"
"226","0.12611463401026637","0.12611463401026637","0.12611463401026637"
"227","0.12744735494104037","0.12744735494104037","0.12744735494104037"
"228","0.13573234417342128","0.13573234417342128","0.13573234417342128"
"229","0.12919513331354246","0.12919513331354246","0.12919513331354246"
"230","0.12375011534738865","0.12375011534738865","0.12375011534738865"
"231","0.1236420962029932","0.1236420962029932","0.1236420962029932"
"232","0.12332510498386379","0.12332510498386379","0.12332510498386379"
"233","0.12909167209775108","0.12909167209775108","0.12909167209775108"
"234","0.13961763753564943","0.13961763753564943","0.13961763753564943"
"235","0.13636500571325647","0.13636500571325647","0.13636500571325647"
"236","0.13961455948319923","0.13961455948319923","0.13961455948319923"
"237","0.12187566715372486","0.12187566715372486","0.12187566715372486"
"238","0.1258987414490912","0.1258987414490912","0.1258987414490912"
"239","0.11851472992810852","0.11851472992810852","0.11851472992810852"
"240","0.1536714406078404","0.1536714406078404","0.1536714406078404"
"241","0.12563920106937926","0.12563920106937926","0.12563920106937926"
"242","0.12599263547316056","0.12599263547316056","0.12599263547316056"
"243","0.12690118673869083","0.12690118673869083","0.12690118673869083"
"244","0.12809656303819983","0.12809656303819983","0.12809656303819983"
"245","0.12025222193847962","0.12025222193847962","0.12025222193847962"
"246","0.12736632116465949","0.12736632116465949","0.12736632116465949"
"247","0.11567985864641787","0.11567985864641787","0.11567985864641787"
"248","0.13118736770270115","0.13118736770270115","0.13118736770270115"
"249","0.10920097123512298","0.10920097123512298","0.10920097123512298"
"250","0.11885894555193535","0.11885894555193535","0.11885894555193535"
"251","0.11638272682288217","0.11638272682288217","0.11638272682288217"
"252","0.10848079774816916","0.10848079774816916","0.10848079774816916"
"253","0.11942931147230679","0.11942931147230679","0.11942931147230679"
"254","0.10278505416581245","0.10278505416581245","0.10278505416581245"
"255","0.11998018422888117","0.11998018422888117","0.11998018422888117"
"256","0.11626503592664018","0.11626503592664018","0.11626503592664018"
"257","0.1213748531178037","0.1213748531178037","0.1213748531178037"
"258","0.10703963651527403","0.10703963651527403","0.10703963651527403"
"259","0.11835257653086478","0.11835257653086478","0.11835257653086478"
"260","0.11312322463226629","0.11312322463226629","0.11312322463226629"
"261","0.12273381075412781","0.12273381075412781","0.12273381075412781"
"262","0.11962543664692848","0.11962543664692848","0.11962543664692848"
"263","0.11035638012655545","0.11035638012655545","0.11035638012655545"
"264","0.11522754987935695","0.11522754987935695","0.11522754987935695"
"265","0.09927729006839878","0.09927729006839878","0.09927729006839878"
"266","0.1264704390010493","0.1264704390010493","0.1264704390010493"
"267","0.1012525100794037","0.1012525100794037","0.1012525100794037"
"268","0.11268260931434375","0.11268260931434375","0.11268260931434375"
"269","0.1104990016639627","0.1104990016639627","0.1104990016639627"
"270","0.11704962428721151","0.11704962428721151","0.11704962428721151"
"271","0.1043800617689808","0.1043800617689808","0.1043800617689808"
"272","0.0971323039219454","0.0971323039219454","0.0971323039219454"
"273","0.10480948399354303","0.10480948399354303","0.10480948399354303"
"274","0.10984668335098054","0.10984668335098054","0.10984668335098054"
"275","0.10687949289648116","0.10687949289648116","0.10687949289648116"
"276","0.1012181846158932","0.1012181846158932","0.1012181846158932"
"277","0.1061327379064565","0.1061327379064565","0.1061327379064565"
"278","0.10027707967082204","0.10027707967082204","0.10027707967082204"
"279","0.08976177616660926","0.08976177616660926","0.08976177616660926"
"280","0.09478053893756698","0.09478053893756698","0.09478053893756698"
"281","0.10037258519680599","0.10037258519680599","0.10037258519680599"
"282","0.09740773948026929","0.09740773948026929","0.09740773948026929"
"283","0.10700966711214853","0.10700966711214853","0.10700966711214853"
"284","0.10094993605378774","0.10094993605378774","0.10094993605378774"
"285","0.11822862003901066","0.11822862003901066","0.11822862003901066"
"286","0.10104149272142204","0.10104149272142204","0.10104149272142204"
"287","0.09169094615305387","0.09169094615305387","0.09169094615305387"
"288","0.09464190515731978","0.09464190515731978","0.09464190515731978"
"289","0.106815177431981","0.106815177431981","0.106815177431981"
"290","0.10011760973975393","0.10011760973975393","0.10011760973975393"
"291","0.10939772701487965","0.10939772701487965","0.10939772701487965"
"292","0.09491118895338464","0.09491118895338464","0.09491118895338464"
"293","0.09448580110003485","0.09448580110003485","0.09448580110003485"
"294","0.09176517413560754","0.09176517413560754","0.09176517413560754"
"295","0.09953955878649727","0.09953955878649727","0.09953955878649727"
"296","0.09797140313835483","0.09797140313835483","0.09797140313835483"
"297","0.09585538761561023","0.09585538761561023","0.09585538761561023"
"298","0.09725607672530126","0.09725607672530126","0.09725607672530126"
"299","0.1008374450837467","0.1008374450837467","0.1008374450837467"
"300","0.09192449343708736","0.09192449343708736","0.09192449343708736"
"301","0.10212737286819322","0.10212737286819322","0.10212737286819322"
"302","0.10236492338761594","0.10236492338761594","0.10236492338761594"
"303","0.10217100138363538","0.10217100138363538","0.10217100138363538"
"304","0.09613905644891876","0.09613905644891876","0.09613905644891876"
"305","0.09541732121037425","0.09541732121037425","0.09541732121037425"
"306","0.10404879896680583","0.10404879896680583","0.10404879896680583"
"307","0.08641216080931971","0.08641216080931971","0.08641216080931971"
"308","0.09629318432015849","0.09629318432015849","0.09629318432015849"
"309","0.09128563920113744","0.09128563920113744","0.09128563920113744"
"310","0.09518520364565361","0.09518520364565361","0.09518520364565361"
"311","0.08964227548532287","0.08964227548532287","0.08964227548532287"
"312","0.11121514585269736","0.11121514585269736","0.11121514585269736"
"313","0.09936237178645982","0.09936237178645982","0.09936237178645982"
"314","0.09011697336365415","0.09011697336365415","0.09011697336365415"
"315","0.08579548313935215","0.08579548313935215","0.08579548313935215"
"316","0.08453115505762675","0.08453115505762675","0.08453115505762675"
"317","0.09959947681048546","0.09959947681048546","0.09959947681048546"
"318","0.09732612308695157","0.09732612308695157","0.09732612308695157"
"319","0.07853613802304614","0.07853613802304614","0.07853613802304614"
"320","0.09958065502209126","0.09958065502209126","0.09958065502209126"
"321","0.09731931469010383","0.09731931469010383","0.09731931469010383"
"322","0.09489629458176789","0.09489629458176789","0.09489629458176789"
"323","0.08602500236982126","0.08602500236982126","0.08602500236982126"
"324","0.10250109240646431","0.10250109240646431","0.10250109240646431"
"325","0.09281901388695628","0.09281901388695628","0.09281901388695628"
"326","0.08547428713542658","0.08547428713542658","0.08547428713542658"
"327","0.09144626171504487","0.09144626171504487","0.09144626171504487"
"328","0.09345320092557256","0.09345320092557256","0.09345320092557256"
"329","0.08818617899871273","0.08818617899871273","0.08818617899871273"
"330","0.0923723180094934","0.0923723180094934","0.0923723180094934"
"331","0.08410706462730089","0.08410706462730089","0.08410706462730089"
"332","0.08510495575364169","0.08510495575364169","0.08510495575364169"
"333","0.09175187935725843","0.09175187935725843","0.09175187935725843"
"334","0.0976788552525415","0.0976788552525415","0.0976788552525415"
"335","0.09621890855489607","0.09621890855489607","0.09621890855489607"
"336","0.08569776768618773","0.08569776768618773","0.08569776768618773"
"337","0.08889324271468421","0.08889324271468421","0.08889324271468421"
"338","0.1030816281822615","0.1030816281822615","0.1030816281822615"
"339","0.08858572005293965","0.08858572005293965","0.08858572005293965"
"340","0.09406527451270517","0.09406527451270517","0.09406527451270517"
"341","0.09529401031639782","0.09529401031639782","0.09529401031639782"
"342","0.07778167608307106","0.07778167608307106","0.07778167608307106"
"343","0.07847932578789406","0.07847932578789406","0.07847932578789406"
"344","0.09212832457435842","0.09212832457435842","0.09212832457435842"
"345","0.08263715014900858","0.08263715014900858","0.08263715014900858"
"346","0.08806335494227371","0.08806335494227371","0.08806335494227371"
"347","0.10090600335652553","0.10090600335652553","0.10090600335652553"
"348","0.08257735170199314","0.08257735170199314","0.08257735170199314"
"349","0.07847547693278314","0.07847547693278314","0.07847547693278314"
"350","0.09146946857845269","0.09146946857845269","0.09146946857845269"
"351","0.08186504184599584","0.08186504184599584","0.08186504184599584"
"352","0.09259438481158627","0.09259438481158627","0.09259438481158627"
"353","0.08981509446213033","0.08981509446213033","0.08981509446213033"
"354","0.0921761379161901","0.0921761379161901","0.0921761379161901"
"355","0.07212633764623692","0.07212633764623692","0.07212633764623692"
"356","0.0900271130144092","0.0900271130144092","0.0900271130144092"
"357","0.08830534773788283","0.08830534773788283","0.08830534773788283"
"358","0.08123020773637751","0.08123020773637751","0.08123020773637751"
"359","0.087743488236922","0.087743488236922","0.087743488236922"
"360","0.09548025654328048","0.09548025654328048","0.09548025654328048"
"361","0.08393684285407865","0.08393684285407865","0.08393684285407865"
"362","0.07582068913930386","0.07582068913930386","0.07582068913930386"
"363","0.08693619104786761","0.08693619104786761","0.08693619104786761"
"364","0.0850321145762262","0.0850321145762262","0.0850321145762262"
"365","0.08639644320105519","0.08639644320105519","0.08639644320105519"
"366","0.0817529259817173","0.0817529259817173","0.0817529259817173"
"367","0.07266313300657803","0.07266313300657803","0.07266313300657803"
"368","0.08944024281858393","0.08944024281858393","0.08944024281858393"
"369","0.07518512072324791","0.07518512072324791","0.07518512072324791"
"370","0.09558027561994616","0.09558027561994616","0.09558027561994616"
"371","0.07529423134697592","0.07529423134697592","0.07529423134697592"
"372","0.07760967454574595","0.07760967454574595","0.07760967454574595"
"373","0.0716689716667983","0.0716689716667983","0.0716689716667983"
"374","0.0779317215279993","0.0779317215279993","0.0779317215279993"
"375","0.08199510771416313","0.08199510771416313","0.08199510771416313"
"376","0.08458379433196497","0.08458379433196497","0.08458379433196497"
"377","0.08558268806511862","0.08558268806511862","0.08558268806511862"
"378","0.08070140692318147","0.08070140692318147","0.08070140692318147"
"379","0.07948686376517144","0.07948686376517144","0.07948686376517144"
"380","0.08364050785373633","0.08364050785373633","0.08364050785373633"
"381","0.08048893909200669","0.08048893909200669","0.08048893909200669"
"382","0.08104300542465995","0.08104300542465995","0.08104300542465995"
"383","0.08024321813902177","0.08024321813902177","0.08024321813902177"
"384","0.06888042014900678","0.06888042014900678","0.06888042014900678"
"385","0.07958453289022716","0.07958453289022716","0.07958453289022716"
"386","0.09033254502447392","0.09033254502447392","0.09033254502447392"
"387","0.08071486579580253","0.08071486579580253","0.08071486579580253"
"388","0.07679396673797491","0.07679396673797491","0.07679396673797491"
"389","0.07114789194263356","0.07114789194263356","0.07114789194263356"
"390","0.07925233018747993","0.07925233018747993","0.07925233018747993"
"391","0.08249332976231522","0.08249332976231522","0.08249332976231522"
"392","0.07511164847015941","0.07511164847015941","0.07511164847015941"
"393","0.07167583269527218","0.07167583269527218","0.07167583269527218"
"394","0.06756307381173085","0.06756307381173085","0.06756307381173085"
"395","0.07324848841674964","0.07324848841674964","0.07324848841674964"
"396","0.07445197489950488","0.07445197489950488","0.07445197489950488"
"397","0.083843864753179","0.083843864753179","0.083843864753179"
"398","0.07050060296768684","0.07050060296768684","0.07050060296768684"
"399","0.07175963133851598","0.07175963133851598","0.07175963133851598"
"400","0.07366916944335007","0.07366916944335007","0.07366916944335007"
"401","0.06651560067050998","0.06651560067050998","0.06651560067050998"
"402","0.07876157412966736","0.07876157412966736","0.07876157412966736"
"403","0.08717000622051903","0.08717000622051903","0.08717000622051903"
"404","0.07899748752826329","0.07899748752826329","0.07899748752826329"
"405","0.08931385996097908","0.08931385996097908","0.08931385996097908"
"406","0.07057842748700631","0.07057842748700631","0.07057842748700631"
"407","0.0678748477281935","0.0678748477281935","0.0678748477281935"
"408","0.07290240071988029","0.07290240071988029","0.07290240071988029"
"409","0.068910915319669","0.068910915319669","0.068910915319669"
"410","0.08580663161851924","0.08580663161851924","0.08580663161851924"
"411","0.07117264184533982","0.07117264184533982","0.07117264184533982"
"412","0.07136849417659849","0.07136849417659849","0.07136849417659849"
"413","0.0767423761410133","0.0767423761410133","0.0767423761410133"
"414","0.07182351328119717","0.07182351328119717","0.07182351328119717"
"415","0.07192821508439834","0.07192821508439834","0.07192821508439834"
"416","0.07693428692831998","0.07693428692831998","0.07693428692831998"
"417","0.07919020547457431","0.07919020547457431","0.07919020547457431"
"418","0.07597734888183935","0.07597734888183935","0.07597734888183935"
"419","0.0811274704651244","0.0811274704651244","0.0811274704651244"
"420","0.07213778752659726","0.07213778752659726","0.07213778752659726"
"421","0.07396225873929528","0.07396225873929528","0.07396225873929528"
"422","0.07245000886663112","0.07245000886663112","0.07245000886663112"
"423","0.0819566731362336","0.0819566731362336","0.0819566731362336"
"424","0.0699554191614449","0.0699554191614449","0.0699554191614449"
"425","0.07398318786488597","0.07398318786488597","0.07398318786488597"
"426","0.062935233208746","0.062935233208746","0.062935233208746"
"427","0.07770907896494135","0.07770907896494135","0.07770907896494135"
"428","0.07027382614511479","0.07027382614511479","0.07027382614511479"
"429","0.0833893632498804","0.0833893632498804","0.0833893632498804"
"430","0.07064240393532727","0.07064240393532727","0.07064240393532727"
"431","0.07916291590994833","0.07916291590994833","0.07916291590994833"
"432","0.07456050873869424","0.07456050873869424","0.07456050873869424"
"433","0.077212802827017","0.077212802827017","0.077212802827017"
"434","0.07000323482874196","0.07000323482874196","0.07000323482874196"
"435","0.07003180627478421","0.07003180627478421","0.07003180627478421"
"436","0.07255324272964711","0.07255324272964711","0.07255324272964711"
"437","0.06822753795935581","0.06822753795935581","0.06822753795935581"
"438","0.07548556231032003","0.07548556231032003","0.07548556231032003"
"439","0.07761920585140174","0.07761920585140174","0.07761920585140174"
"440","0.07860554581316077","0.07860554581316077","0.07860554581316077"
"441","0.07631322772732438","0.07631322772732438","0.07631322772732438"
"442","0.06848042047990716","0.06848042047990716","0.06848042047990716"
"443","0.07020038588182627","0.07020038588182627","0.07020038588182627"
"444","0.06770267240207041","0.06770267240207041","0.06770267240207041"
"445","0.07454574859998321","0.07454574859998321","0.07454574859998321"
