"Step","DRWKV5-halfcheetah-medium-v2-40fe1d6c - train_loss","DRWKV5-halfcheetah-medium-v2-40fe1d6c - train_loss__MIN","DRWKV5-halfcheetah-medium-v2-40fe1d6c - train_loss__MAX"
"39","0.6195286816754229","0.6195286816754229","0.6195286816754229"
"40","0.6286636435194405","0.6286636435194405","0.6286636435194405"
"41","0.6388780626055173","0.6388780626055173","0.6388780626055173"
"42","0.6286714887767173","0.6286714887767173","0.6286714887767173"
"43","0.6113488948992085","0.6113488948992085","0.6113488948992085"
"44","0.6273312049254841","0.6273312049254841","0.6273312049254841"
"45","0.6102964282943082","0.6102964282943082","0.6102964282943082"
"46","0.6124529452391071","0.6124529452391071","0.6124529452391071"
"47","0.6102340793094091","0.6102340793094091","0.6102340793094091"
"48","0.617111031511833","0.617111031511833","0.617111031511833"
"49","0.6041371751427422","0.6041371751427422","0.6041371751427422"
"50","0.5873502351958273","0.5873502351958273","0.5873502351958273"
"51","0.5919608252838486","0.5919608252838486","0.5919608252838486"
"52","0.5963690974729642","0.5963690974729642","0.5963690974729642"
"53","0.5962087836810411","0.5962087836810411","0.5962087836810411"
"54","0.5952850696023231","0.5952850696023231","0.5952850696023231"
"55","0.5858272143362584","0.5858272143362584","0.5858272143362584"
"56","0.5863838748641903","0.5863838748641903","0.5863838748641903"
"57","0.5773419822467861","0.5773419822467861","0.5773419822467861"
"58","0.5587700491161642","0.5587700491161642","0.5587700491161642"
"59","0.5709806402841704","0.5709806402841704","0.5709806402841704"
"60","0.5790683680160583","0.5790683680160583","0.5790683680160583"
"61","0.5636434674616091","0.5636434674616091","0.5636434674616091"
"62","0.5585130245411997","0.5585130245411997","0.5585130245411997"
"63","0.5611904024715209","0.5611904024715209","0.5611904024715209"
"64","0.5537622688999703","0.5537622688999703","0.5537622688999703"
"65","0.5516279981718636","0.5516279981718636","0.5516279981718636"
"66","0.5626627543263599","0.5626627543263599","0.5626627543263599"
"67","0.5460701241706979","0.5460701241706979","0.5460701241706979"
"68","0.5396253429901406","0.5396253429901406","0.5396253429901406"
"69","0.5407142644387418","0.5407142644387418","0.5407142644387418"
"70","0.5496579405777459","0.5496579405777459","0.5496579405777459"
"71","0.5264979719715444","0.5264979719715444","0.5264979719715444"
"72","0.5342323289458342","0.5342323289458342","0.5342323289458342"
"73","0.5243326526723764","0.5243326526723764","0.5243326526723764"
"74","0.5237411667766246","0.5237411667766246","0.5237411667766246"
"75","0.525112139454801","0.525112139454801","0.525112139454801"
"76","0.505322559150489","0.505322559150489","0.505322559150489"
"77","0.5103191759683299","0.5103191759683299","0.5103191759683299"
"78","0.5104557129103933","0.5104557129103933","0.5104557129103933"
"79","0.5071389363601543","0.5071389363601543","0.5071389363601543"
"80","0.504547215636749","0.504547215636749","0.504547215636749"
"81","0.48462508109166075","0.48462508109166075","0.48462508109166075"
"82","0.4897114337647799","0.4897114337647799","0.4897114337647799"
"83","0.4921329429801933","0.4921329429801933","0.4921329429801933"
"84","0.4875765077941504","0.4875765077941504","0.4875765077941504"
"85","0.46748789736117263","0.46748789736117263","0.46748789736117263"
"86","0.48104331261493255","0.48104331261493255","0.48104331261493255"
"87","0.4639389092834721","0.4639389092834721","0.4639389092834721"
"88","0.4653366224046822","0.4653366224046822","0.4653366224046822"
"89","0.44941204821468805","0.44941204821468805","0.44941204821468805"
"90","0.453003986213145","0.453003986213145","0.453003986213145"
"91","0.4559234428894126","0.4559234428894126","0.4559234428894126"
"92","0.4472009086062037","0.4472009086062037","0.4472009086062037"
"93","0.4467766161911862","0.4467766161911862","0.4467766161911862"
"94","0.4336543126130027","0.4336543126130027","0.4336543126130027"
"95","0.44107711764320173","0.44107711764320173","0.44107711764320173"
"96","0.438337470941648","0.438337470941648","0.438337470941648"
"97","0.43623470885460885","0.43623470885460885","0.43623470885460885"
"98","0.4384863822371155","0.4384863822371155","0.4384863822371155"
"99","0.4203991232733945","0.4203991232733945","0.4203991232733945"
"100","0.42424332437839307","0.42424332437839307","0.42424332437839307"
"101","0.42061598270847445","0.42061598270847445","0.42061598270847445"
"102","0.4002313204727682","0.4002313204727682","0.4002313204727682"
"103","0.4119167407296611","0.4119167407296611","0.4119167407296611"
"104","0.404769468857893","0.404769468857893","0.404769468857893"
"105","0.39477119359381246","0.39477119359381246","0.39477119359381246"
"106","0.39260763482387007","0.39260763482387007","0.39260763482387007"
"107","0.3922916279128099","0.3922916279128099","0.3922916279128099"
"108","0.3794236709683009","0.3794236709683009","0.3794236709683009"
"109","0.3771909572458426","0.3771909572458426","0.3771909572458426"
"110","0.3704072935328675","0.3704072935328675","0.3704072935328675"
"111","0.3759348414657906","0.3759348414657906","0.3759348414657906"
"112","0.36393691749657153","0.36393691749657153","0.36393691749657153"
"113","0.36472613508707663","0.36472613508707663","0.36472613508707663"
"114","0.3599874596206678","0.3599874596206678","0.3599874596206678"
"115","0.3595907120892295","0.3595907120892295","0.3595907120892295"
"116","0.3592940333680299","0.3592940333680299","0.3592940333680299"
"117","0.35197049897136345","0.35197049897136345","0.35197049897136345"
"118","0.3572169133904301","0.3572169133904301","0.3572169133904301"
"119","0.3405794060385527","0.3405794060385527","0.3405794060385527"
"120","0.3462671601333761","0.3462671601333761","0.3462671601333761"
"121","0.34146259443476823","0.34146259443476823","0.34146259443476823"
"122","0.3321627535622735","0.3321627535622735","0.3321627535622735"
"123","0.33703270004435204","0.33703270004435204","0.33703270004435204"
"124","0.3269919879749443","0.3269919879749443","0.3269919879749443"
"125","0.3173315714667747","0.3173315714667747","0.3173315714667747"
"126","0.3184758897792579","0.3184758897792579","0.3184758897792579"
"127","0.31216491405247604","0.31216491405247604","0.31216491405247604"
"128","0.30940719139034556","0.30940719139034556","0.30940719139034556"
"129","0.2960689439573601","0.2960689439573601","0.2960689439573601"
"130","0.3043644116752249","0.3043644116752249","0.3043644116752249"
"131","0.30429331634123624","0.30429331634123624","0.30429331634123624"
"132","0.29955462599042215","0.29955462599042215","0.29955462599042215"
"133","0.2973695903252365","0.2973695903252365","0.2973695903252365"
"134","0.29400984820313325","0.29400984820313325","0.29400984820313325"
"135","0.274908135965167","0.274908135965167","0.274908135965167"
"136","0.27569757105319964","0.27569757105319964","0.27569757105319964"
"137","0.28447045857419095","0.28447045857419095","0.28447045857419095"
"138","0.29761193757994087","0.29761193757994087","0.29761193757994087"
"139","0.2698489558574637","0.2698489558574637","0.2698489558574637"
"140","0.27168921157272996","0.27168921157272996","0.27168921157272996"
"141","0.26840487408420854","0.26840487408420854","0.26840487408420854"
"142","0.25667593924996424","0.25667593924996424","0.25667593924996424"
"143","0.26286514332098354","0.26286514332098354","0.26286514332098354"
"144","0.25233895614207713","0.25233895614207713","0.25233895614207713"
"145","0.2593927019642464","0.2593927019642464","0.2593927019642464"
"146","0.25742334382716336","0.25742334382716336","0.25742334382716336"
"147","0.25083649784485995","0.25083649784485995","0.25083649784485995"
"148","0.24856441400606108","0.24856441400606108","0.24856441400606108"
"149","0.24701555384088772","0.24701555384088772","0.24701555384088772"
"150","0.24105718709759683","0.24105718709759683","0.24105718709759683"
"151","0.24684939350937618","0.24684939350937618","0.24684939350937618"
"152","0.22990637486192214","0.22990637486192214","0.22990637486192214"
"153","0.2306563501918077","0.2306563501918077","0.2306563501918077"
"154","0.23664937319222923","0.23664937319222923","0.23664937319222923"
"155","0.24778869294566838","0.24778869294566838","0.24778869294566838"
"156","0.23108243553868058","0.23108243553868058","0.23108243553868058"
"157","0.21261961954329583","0.21261961954329583","0.21261961954329583"
"158","0.20785864545592653","0.20785864545592653","0.20785864545592653"
"159","0.21716971401606883","0.21716971401606883","0.21716971401606883"
"160","0.22792574931848536","0.22792574931848536","0.22792574931848536"
"161","0.21956971441174927","0.21956971441174927","0.21956971441174927"
"162","0.21449784724495777","0.21449784724495777","0.21449784724495777"
"163","0.2019608335124166","0.2019608335124166","0.2019608335124166"
"164","0.22129684837931632","0.22129684837931632","0.22129684837931632"
"165","0.2028063382865872","0.2028063382865872","0.2028063382865872"
"166","0.20622568035730424","0.20622568035730424","0.20622568035730424"
"167","0.20547288330642685","0.20547288330642685","0.20547288330642685"
"168","0.20401824759270853","0.20401824759270853","0.20401824759270853"
"169","0.1979960167296973","0.1979960167296973","0.1979960167296973"
"170","0.19584044808137818","0.19584044808137818","0.19584044808137818"
"171","0.1967060095156301","0.1967060095156301","0.1967060095156301"
"172","0.19201447788891582","0.19201447788891582","0.19201447788891582"
"173","0.1929307876080657","0.1929307876080657","0.1929307876080657"
"174","0.19034098648839456","0.19034098648839456","0.19034098648839456"
"175","0.21082162789863268","0.21082162789863268","0.21082162789863268"
"176","0.180156824354669","0.180156824354669","0.180156824354669"
"177","0.1828708948255968","0.1828708948255968","0.1828708948255968"
"178","0.1987739331310393","0.1987739331310393","0.1987739331310393"
"179","0.18615949823185632","0.18615949823185632","0.18615949823185632"
"180","0.19256062842186233","0.19256062842186233","0.19256062842186233"
"181","0.18092013325467454","0.18092013325467454","0.18092013325467454"
"182","0.176937421914349","0.176937421914349","0.176937421914349"
"183","0.18280027366177992","0.18280027366177992","0.18280027366177992"
"184","0.1846536193348541","0.1846536193348541","0.1846536193348541"
"185","0.16532286251335118","0.16532286251335118","0.16532286251335118"
"186","0.15498565418347338","0.15498565418347338","0.15498565418347338"
"187","0.18055637157019666","0.18055637157019666","0.18055637157019666"
"188","0.1646840595310858","0.1646840595310858","0.1646840595310858"
"189","0.17894841130192365","0.17894841130192365","0.17894841130192365"
"190","0.16033205022553923","0.16033205022553923","0.16033205022553923"
"191","0.1823135675063865","0.1823135675063865","0.1823135675063865"
"192","0.16438300686499652","0.16438300686499652","0.16438300686499652"
"193","0.16521161499695405","0.16521161499695405","0.16521161499695405"
"194","0.15800782242210526","0.15800782242210526","0.15800782242210526"
"195","0.17416458075600494","0.17416458075600494","0.17416458075600494"
"196","0.1551256753394243","0.1551256753394243","0.1551256753394243"
"197","0.16533516214116817","0.16533516214116817","0.16533516214116817"
"198","0.16427608388701487","0.16427608388701487","0.16427608388701487"
"199","0.16148879705550043","0.16148879705550043","0.16148879705550043"
"200","0.1703071044274894","0.1703071044274894","0.1703071044274894"
"201","0.17826809869393354","0.17826809869393354","0.17826809869393354"
"202","0.15493724583998442","0.15493724583998442","0.15493724583998442"
"203","0.1575985638560434","0.1575985638560434","0.1575985638560434"
"204","0.1529740021915337","0.1529740021915337","0.1529740021915337"
"205","0.16160233180694378","0.16160233180694378","0.16160233180694378"
"206","0.14878231918922968","0.14878231918922968","0.14878231918922968"
"207","0.15616343247869804","0.15616343247869804","0.15616343247869804"
"208","0.1451776673226183","0.1451776673226183","0.1451776673226183"
"209","0.157731220718245","0.157731220718245","0.157731220718245"
"210","0.13845165312256555","0.13845165312256555","0.13845165312256555"
"211","0.14115656665900908","0.14115656665900908","0.14115656665900908"
"212","0.14967347241134893","0.14967347241134893","0.14967347241134893"
"213","0.1496633276717675","0.1496633276717675","0.1496633276717675"
"214","0.13512520428573443","0.13512520428573443","0.13512520428573443"
"215","0.1387101206017772","0.1387101206017772","0.1387101206017772"
"216","0.11596826875147108","0.11596826875147108","0.11596826875147108"
"217","0.14446257561325226","0.14446257561325226","0.14446257561325226"
"218","0.13596390844627818","0.13596390844627818","0.13596390844627818"
"219","0.12939286425294894","0.12939286425294894","0.12939286425294894"
"220","0.13875284300991386","0.13875284300991386","0.13875284300991386"
"221","0.1363434268867248","0.1363434268867248","0.1363434268867248"
"222","0.14424994667352814","0.14424994667352814","0.14424994667352814"
"223","0.13572688519427892","0.13572688519427892","0.13572688519427892"
"224","0.1319497044669833","0.1319497044669833","0.1319497044669833"
"225","0.14266875331117923","0.14266875331117923","0.14266875331117923"
"226","0.13388014188828265","0.13388014188828265","0.13388014188828265"
"227","0.13285069505982702","0.13285069505982702","0.13285069505982702"
"228","0.13979650731283635","0.13979650731283635","0.13979650731283635"
"229","0.12569271221418998","0.12569271221418998","0.12569271221418998"
"230","0.13139627205206997","0.13139627205206997","0.13139627205206997"
"231","0.11913670463914955","0.11913670463914955","0.11913670463914955"
"232","0.13422569795507008","0.13422569795507008","0.13422569795507008"
"233","0.12043863910414952","0.12043863910414952","0.12043863910414952"
"234","0.12875949796403913","0.12875949796403913","0.12875949796403913"
"235","0.12374502291805545","0.12374502291805545","0.12374502291805545"
"236","0.12580600223159158","0.12580600223159158","0.12580600223159158"
"237","0.1145223765012021","0.1145223765012021","0.1145223765012021"
"238","0.12264613540747199","0.12264613540747199","0.12264613540747199"
"239","0.12269453802911828","0.12269453802911828","0.12269453802911828"
"240","0.11617546285514718","0.11617546285514718","0.11617546285514718"
"241","0.13734821621053434","0.13734821621053434","0.13734821621053434"
"242","0.11238523851729988","0.11238523851729988","0.11238523851729988"
"243","0.11988469530456726","0.11988469530456726","0.11988469530456726"
"244","0.1211764718095714","0.1211764718095714","0.1211764718095714"
"245","0.12493046413795879","0.12493046413795879","0.12493046413795879"
"246","0.11674919056008992","0.11674919056008992","0.11674919056008992"
"247","0.1170885339079608","0.1170885339079608","0.1170885339079608"
"248","0.11701099051727777","0.11701099051727777","0.11701099051727777"
"249","0.11078928687168178","0.11078928687168178","0.11078928687168178"
"250","0.12100577502467277","0.12100577502467277","0.12100577502467277"
"251","0.10982373003789528","0.10982373003789528","0.10982373003789528"
"252","0.12204084697335889","0.12204084697335889","0.12204084697335889"
"253","0.12084243027429513","0.12084243027429513","0.12084243027429513"
"254","0.11164805225319621","0.11164805225319621","0.11164805225319621"
"255","0.11854040876148633","0.11854040876148633","0.11854040876148633"
"256","0.1248896260361938","0.1248896260361938","0.1248896260361938"
"257","0.11269153176444299","0.11269153176444299","0.11269153176444299"
"258","0.10901382267631965","0.10901382267631965","0.10901382267631965"
"259","0.10071801589005686","0.10071801589005686","0.10071801589005686"
"260","0.11194678224085054","0.11194678224085054","0.11194678224085054"
"261","0.11297701031400932","0.11297701031400932","0.11297701031400932"
"262","0.10648341735798275","0.10648341735798275","0.10648341735798275"
"263","0.1061566145714287","0.1061566145714287","0.1061566145714287"
"264","0.10463800855182276","0.10463800855182276","0.10463800855182276"
"265","0.1146684014689064","0.1146684014689064","0.1146684014689064"
"266","0.11823169455090608","0.11823169455090608","0.11823169455090608"
"267","0.10531099088241319","0.10531099088241319","0.10531099088241319"
"268","0.11942614698286258","0.11942614698286258","0.11942614698286258"
"269","0.10275797122073899","0.10275797122073899","0.10275797122073899"
"270","0.11713915057288742","0.11713915057288742","0.11713915057288742"
"271","0.1021980118968064","0.1021980118968064","0.1021980118968064"
"272","0.10048994778694767","0.10048994778694767","0.10048994778694767"
"273","0.09465723445708048","0.09465723445708048","0.09465723445708048"
"274","0.10435438618543104","0.10435438618543104","0.10435438618543104"
"275","0.10629732553058174","0.10629732553058174","0.10629732553058174"
"276","0.12556600528683393","0.12556600528683393","0.12556600528683393"
"277","0.1082511874190667","0.1082511874190667","0.1082511874190667"
"278","0.09375351605446798","0.09375351605446798","0.09375351605446798"
"279","0.11443247077372731","0.11443247077372731","0.11443247077372731"
"280","0.10032147903271502","0.10032147903271502","0.10032147903271502"
"281","0.10345371489991889","0.10345371489991889","0.10345371489991889"
"282","0.11354617090188221","0.11354617090188221","0.11354617090188221"
"283","0.10522566242743328","0.10522566242743328","0.10522566242743328"
"284","0.0987877457588215","0.0987877457588215","0.0987877457588215"
"285","0.10171767427394285","0.10171767427394285","0.10171767427394285"
"286","0.09191755920542365","0.09191755920542365","0.09191755920542365"
"287","0.10586157348263371","0.10586157348263371","0.10586157348263371"
"288","0.10221401980384302","0.10221401980384302","0.10221401980384302"
"289","0.12464230848894373","0.12464230848894373","0.12464230848894373"
"290","0.11214930471215653","0.11214930471215653","0.11214930471215653"
"291","0.09417616578322875","0.09417616578322875","0.09417616578322875"
"292","0.11063629600459285","0.11063629600459285","0.11063629600459285"
"293","0.09868134684149688","0.09868134684149688","0.09868134684149688"
"294","0.09887220778461012","0.09887220778461012","0.09887220778461012"
"295","0.11853972417328358","0.11853972417328358","0.11853972417328358"
"296","0.09521290889153411","0.09521290889153411","0.09521290889153411"
"297","0.1059620149382287","0.1059620149382287","0.1059620149382287"
"298","0.10038066554067036","0.10038066554067036","0.10038066554067036"
"299","0.09447276863570854","0.09447276863570854","0.09447276863570854"
"300","0.10798139073583116","0.10798139073583116","0.10798139073583116"
"301","0.1022961262316818","0.1022961262316818","0.1022961262316818"
"302","0.0938071711779316","0.0938071711779316","0.0938071711779316"
"303","0.11245545877865186","0.11245545877865186","0.11245545877865186"
"304","0.09003095400538667","0.09003095400538667","0.09003095400538667"
"305","0.0916121182827229","0.0916121182827229","0.0916121182827229"
"306","0.08661626701097919","0.08661626701097919","0.08661626701097919"
"307","0.093253326049324","0.093253326049324","0.093253326049324"
"308","0.1022438056146146","0.1022438056146146","0.1022438056146146"
"309","0.094162575447342","0.094162575447342","0.094162575447342"
"310","0.08672777787530102","0.08672777787530102","0.08672777787530102"
"311","0.07808627132380384","0.07808627132380384","0.07808627132380384"
"312","0.09338467096641145","0.09338467096641145","0.09338467096641145"
"313","0.08669020863397499","0.08669020863397499","0.08669020863397499"
"314","0.09105379470467265","0.09105379470467265","0.09105379470467265"
"315","0.0945315385960127","0.0945315385960127","0.0945315385960127"
"316","0.08828581770747528","0.08828581770747528","0.08828581770747528"
"317","0.09030719787003685","0.09030719787003685","0.09030719787003685"
"318","0.08464678446917402","0.08464678446917402","0.08464678446917402"
"319","0.09344154202716004","0.09344154202716004","0.09344154202716004"
"320","0.08078353769793002","0.08078353769793002","0.08078353769793002"
"321","0.08227628656499257","0.08227628656499257","0.08227628656499257"
"322","0.08838854155592424","0.08838854155592424","0.08838854155592424"
"323","0.0868436359125553","0.0868436359125553","0.0868436359125553"
"324","0.08878928102595654","0.08878928102595654","0.08878928102595654"
"325","0.0852758522920368","0.0852758522920368","0.0852758522920368"
"326","0.07822798992483178","0.07822798992483178","0.07822798992483178"
"327","0.08849034772369099","0.08849034772369099","0.08849034772369099"
"328","0.08216053067937233","0.08216053067937233","0.08216053067937233"
"329","0.0896446827095887","0.0896446827095887","0.0896446827095887"
"330","0.08547099335542815","0.08547099335542815","0.08547099335542815"
"331","0.08321934380453706","0.08321934380453706","0.08321934380453706"
"332","0.0772471280008744","0.0772471280008744","0.0772471280008744"
"333","0.09126782882024775","0.09126782882024775","0.09126782882024775"
"334","0.08948665618571953","0.08948665618571953","0.08948665618571953"
"335","0.07908368260191892","0.07908368260191892","0.07908368260191892"
"336","0.08686915313368108","0.08686915313368108","0.08686915313368108"
"337","0.09490054206785219","0.09490054206785219","0.09490054206785219"
"338","0.08497585604521234","0.08497585604521234","0.08497585604521234"
"339","0.09332319277125845","0.09332319277125845","0.09332319277125845"
"340","0.09101646017606445","0.09101646017606445","0.09101646017606445"
"341","0.08501433138750256","0.08501433138750256","0.08501433138750256"
"342","0.092700692096264","0.092700692096264","0.092700692096264"
"343","0.08179275150869983","0.08179275150869983","0.08179275150869983"
"344","0.07802515889055846","0.07802515889055846","0.07802515889055846"
"345","0.08955507119055621","0.08955507119055621","0.08955507119055621"
"346","0.09239540377194567","0.09239540377194567","0.09239540377194567"
"347","0.09380223063257137","0.09380223063257137","0.09380223063257137"
"348","0.08422528514725205","0.08422528514725205","0.08422528514725205"
"349","0.0934999375445152","0.0934999375445152","0.0934999375445152"
"350","0.08776778786951228","0.08776778786951228","0.08776778786951228"
"351","0.08687496798044993","0.08687496798044993","0.08687496798044993"
"352","0.07967787401739367","0.07967787401739367","0.07967787401739367"
"353","0.08486045779837861","0.08486045779837861","0.08486045779837861"
"354","0.08824033945830963","0.08824033945830963","0.08824033945830963"
"355","0.08272654994974092","0.08272654994974092","0.08272654994974092"
"356","0.07784437228344095","0.07784437228344095","0.07784437228344095"
"357","0.07491781373754923","0.07491781373754923","0.07491781373754923"
"358","0.09418982559765349","0.09418982559765349","0.09418982559765349"
"359","0.08034562182123113","0.08034562182123113","0.08034562182123113"
"360","0.08354522243717423","0.08354522243717423","0.08354522243717423"
"361","0.0824126374436695","0.0824126374436695","0.0824126374436695"
"362","0.08471742501919222","0.08471742501919222","0.08471742501919222"
"363","0.08449597279046495","0.08449597279046495","0.08449597279046495"
"364","0.07381499575232257","0.07381499575232257","0.07381499575232257"
"365","0.08489558838832076","0.08489558838832076","0.08489558838832076"
"366","0.0771780464528535","0.0771780464528535","0.0771780464528535"
"367","0.07565170912654225","0.07565170912654225","0.07565170912654225"
"368","0.07740844401127539","0.07740844401127539","0.07740844401127539"
"369","0.08502229590929153","0.08502229590929153","0.08502229590929153"
"370","0.0956471075686918","0.0956471075686918","0.0956471075686918"
"371","0.09485361437609292","0.09485361437609292","0.09485361437609292"
"372","0.08185658820050763","0.08185658820050763","0.08185658820050763"
"373","0.07424545928147121","0.07424545928147121","0.07424545928147121"
"374","0.07970849604660908","0.07970849604660908","0.07970849604660908"
"375","0.07490319685314115","0.07490319685314115","0.07490319685314115"
"376","0.07531194623196585","0.07531194623196585","0.07531194623196585"
"377","0.08472260537312507","0.08472260537312507","0.08472260537312507"
"378","0.07323663996485337","0.07323663996485337","0.07323663996485337"
"379","0.0772790569573916","0.0772790569573916","0.0772790569573916"
"380","0.06873217091842758","0.06873217091842758","0.06873217091842758"
"381","0.0853232736074925","0.0853232736074925","0.0853232736074925"
"382","0.08360163773581522","0.08360163773581522","0.08360163773581522"
"383","0.08097881430568549","0.08097881430568549","0.08097881430568549"
"384","0.0801323289197573","0.0801323289197573","0.0801323289197573"
"385","0.08011978146971852","0.08011978146971852","0.08011978146971852"
"386","0.07275848078643206","0.07275848078643206","0.07275848078643206"
"387","0.0759238382231142","0.0759238382231142","0.0759238382231142"
"388","0.08694268498992885","0.08694268498992885","0.08694268498992885"
"389","0.07677166622618181","0.07677166622618181","0.07677166622618181"
"390","0.07052310676588416","0.07052310676588416","0.07052310676588416"
"391","0.06489249468709238","0.06489249468709238","0.06489249468709238"
"392","0.07066202046301648","0.07066202046301648","0.07066202046301648"
"393","0.08853672997680087","0.08853672997680087","0.08853672997680087"
"394","0.07223053471215599","0.07223053471215599","0.07223053471215599"
"395","0.08058821821226564","0.08058821821226564","0.08058821821226564"
"396","0.07899880470246778","0.07899880470246778","0.07899880470246778"
"397","0.07314955491121582","0.07314955491121582","0.07314955491121582"
"398","0.07937537936611753","0.07937537936611753","0.07937537936611753"
"399","0.087371077298422","0.087371077298422","0.087371077298422"
"400","0.08140593778924282","0.08140593778924282","0.08140593778924282"
"401","0.09944471069151041","0.09944471069151041","0.09944471069151041"
"402","0.06530452783385654","0.06530452783385654","0.06530452783385654"
"403","0.07762989116807929","0.07762989116807929","0.07762989116807929"
"404","0.08642349527352702","0.08642349527352702","0.08642349527352702"
"405","0.0853112488669252","0.0853112488669252","0.0853112488669252"
"406","0.07503082049531301","0.07503082049531301","0.07503082049531301"
"407","0.080677014722851","0.080677014722851","0.080677014722851"
"408","0.08066808270515557","0.08066808270515557","0.08066808270515557"
"409","0.06607334084153521","0.06607334084153521","0.06607334084153521"
"410","0.07927455509684261","0.07927455509684261","0.07927455509684261"
"411","0.07793389015225524","0.07793389015225524","0.07793389015225524"
"412","0.08114990620464593","0.08114990620464593","0.08114990620464593"
"413","0.07580542088120817","0.07580542088120817","0.07580542088120817"
"414","0.08431303610343584","0.08431303610343584","0.08431303610343584"
"415","0.07241744460322573","0.07241744460322573","0.07241744460322573"
"416","0.07573733352055492","0.07573733352055492","0.07573733352055492"
"417","0.07223209082929467","0.07223209082929467","0.07223209082929467"
"418","0.07745684428376039","0.07745684428376039","0.07745684428376039"
"419","0.06155087840271106","0.06155087840271106","0.06155087840271106"
"420","0.0709196702234256","0.0709196702234256","0.0709196702234256"
"421","0.0710212786913012","0.0710212786913012","0.0710212786913012"
"422","0.06967559808747596","0.06967559808747596","0.06967559808747596"
"423","0.08446828683158941","0.08446828683158941","0.08446828683158941"
"424","0.06435405956926649","0.06435405956926649","0.06435405956926649"
"425","0.07026679279639533","0.07026679279639533","0.07026679279639533"
"426","0.0992216424800127","0.0992216424800127","0.0992216424800127"
"427","0.08176555870185674","0.08176555870185674","0.08176555870185674"
"428","0.07389931957498852","0.07389931957498852","0.07389931957498852"
"429","0.06855444663337087","0.06855444663337087","0.06855444663337087"
"430","0.07938672224515778","0.07938672224515778","0.07938672224515778"
"431","0.05962306710349875","0.05962306710349875","0.05962306710349875"
"432","0.06896790531521917","0.06896790531521917","0.06896790531521917"
"433","0.06641840884054143","0.06641840884054143","0.06641840884054143"
"434","0.07511741584753","0.07511741584753","0.07511741584753"
"435","0.07048643607418384","0.07048643607418384","0.07048643607418384"
"436","0.06877127586733908","0.06877127586733908","0.06877127586733908"
"437","0.06866124288247132","0.06866124288247132","0.06866124288247132"
"438","0.0756154698710474","0.0756154698710474","0.0756154698710474"
"439","0.06867816610540732","0.06867816610540732","0.06867816610540732"
"440","0.06622926975749999","0.06622926975749999","0.06622926975749999"
"441","0.0678232451851738","0.0678232451851738","0.0678232451851738"
"442","0.07123499851569119","0.07123499851569119","0.07123499851569119"
"443","0.06689701717780162","0.06689701717780162","0.06689701717780162"
"444","0.08040311726443769","0.08040311726443769","0.08040311726443769"
"445","0.06631136039094573","0.06631136039094573","0.06631136039094573"
