"Step","DRWKV4-halfcheetah-medium-v2-6b586dc9 - train_loss","DRWKV4-halfcheetah-medium-v2-6b586dc9 - train_loss__MIN","DRWKV4-halfcheetah-medium-v2-6b586dc9 - train_loss__MAX"
"42","0.6332215410668006","0.6332215410668006","0.6332215410668006"
"43","0.6272854541965021","0.6272854541965021","0.6272854541965021"
"44","0.6142647921025527","0.6142647921025527","0.6142647921025527"
"45","0.6472886444621817","0.6472886444621817","0.6472886444621817"
"46","0.6063468545953452","0.6063468545953452","0.6063468545953452"
"47","0.5979753416430136","0.5979753416430136","0.5979753416430136"
"48","0.622996876349583","0.622996876349583","0.622996876349583"
"49","0.6159328924502361","0.6159328924502361","0.6159328924502361"
"50","0.6166161620045969","0.6166161620045969","0.6166161620045969"
"51","0.5888422427943623","0.5888422427943623","0.5888422427943623"
"52","0.6100439390743964","0.6100439390743964","0.6100439390743964"
"53","0.6029365237119658","0.6029365237119658","0.6029365237119658"
"54","0.6030171053891081","0.6030171053891081","0.6030171053891081"
"55","0.5898943858866822","0.5898943858866822","0.5898943858866822"
"56","0.5989525962893062","0.5989525962893062","0.5989525962893062"
"57","0.5992488148872694","0.5992488148872694","0.5992488148872694"
"58","0.5875956703145871","0.5875956703145871","0.5875956703145871"
"59","0.5896244682537958","0.5896244682537958","0.5896244682537958"
"60","0.5909067641594445","0.5909067641594445","0.5909067641594445"
"61","0.57155627781595","0.57155627781595","0.57155627781595"
"62","0.5731551064174175","0.5731551064174175","0.5731551064174175"
"63","0.5643986875517958","0.5643986875517958","0.5643986875517958"
"64","0.5779714153359481","0.5779714153359481","0.5779714153359481"
"65","0.5621513260058547","0.5621513260058547","0.5621513260058547"
"66","0.5683381555414648","0.5683381555414648","0.5683381555414648"
"67","0.5570005968125686","0.5570005968125686","0.5570005968125686"
"68","0.557225717956285","0.557225717956285","0.557225717956285"
"69","0.5499940846733744","0.5499940846733744","0.5499940846733744"
"70","0.546752558200078","0.546752558200078","0.546752558200078"
"71","0.5390567800007202","0.5390567800007202","0.5390567800007202"
"72","0.542377437998194","0.542377437998194","0.542377437998194"
"73","0.5285256874552187","0.5285256874552187","0.5285256874552187"
"74","0.5366294549655802","0.5366294549655802","0.5366294549655802"
"75","0.5194054057894515","0.5194054057894515","0.5194054057894515"
"76","0.5305907261014297","0.5305907261014297","0.5305907261014297"
"77","0.5307202980801666","0.5307202980801666","0.5307202980801666"
"78","0.5258998118099589","0.5258998118099589","0.5258998118099589"
"79","0.5126365505427752","0.5126365505427752","0.5126365505427752"
"80","0.5269651458428459","0.5269651458428459","0.5269651458428459"
"81","0.517077400679318","0.517077400679318","0.517077400679318"
"82","0.49742041837068335","0.49742041837068335","0.49742041837068335"
"83","0.5035163522759857","0.5035163522759857","0.5035163522759857"
"84","0.5041883419301998","0.5041883419301998","0.5041883419301998"
"85","0.4802799203645182","0.4802799203645182","0.4802799203645182"
"86","0.4922281927673715","0.4922281927673715","0.4922281927673715"
"87","0.47595381240534285","0.47595381240534285","0.47595381240534285"
"88","0.4898180338209543","0.4898180338209543","0.4898180338209543"
"89","0.48356592604898835","0.48356592604898835","0.48356592604898835"
"90","0.47256090073559986","0.47256090073559986","0.47256090073559986"
"91","0.4879002212736419","0.4879002212736419","0.4879002212736419"
"92","0.4548067464108291","0.4548067464108291","0.4548067464108291"
"93","0.4664318661033702","0.4664318661033702","0.4664318661033702"
"94","0.46087631993638817","0.46087631993638817","0.46087631993638817"
"95","0.449302893224447","0.449302893224447","0.449302893224447"
"96","0.4620382901010937","0.4620382901010937","0.4620382901010937"
"97","0.45084576998061093","0.45084576998061093","0.45084576998061093"
"98","0.45173097153273556","0.45173097153273556","0.45173097153273556"
"99","0.4510359718274788","0.4510359718274788","0.4510359718274788"
"100","0.4368321720007538","0.4368321720007538","0.4368321720007538"
"101","0.43479176120056817","0.43479176120056817","0.43479176120056817"
"102","0.4358564193317959","0.4358564193317959","0.4358564193317959"
"103","0.44434681950541277","0.44434681950541277","0.44434681950541277"
"104","0.4239183826007408","0.4239183826007408","0.4239183826007408"
"105","0.4242245643058407","0.4242245643058407","0.4242245643058407"
"106","0.40852803701879226","0.40852803701879226","0.40852803701879226"
"107","0.421918145525215","0.421918145525215","0.421918145525215"
"108","0.41115009781063216","0.41115009781063216","0.41115009781063216"
"109","0.40057772360948357","0.40057772360948357","0.40057772360948357"
"110","0.4052950794989086","0.4052950794989086","0.4052950794989086"
"111","0.4022700107168904","0.4022700107168904","0.4022700107168904"
"112","0.3942737835441939","0.3942737835441939","0.3942737835441939"
"113","0.3922857362927375","0.3922857362927375","0.3922857362927375"
"114","0.40094500805941374","0.40094500805941374","0.40094500805941374"
"115","0.381699089574959","0.381699089574959","0.381699089574959"
"116","0.40221515825856785","0.40221515825856785","0.40221515825856785"
"117","0.3719539929263236","0.3719539929263236","0.3719539929263236"
"118","0.3841573820916479","0.3841573820916479","0.3841573820916479"
"119","0.3705734824279852","0.3705734824279852","0.3705734824279852"
"120","0.3692862460854467","0.3692862460854467","0.3692862460854467"
"121","0.3699102687284173","0.3699102687284173","0.3699102687284173"
"122","0.3751105982863257","0.3751105982863257","0.3751105982863257"
"123","0.365147143202847","0.365147143202847","0.365147143202847"
"124","0.3496239216054236","0.3496239216054236","0.3496239216054236"
"125","0.3615312314862178","0.3615312314862178","0.3615312314862178"
"126","0.3571351721552696","0.3571351721552696","0.3571351721552696"
"127","0.35696457335314924","0.35696457335314924","0.35696457335314924"
"128","0.3345483693055693","0.3345483693055693","0.3345483693055693"
"129","0.3432170710237177","0.3432170710237177","0.3432170710237177"
"130","0.33218819688145634","0.33218819688145634","0.33218819688145634"
"131","0.3365051151314519","0.3365051151314519","0.3365051151314519"
"132","0.342990425946851","0.342990425946851","0.342990425946851"
"133","0.34811440546904937","0.34811440546904937","0.34811440546904937"
"134","0.32802823923646907","0.32802823923646907","0.32802823923646907"
"135","0.3286459972320197","0.3286459972320197","0.3286459972320197"
"136","0.32678736099804645","0.32678736099804645","0.32678736099804645"
"137","0.3226518901426374","0.3226518901426374","0.3226518901426374"
"138","0.32528928506845756","0.32528928506845756","0.32528928506845756"
"139","0.31799229451572325","0.31799229451572325","0.31799229451572325"
"140","0.30659687209994474","0.30659687209994474","0.30659687209994474"
"141","0.3143652233832099","0.3143652233832099","0.3143652233832099"
"142","0.31463275917705846","0.31463275917705846","0.31463275917705846"
"143","0.32074803182509926","0.32074803182509926","0.32074803182509926"
"144","0.32025114225086637","0.32025114225086637","0.32025114225086637"
"145","0.2943799292824266","0.2943799292824266","0.2943799292824266"
"146","0.305068629548238","0.305068629548238","0.305068629548238"
"147","0.282109555330928","0.282109555330928","0.282109555330928"
"148","0.31253976787953486","0.31253976787953486","0.31253976787953486"
"149","0.2880283937133534","0.2880283937133534","0.2880283937133534"
"150","0.2832691062639825","0.2832691062639825","0.2832691062639825"
"151","0.2873781093643694","0.2873781093643694","0.2873781093643694"
"152","0.29998737349692406","0.29998737349692406","0.29998737349692406"
"153","0.2946382422737693","0.2946382422737693","0.2946382422737693"
"154","0.28218569275812916","0.28218569275812916","0.28218569275812916"
"155","0.28153850374343675","0.28153850374343675","0.28153850374343675"
"156","0.28038467827724595","0.28038467827724595","0.28038467827724595"
"157","0.2657234724583001","0.2657234724583001","0.2657234724583001"
"158","0.2647186167907048","0.2647186167907048","0.2647186167907048"
"159","0.25694382610405314","0.25694382610405314","0.25694382610405314"
"160","0.2675668009487543","0.2675668009487543","0.2675668009487543"
"161","0.2592156421458137","0.2592156421458137","0.2592156421458137"
"162","0.2483843450207349","0.2483843450207349","0.2483843450207349"
"163","0.24820592823520057","0.24820592823520057","0.24820592823520057"
"164","0.2533359132784451","0.2533359132784451","0.2533359132784451"
"165","0.2526850035962646","0.2526850035962646","0.2526850035962646"
"166","0.2427239021852295","0.2427239021852295","0.2427239021852295"
"167","0.25456507354397323","0.25456507354397323","0.25456507354397323"
"168","0.23047184851607738","0.23047184851607738","0.23047184851607738"
"169","0.24174588810557965","0.24174588810557965","0.24174588810557965"
"170","0.2373546343141392","0.2373546343141392","0.2373546343141392"
"171","0.2241640921906223","0.2241640921906223","0.2241640921906223"
"172","0.24051317180389653","0.24051317180389653","0.24051317180389653"
"173","0.24063373004062882","0.24063373004062882","0.24063373004062882"
"174","0.23954717851826987","0.23954717851826987","0.23954717851826987"
"175","0.225196764897416","0.225196764897416","0.225196764897416"
"176","0.23655067861239853","0.23655067861239853","0.23655067861239853"
"177","0.2234964935998559","0.2234964935998559","0.2234964935998559"
"178","0.21426318767122343","0.21426318767122343","0.21426318767122343"
"179","0.2167281678614745","0.2167281678614745","0.2167281678614745"
"180","0.2161826555376012","0.2161826555376012","0.2161826555376012"
"181","0.21141247722886378","0.21141247722886378","0.21141247722886378"
"182","0.211670180319863","0.211670180319863","0.211670180319863"
"183","0.21478050176477373","0.21478050176477373","0.21478050176477373"
"184","0.2053744155258524","0.2053744155258524","0.2053744155258524"
"185","0.20712560831364143","0.20712560831364143","0.20712560831364143"
"186","0.21816485445825343","0.21816485445825343","0.21816485445825343"
"187","0.2045637961834873","0.2045637961834873","0.2045637961834873"
"188","0.20157702282868853","0.20157702282868853","0.20157702282868853"
"189","0.19577256057115772","0.19577256057115772","0.19577256057115772"
"190","0.20114380004037216","0.20114380004037216","0.20114380004037216"
"191","0.21834764360980957","0.21834764360980957","0.21834764360980957"
"192","0.19901640356351719","0.19901640356351719","0.19901640356351719"
"193","0.19577518784587244","0.19577518784587244","0.19577518784587244"
"194","0.1916744193381458","0.1916744193381458","0.1916744193381458"
"195","0.19739292653461582","0.19739292653461582","0.19739292653461582"
"196","0.185756208802233","0.185756208802233","0.185756208802233"
"197","0.202886505802059","0.202886505802059","0.202886505802059"
"198","0.1883974222664348","0.1883974222664348","0.1883974222664348"
"199","0.1926400371774467","0.1926400371774467","0.1926400371774467"
"200","0.18872566060740734","0.18872566060740734","0.18872566060740734"
"201","0.18019158620604325","0.18019158620604325","0.18019158620604325"
"202","0.16978277915439258","0.16978277915439258","0.16978277915439258"
"203","0.16869997351855856","0.16869997351855856","0.16869997351855856"
"204","0.18415798332191796","0.18415798332191796","0.18415798332191796"
"205","0.1761865970767183","0.1761865970767183","0.1761865970767183"
"206","0.17937116003629947","0.17937116003629947","0.17937116003629947"
"207","0.168878839898427","0.168878839898427","0.168878839898427"
"208","0.17282761879798456","0.17282761879798456","0.17282761879798456"
"209","0.17377090716059426","0.17377090716059426","0.17377090716059426"
"210","0.17670234510666774","0.17670234510666774","0.17670234510666774"
"211","0.15901115264685928","0.15901115264685928","0.15901115264685928"
"212","0.18361886827770768","0.18361886827770768","0.18361886827770768"
"213","0.17779177962507936","0.17779177962507936","0.17779177962507936"
"214","0.1659258770114162","0.1659258770114162","0.1659258770114162"
"215","0.17320234060053297","0.17320234060053297","0.17320234060053297"
"216","0.1437925763425769","0.1437925763425769","0.1437925763425769"
"217","0.15443286208637594","0.15443286208637594","0.15443286208637594"
"218","0.15635155668569392","0.15635155668569392","0.15635155668569392"
"219","0.15822729001058772","0.15822729001058772","0.15822729001058772"
"220","0.14603515674760117","0.14603515674760117","0.14603515674760117"
"221","0.14195432867273503","0.14195432867273503","0.14195432867273503"
"222","0.1490277260979535","0.1490277260979535","0.1490277260979535"
"223","0.15550594714703003","0.15550594714703003","0.15550594714703003"
"224","0.1595119084582561","0.1595119084582561","0.1595119084582561"
"225","0.16618600449169446","0.16618600449169446","0.16618600449169446"
"226","0.15109583561597512","0.15109583561597512","0.15109583561597512"
"227","0.15641726566321745","0.15641726566321745","0.15641726566321745"
"228","0.1531607049300358","0.1531607049300358","0.1531607049300358"
"229","0.1432886342638954","0.1432886342638954","0.1432886342638954"
"230","0.13435359971469185","0.13435359971469185","0.13435359971469185"
"231","0.14838980008212488","0.14838980008212488","0.14838980008212488"
"232","0.14147327681880065","0.14147327681880065","0.14147327681880065"
"233","0.1453813003477819","0.1453813003477819","0.1453813003477819"
"234","0.1421956966992156","0.1421956966992156","0.1421956966992156"
"235","0.146644299400032","0.146644299400032","0.146644299400032"
"236","0.13308471114303383","0.13308471114303383","0.13308471114303383"
"237","0.1460810681156147","0.1460810681156147","0.1460810681156147"
"238","0.13841991604610737","0.13841991604610737","0.13841991604610737"
"239","0.13020251059534615","0.13020251059534615","0.13020251059534615"
"240","0.13924834883707787","0.13924834883707787","0.13924834883707787"
"241","0.14034487609791135","0.14034487609791135","0.14034487609791135"
"242","0.16027052412141501","0.16027052412141501","0.16027052412141501"
"243","0.14019749566080073","0.14019749566080073","0.14019749566080073"
"244","0.13557889963935252","0.13557889963935252","0.13557889963935252"
"245","0.12841491570617908","0.12841491570617908","0.12841491570617908"
"246","0.13533971540230572","0.13533971540230572","0.13533971540230572"
"247","0.12947351175384153","0.12947351175384153","0.12947351175384153"
"248","0.13660096954783754","0.13660096954783754","0.13660096954783754"
"249","0.14048783563519598","0.14048783563519598","0.14048783563519598"
"250","0.13172811534954373","0.13172811534954373","0.13172811534954373"
"251","0.13507856541179547","0.13507856541179547","0.13507856541179547"
"252","0.13061439936465755","0.13061439936465755","0.13061439936465755"
"253","0.12350722851024727","0.12350722851024727","0.12350722851024727"
"254","0.1370471956735695","0.1370471956735695","0.1370471956735695"
"255","0.11834207203670465","0.11834207203670465","0.11834207203670465"
"256","0.12304149198030241","0.12304149198030241","0.12304149198030241"
"257","0.13882759501758174","0.13882759501758174","0.13882759501758174"
"258","0.1308349540168471","0.1308349540168471","0.1308349540168471"
"259","0.12378897917669261","0.12378897917669261","0.12378897917669261"
"260","0.13297035820204678","0.13297035820204678","0.13297035820204678"
"261","0.11069847814353317","0.11069847814353317","0.11069847814353317"
"262","0.11898600677083956","0.11898600677083956","0.11898600677083956"
"263","0.12420087364682106","0.12420087364682106","0.12420087364682106"
"264","0.12463617057973805","0.12463617057973805","0.12463617057973805"
"265","0.14733456144792356","0.14733456144792356","0.14733456144792356"
"266","0.12235638363576745","0.12235638363576745","0.12235638363576745"
"267","0.1241002830947434","0.1241002830947434","0.1241002830947434"
"268","0.12021412413269286","0.12021412413269286","0.12021412413269286"
"269","0.10971385338753163","0.10971385338753163","0.10971385338753163"
"270","0.11013108413539219","0.11013108413539219","0.11013108413539219"
"271","0.11311181772086609","0.11311181772086609","0.11311181772086609"
"272","0.13499811893618427","0.13499811893618427","0.13499811893618427"
"273","0.11659388468281656","0.11659388468281656","0.11659388468281656"
"274","0.11033438294002237","0.11033438294002237","0.11033438294002237"
"275","0.10831652513272395","0.10831652513272395","0.10831652513272395"
"276","0.12388218510325141","0.12388218510325141","0.12388218510325141"
"277","0.11920701534253482","0.11920701534253482","0.11920701534253482"
"278","0.11218895946497584","0.11218895946497584","0.11218895946497584"
"279","0.12305168234801676","0.12305168234801676","0.12305168234801676"
"280","0.13759286296392537","0.13759286296392537","0.13759286296392537"
"281","0.10456795838839801","0.10456795838839801","0.10456795838839801"
"282","0.11297289044679734","0.11297289044679734","0.11297289044679734"
"283","0.10845176407465616","0.10845176407465616","0.10845176407465616"
"284","0.10677795091370412","0.10677795091370412","0.10677795091370412"
"285","0.10638324720521218","0.10638324720521218","0.10638324720521218"
"286","0.11315208791828013","0.11315208791828013","0.11315208791828013"
"287","0.10935022909346137","0.10935022909346137","0.10935022909346137"
"288","0.10849068397457794","0.10849068397457794","0.10849068397457794"
"289","0.11197172987174715","0.11197172987174715","0.11197172987174715"
"290","0.11495516715959907","0.11495516715959907","0.11495516715959907"
"291","0.1046594478510413","0.1046594478510413","0.1046594478510413"
"292","0.10556831527349664","0.10556831527349664","0.10556831527349664"
"293","0.11546205601344439","0.11546205601344439","0.11546205601344439"
"294","0.10019017105632066","0.10019017105632066","0.10019017105632066"
"295","0.1233721959900137","0.1233721959900137","0.1233721959900137"
"296","0.10703829692380978","0.10703829692380978","0.10703829692380978"
"297","0.10505713670091725","0.10505713670091725","0.10505713670091725"
"298","0.12507723059297754","0.12507723059297754","0.12507723059297754"
"299","0.10669374306395024","0.10669374306395024","0.10669374306395024"
"300","0.09099217054989643","0.09099217054989643","0.09099217054989643"
"301","0.09702172912753936","0.09702172912753936","0.09702172912753936"
"302","0.11069281335177582","0.11069281335177582","0.11069281335177582"
"303","0.10132880444642174","0.10132880444642174","0.10132880444642174"
"304","0.09689099823493864","0.09689099823493864","0.09689099823493864"
"305","0.10024817272953943","0.10024817272953943","0.10024817272953943"
"306","0.0964929220616462","0.0964929220616462","0.0964929220616462"
"307","0.09852506262978773","0.09852506262978773","0.09852506262978773"
"308","0.10528387314513107","0.10528387314513107","0.10528387314513107"
"309","0.11719356367619406","0.11719356367619406","0.11719356367619406"
"310","0.09103142849944335","0.09103142849944335","0.09103142849944335"
"311","0.11030979310587301","0.11030979310587301","0.11030979310587301"
"312","0.10012357016252332","0.10012357016252332","0.10012357016252332"
"313","0.09191043602029068","0.09191043602029068","0.09191043602029068"
"314","0.10030374615161236","0.10030374615161236","0.10030374615161236"
"315","0.11705424956459466","0.11705424956459466","0.11705424956459466"
"316","0.09566378305909401","0.09566378305909401","0.09566378305909401"
"317","0.10805196641224435","0.10805196641224435","0.10805196641224435"
"318","0.10254623756096949","0.10254623756096949","0.10254623756096949"
"319","0.10981514219958054","0.10981514219958054","0.10981514219958054"
"320","0.10855355419376193","0.10855355419376193","0.10855355419376193"
"321","0.09216738731377755","0.09216738731377755","0.09216738731377755"
"322","0.10332786877571579","0.10332786877571579","0.10332786877571579"
"323","0.08422565196420079","0.08422565196420079","0.08422565196420079"
"324","0.09886967950274653","0.09886967950274653","0.09886967950274653"
"325","0.10722591574372843","0.10722591574372843","0.10722591574372843"
"326","0.09631066624772304","0.09631066624772304","0.09631066624772304"
"327","0.10694219704966086","0.10694219704966086","0.10694219704966086"
"328","0.09797212286208408","0.09797212286208408","0.09797212286208408"
"329","0.08937220294030762","0.08937220294030762","0.08937220294030762"
"330","0.1038043839975563","0.1038043839975563","0.1038043839975563"
"331","0.09128827158974329","0.09128827158974329","0.09128827158974329"
"332","0.10729894493035863","0.10729894493035863","0.10729894493035863"
"333","0.09986387124346914","0.09986387124346914","0.09986387124346914"
"334","0.09617295297292336","0.09617295297292336","0.09617295297292336"
"335","0.08558902799988986","0.08558902799988986","0.08558902799988986"
"336","0.1003091572598746","0.1003091572598746","0.1003091572598746"
"337","0.08853389771210635","0.08853389771210635","0.08853389771210635"
"338","0.08358654592546932","0.08358654592546932","0.08358654592546932"
"339","0.09209486977849328","0.09209486977849328","0.09209486977849328"
"340","0.08573864153191893","0.08573864153191893","0.08573864153191893"
"341","0.09680933814545918","0.09680933814545918","0.09680933814545918"
"342","0.0975179837803252","0.0975179837803252","0.0975179837803252"
"343","0.08818346165011934","0.08818346165011934","0.08818346165011934"
"344","0.10220341270675858","0.10220341270675858","0.10220341270675858"
"345","0.08591003106244043","0.08591003106244043","0.08591003106244043"
"346","0.09505227161026793","0.09505227161026793","0.09505227161026793"
"347","0.11037137764718279","0.11037137764718279","0.11037137764718279"
"348","0.09148156552765555","0.09148156552765555","0.09148156552765555"
"349","0.08928310370547052","0.08928310370547052","0.08928310370547052"
"350","0.08716832785949413","0.08716832785949413","0.08716832785949413"
"351","0.08779632108540844","0.08779632108540844","0.08779632108540844"
"352","0.09875703497571366","0.09875703497571366","0.09875703497571366"
"353","0.09053975112131774","0.09053975112131774","0.09053975112131774"
"354","0.08463361144457668","0.08463361144457668","0.08463361144457668"
"355","0.09381528426779888","0.09381528426779888","0.09381528426779888"
"356","0.08383815706119262","0.08383815706119262","0.08383815706119262"
"357","0.09109598375006915","0.09109598375006915","0.09109598375006915"
"358","0.09028987460554892","0.09028987460554892","0.09028987460554892"
"359","0.09181974340240291","0.09181974340240291","0.09181974340240291"
"360","0.07978563878414507","0.07978563878414507","0.07978563878414507"
"361","0.0748140990215799","0.0748140990215799","0.0748140990215799"
"362","0.0978004069655511","0.0978004069655511","0.0978004069655511"
"363","0.0794681288550902","0.0794681288550902","0.0794681288550902"
"364","0.0918122337125147","0.0918122337125147","0.0918122337125147"
"365","0.09480635359630503","0.09480635359630503","0.09480635359630503"
"366","0.08178368915700225","0.08178368915700225","0.08178368915700225"
"367","0.08396082133047597","0.08396082133047597","0.08396082133047597"
"368","0.09070640236453474","0.09070640236453474","0.09070640236453474"
"369","0.08109966624448259","0.08109966624448259","0.08109966624448259"
"370","0.08288113336987978","0.08288113336987978","0.08288113336987978"
"371","0.0854890012587265","0.0854890012587265","0.0854890012587265"
"372","0.08223396299207339","0.08223396299207339","0.08223396299207339"
"373","0.08753363077238081","0.08753363077238081","0.08753363077238081"
"374","0.0820963735313458","0.0820963735313458","0.0820963735313458"
"375","0.08905097727326246","0.08905097727326246","0.08905097727326246"
"376","0.09202284596647635","0.09202284596647635","0.09202284596647635"
"377","0.08172784034201364","0.08172784034201364","0.08172784034201364"
"378","0.09433221945681389","0.09433221945681389","0.09433221945681389"
"379","0.08593479623525113","0.08593479623525113","0.08593479623525113"
"380","0.09070527009370724","0.09070527009370724","0.09070527009370724"
"381","0.08795623874264225","0.08795623874264225","0.08795623874264225"
"382","0.08763212573873087","0.08763212573873087","0.08763212573873087"
"383","0.08745272469435171","0.08745272469435171","0.08745272469435171"
"384","0.08173694012848963","0.08173694012848963","0.08173694012848963"
"385","0.09129484579727545","0.09129484579727545","0.09129484579727545"
"386","0.08063018168356019","0.08063018168356019","0.08063018168356019"
"387","0.08552360077507175","0.08552360077507175","0.08552360077507175"
"388","0.08712526206586722","0.08712526206586722","0.08712526206586722"
"389","0.08918852387750362","0.08918852387750362","0.08918852387750362"
"390","0.08243390731549534","0.08243390731549534","0.08243390731549534"
"391","0.07631296728716955","0.07631296728716955","0.07631296728716955"
"392","0.07914196365584067","0.07914196365584067","0.07914196365584067"
"393","0.09141604109457863","0.09141604109457863","0.09141604109457863"
"394","0.08145174286302109","0.08145174286302109","0.08145174286302109"
"395","0.08085236928452538","0.08085236928452538","0.08085236928452538"
"396","0.09276213735554972","0.09276213735554972","0.09276213735554972"
"397","0.09094160171911803","0.09094160171911803","0.09094160171911803"
"398","0.08159990483350492","0.08159990483350492","0.08159990483350492"
"399","0.07536541870583367","0.07536541870583367","0.07536541870583367"
"400","0.09010203335249618","0.09010203335249618","0.09010203335249618"
"401","0.08117920380529779","0.08117920380529779","0.08117920380529779"
"402","0.06539014542314023","0.06539014542314023","0.06539014542314023"
"403","0.07478824549070949","0.07478824549070949","0.07478824549070949"
"404","0.07398730346032269","0.07398730346032269","0.07398730346032269"
"405","0.0696880767747425","0.0696880767747425","0.0696880767747425"
"406","0.08153008302688544","0.08153008302688544","0.08153008302688544"
"407","0.08380501731322404","0.08380501731322404","0.08380501731322404"
"408","0.08122955566413136","0.08122955566413136","0.08122955566413136"
"409","0.07800641916421375","0.07800641916421375","0.07800641916421375"
"410","0.09303492048051937","0.09303492048051937","0.09303492048051937"
"411","0.08708597820045223","0.08708597820045223","0.08708597820045223"
"412","0.07714982189492392","0.07714982189492392","0.07714982189492392"
"413","0.09169489955892932","0.09169489955892932","0.09169489955892932"
"414","0.0826032171760484","0.0826032171760484","0.0826032171760484"
"415","0.07382275204000009","0.07382275204000009","0.07382275204000009"
"416","0.084315617269602","0.084315617269602","0.084315617269602"
"417","0.09492666333831662","0.09492666333831662","0.09492666333831662"
"418","0.08097368593936309","0.08097368593936309","0.08097368593936309"
"419","0.07726369141812939","0.07726369141812939","0.07726369141812939"
"420","0.10280320213577139","0.10280320213577139","0.10280320213577139"
"421","0.06787290139694506","0.06787290139694506","0.06787290139694506"
"422","0.08919598896622197","0.08919598896622197","0.08919598896622197"
"423","0.07667432041048095","0.07667432041048095","0.07667432041048095"
"424","0.08041261403582396","0.08041261403582396","0.08041261403582396"
"425","0.06690115529303173","0.06690115529303173","0.06690115529303173"
"426","0.08428508798715043","0.08428508798715043","0.08428508798715043"
"427","0.0725424066738689","0.0725424066738689","0.0725424066738689"
"428","0.09335490533810491","0.09335490533810491","0.09335490533810491"
"429","0.07118286721612922","0.07118286721612922","0.07118286721612922"
"430","0.08619613943068238","0.08619613943068238","0.08619613943068238"
"431","0.07444399709167104","0.07444399709167104","0.07444399709167104"
"432","0.08721328488076849","0.08721328488076849","0.08721328488076849"
"433","0.07679308333936709","0.07679308333936709","0.07679308333936709"
"434","0.0845464435406319","0.0845464435406319","0.0845464435406319"
"435","0.07605030569462361","0.07605030569462361","0.07605030569462361"
"436","0.08142741509860404","0.08142741509860404","0.08142741509860404"
"437","0.08351849639516512","0.08351849639516512","0.08351849639516512"
"438","0.07515583294823039","0.07515583294823039","0.07515583294823039"
"439","0.07747162912547764","0.07747162912547764","0.07747162912547764"
"440","0.07694753713015104","0.07694753713015104","0.07694753713015104"
"441","0.08810280484059063","0.08810280484059063","0.08810280484059063"
"442","0.07888919940041002","0.07888919940041002","0.07888919940041002"
"443","0.07768452492400993","0.07768452492400993","0.07768452492400993"
"444","0.07220848857276192","0.07220848857276192","0.07220848857276192"
"445","0.06646823480226068","0.06646823480226068","0.06646823480226068"
