"Step","DT-halfcheetah-medium-v2-35ef10a6 - train_loss","DT-halfcheetah-medium-v2-35ef10a6 - train_loss__MIN","DT-halfcheetah-medium-v2-35ef10a6 - train_loss__MAX"
"34","0.6584086000108271","0.6584086000108271","0.6584086000108271"
"35","0.6640094651891255","0.6640094651891255","0.6640094651891255"
"36","0.659103576628862","0.659103576628862","0.659103576628862"
"37","0.6380811964635662","0.6380811964635662","0.6380811964635662"
"38","0.6626050421350153","0.6626050421350153","0.6626050421350153"
"39","0.6619169116767251","0.6619169116767251","0.6619169116767251"
"40","0.6536058299694346","0.6536058299694346","0.6536058299694346"
"41","0.6333436144525303","0.6333436144525303","0.6333436144525303"
"42","0.6456479232081261","0.6456479232081261","0.6456479232081261"
"43","0.6348275201468381","0.6348275201468381","0.6348275201468381"
"44","0.6390380887221369","0.6390380887221369","0.6390380887221369"
"45","0.62963161735496","0.62963161735496","0.62963161735496"
"46","0.6217034694279711","0.6217034694279711","0.6217034694279711"
"47","0.6163643590052154","0.6163643590052154","0.6163643590052154"
"48","0.6227988042082464","0.6227988042082464","0.6227988042082464"
"49","0.6200556800980753","0.6200556800980753","0.6200556800980753"
"50","0.6222616495318971","0.6222616495318971","0.6222616495318971"
"51","0.6100563818004001","0.6100563818004001","0.6100563818004001"
"52","0.6134026848318573","0.6134026848318573","0.6134026848318573"
"53","0.6007672110640033","0.6007672110640033","0.6007672110640033"
"54","0.6027758683201816","0.6027758683201816","0.6027758683201816"
"55","0.5890560081206982","0.5890560081206982","0.5890560081206982"
"56","0.5847030629593959","0.5847030629593959","0.5847030629593959"
"57","0.5955832651547555","0.5955832651547555","0.5955832651547555"
"58","0.5733136895212281","0.5733136895212281","0.5733136895212281"
"59","0.5797865645815264","0.5797865645815264","0.5797865645815264"
"60","0.558531742451185","0.558531742451185","0.558531742451185"
"61","0.5722404832726814","0.5722404832726814","0.5722404832726814"
"62","0.566295484888473","0.566295484888473","0.566295484888473"
"63","0.5651331704343069","0.5651331704343069","0.5651331704343069"
"64","0.5630685729522755","0.5630685729522755","0.5630685729522755"
"65","0.5445193803506749","0.5445193803506749","0.5445193803506749"
"66","0.5534090967462423","0.5534090967462423","0.5534090967462423"
"67","0.5324653777341222","0.5324653777341222","0.5324653777341222"
"68","0.5342448852696844","0.5342448852696844","0.5342448852696844"
"69","0.5390267332347636","0.5390267332347636","0.5390267332347636"
"70","0.5224064858061666","0.5224064858061666","0.5224064858061666"
"71","0.5246938749841766","0.5246938749841766","0.5246938749841766"
"72","0.5147596541334377","0.5147596541334377","0.5147596541334377"
"73","0.5061043982070721","0.5061043982070721","0.5061043982070721"
"74","0.5211995194222409","0.5211995194222409","0.5211995194222409"
"75","0.5056722793907763","0.5056722793907763","0.5056722793907763"
"76","0.48856853186096966","0.48856853186096966","0.48856853186096966"
"77","0.49014318423709535","0.49014318423709535","0.49014318423709535"
"78","0.486432047558288","0.486432047558288","0.486432047558288"
"79","0.4683069798292289","0.4683069798292289","0.4683069798292289"
"80","0.46149783395779487","0.46149783395779487","0.46149783395779487"
"81","0.47093217446505004","0.47093217446505004","0.47093217446505004"
"82","0.44633389820816244","0.44633389820816244","0.44633389820816244"
"83","0.4582373514942014","0.4582373514942014","0.4582373514942014"
"84","0.4540317645220408","0.4540317645220408","0.4540317645220408"
"85","0.4540087823011384","0.4540087823011384","0.4540087823011384"
"86","0.45327323156096805","0.45327323156096805","0.45327323156096805"
"87","0.4475695567521331","0.4475695567521331","0.4475695567521331"
"88","0.4464714477542725","0.4464714477542725","0.4464714477542725"
"89","0.41851890417589954","0.41851890417589954","0.41851890417589954"
"90","0.431591751036927","0.431591751036927","0.431591751036927"
"91","0.42424640253220486","0.42424640253220486","0.42424640253220486"
"92","0.4164644708621753","0.4164644708621753","0.4164644708621753"
"93","0.417428640261717","0.417428640261717","0.417428640261717"
"94","0.41665256264634426","0.41665256264634426","0.41665256264634426"
"95","0.38432597743577546","0.38432597743577546","0.38432597743577546"
"96","0.3823345329848057","0.3823345329848057","0.3823345329848057"
"97","0.40306105776207796","0.40306105776207796","0.40306105776207796"
"98","0.39672218139316073","0.39672218139316073","0.39672218139316073"
"99","0.37944327870226985","0.37944327870226985","0.37944327870226985"
"100","0.3862989579083424","0.3862989579083424","0.3862989579083424"
"101","0.3707183593925214","0.3707183593925214","0.3707183593925214"
"102","0.3620242627993199","0.3620242627993199","0.3620242627993199"
"103","0.3721274540789261","0.3721274540789261","0.3721274540789261"
"104","0.3543369199853055","0.3543369199853055","0.3543369199853055"
"105","0.345615460123204","0.345615460123204","0.345615460123204"
"106","0.35962159724887655","0.35962159724887655","0.35962159724887655"
"107","0.35182575960157014","0.35182575960157014","0.35182575960157014"
"108","0.3458036521029285","0.3458036521029285","0.3458036521029285"
"109","0.34037799586290424","0.34037799586290424","0.34037799586290424"
"110","0.32559734506246274","0.32559734506246274","0.32559734506246274"
"111","0.3218311365856954","0.3218311365856954","0.3218311365856954"
"112","0.34193492816342586","0.34193492816342586","0.34193492816342586"
"113","0.3191195881720709","0.3191195881720709","0.3191195881720709"
"114","0.3246825032059802","0.3246825032059802","0.3246825032059802"
"115","0.32061885501054294","0.32061885501054294","0.32061885501054294"
"116","0.3149838143230506","0.3149838143230506","0.3149838143230506"
"117","0.3135226786191496","0.3135226786191496","0.3135226786191496"
"118","0.2989500284342961","0.2989500284342961","0.2989500284342961"
"119","0.3006131721445582","0.3006131721445582","0.3006131721445582"
"120","0.29694643103188945","0.29694643103188945","0.29694643103188945"
"121","0.2841858583645871","0.2841858583645871","0.2841858583645871"
"122","0.28809702821612904","0.28809702821612904","0.28809702821612904"
"123","0.28413981970472685","0.28413981970472685","0.28413981970472685"
"124","0.2827897129034734","0.2827897129034734","0.2827897129034734"
"125","0.28573316824400763","0.28573316824400763","0.28573316824400763"
"126","0.28156104089129963","0.28156104089129963","0.28156104089129963"
"127","0.28028277499835047","0.28028277499835047","0.28028277499835047"
"128","0.2745106419597081","0.2745106419597081","0.2745106419597081"
"129","0.2608643411866993","0.2608643411866993","0.2608643411866993"
"130","0.2688859039686275","0.2688859039686275","0.2688859039686275"
"131","0.26804315709190557","0.26804315709190557","0.26804315709190557"
"132","0.26846383647753025","0.26846383647753025","0.26846383647753025"
"133","0.25699083725294924","0.25699083725294924","0.25699083725294924"
"134","0.25648404224901405","0.25648404224901405","0.25648404224901405"
"135","0.25852361638019405","0.25852361638019405","0.25852361638019405"
"136","0.2584841705121081","0.2584841705121081","0.2584841705121081"
"137","0.2566585069967411","0.2566585069967411","0.2566585069967411"
"138","0.23853755850162314","0.23853755850162314","0.23853755850162314"
"139","0.24081779313119397","0.24081779313119397","0.24081779313119397"
"140","0.23081690273348793","0.23081690273348793","0.23081690273348793"
"141","0.23749202535154262","0.23749202535154262","0.23749202535154262"
"142","0.2314530058741727","0.2314530058741727","0.2314530058741727"
"143","0.22920631090342494","0.22920631090342494","0.22920631090342494"
"144","0.24005426699578755","0.24005426699578755","0.24005426699578755"
"145","0.23398612433738494","0.23398612433738494","0.23398612433738494"
"146","0.22470397254893448","0.22470397254893448","0.22470397254893448"
"147","0.22704982457045988","0.22704982457045988","0.22704982457045988"
"148","0.22893724927150297","0.22893724927150297","0.22893724927150297"
"149","0.22070899336506944","0.22070899336506944","0.22070899336506944"
"150","0.23440524485272274","0.23440524485272274","0.23440524485272274"
"151","0.22398443932464604","0.22398443932464604","0.22398443932464604"
"152","0.2083536705161592","0.2083536705161592","0.2083536705161592"
"153","0.21242569526998198","0.21242569526998198","0.21242569526998198"
"154","0.2112173516812802","0.2112173516812802","0.2112173516812802"
"155","0.2152304489060017","0.2152304489060017","0.2152304489060017"
"156","0.20451962092819687","0.20451962092819687","0.20451962092819687"
"157","0.219522066920846","0.219522066920846","0.219522066920846"
"158","0.20577567545397826","0.20577567545397826","0.20577567545397826"
"159","0.21042634512476183","0.21042634512476183","0.21042634512476183"
"160","0.20658340235834954","0.20658340235834954","0.20658340235834954"
"161","0.19123618395785624","0.19123618395785624","0.19123618395785624"
"162","0.20238871159768584","0.20238871159768584","0.20238871159768584"
"163","0.20564792213308133","0.20564792213308133","0.20564792213308133"
"164","0.20362118847153438","0.20362118847153438","0.20362118847153438"
"165","0.19363013391588108","0.19363013391588108","0.19363013391588108"
"166","0.1923358508773049","0.1923358508773049","0.1923358508773049"
"167","0.1885078824702484","0.1885078824702484","0.1885078824702484"
"168","0.19177567453481217","0.19177567453481217","0.19177567453481217"
"169","0.19791454539494474","0.19791454539494474","0.19791454539494474"
"170","0.1874002719924464","0.1874002719924464","0.1874002719924464"
"171","0.1908387907330674","0.1908387907330674","0.1908387907330674"
"172","0.19017158266489573","0.19017158266489573","0.19017158266489573"
"173","0.18409017158844843","0.18409017158844843","0.18409017158844843"
"174","0.17470343654707995","0.17470343654707995","0.17470343654707995"
"175","0.18614046333521034","0.18614046333521034","0.18614046333521034"
"176","0.1936715537568769","0.1936715537568769","0.1936715537568769"
"177","0.18361759931983618","0.18361759931983618","0.18361759931983618"
"178","0.18559797720282556","0.18559797720282556","0.18559797720282556"
"179","0.18090905080161168","0.18090905080161168","0.18090905080161168"
"180","0.1678166370965063","0.1678166370965063","0.1678166370965063"
"181","0.18328787772369615","0.18328787772369615","0.18328787772369615"
"182","0.18809969380806416","0.18809969380806416","0.18809969380806416"
"183","0.16850949146246208","0.16850949146246208","0.16850949146246208"
"184","0.1731533932032291","0.1731533932032291","0.1731533932032291"
"185","0.17088413689523735","0.17088413689523735","0.17088413689523735"
"186","0.18999339922065134","0.18999339922065134","0.18999339922065134"
"187","0.1745430998103068","0.1745430998103068","0.1745430998103068"
"188","0.16929850802914878","0.16929850802914878","0.16929850802914878"
"189","0.18130315856712542","0.18130315856712542","0.18130315856712542"
"190","0.16165342673859465","0.16165342673859465","0.16165342673859465"
"191","0.16671258786930532","0.16671258786930532","0.16671258786930532"
"192","0.16604858383146093","0.16604858383146093","0.16604858383146093"
"193","0.15862442908751295","0.15862442908751295","0.15862442908751295"
"194","0.1702409522306819","0.1702409522306819","0.1702409522306819"
"195","0.17239317372526905","0.17239317372526905","0.17239317372526905"
"196","0.17028758870836716","0.17028758870836716","0.17028758870836716"
"197","0.16719147904760306","0.16719147904760306","0.16719147904760306"
"198","0.15955223997533394","0.15955223997533394","0.15955223997533394"
"199","0.1600733434737613","0.1600733434737613","0.1600733434737613"
"200","0.17482240699594018","0.17482240699594018","0.17482240699594018"
"201","0.16338735747931035","0.16338735747931035","0.16338735747931035"
"202","0.15397285104716757","0.15397285104716757","0.15397285104716757"
"203","0.16379373220348747","0.16379373220348747","0.16379373220348747"
"204","0.15679834030394335","0.15679834030394335","0.15679834030394335"
"205","0.14845231325329084","0.14845231325329084","0.14845231325329084"
"206","0.1525370795981176","0.1525370795981176","0.1525370795981176"
"207","0.15032034993041607","0.15032034993041607","0.15032034993041607"
"208","0.15503987735820068","0.15503987735820068","0.15503987735820068"
"209","0.1720998970094149","0.1720998970094149","0.1720998970094149"
"210","0.15599421975012664","0.15599421975012664","0.15599421975012664"
"211","0.14846864586849212","0.14846864586849212","0.14846864586849212"
"212","0.17049255282137027","0.17049255282137027","0.17049255282137027"
"213","0.1644471506463418","0.1644471506463418","0.1644471506463418"
"214","0.15041667318050111","0.15041667318050111","0.15041667318050111"
"215","0.16626086189261943","0.16626086189261943","0.16626086189261943"
"216","0.1575930387469872","0.1575930387469872","0.1575930387469872"
"217","0.1412796411863102","0.1412796411863102","0.1412796411863102"
"218","0.1448498240561174","0.1448498240561174","0.1448498240561174"
"219","0.1536364007786613","0.1536364007786613","0.1536364007786613"
"220","0.14786567650403348","0.14786567650403348","0.14786567650403348"
"221","0.14575532378366557","0.14575532378366557","0.14575532378366557"
"222","0.16365113992115832","0.16365113992115832","0.16365113992115832"
"223","0.14973063679139131","0.14973063679139131","0.14973063679139131"
"224","0.1459212059338922","0.1459212059338922","0.1459212059338922"
"225","0.15064167267811943","0.15064167267811943","0.15064167267811943"
"226","0.1581197519690352","0.1581197519690352","0.1581197519690352"
"227","0.15565143252453134","0.15565143252453134","0.15565143252453134"
"228","0.13006478305702365","0.13006478305702365","0.13006478305702365"
"229","0.14293423378143388","0.14293423378143388","0.14293423378143388"
"230","0.1446483266757123","0.1446483266757123","0.1446483266757123"
"231","0.13695251052525664","0.13695251052525664","0.13695251052525664"
"232","0.13734057452417386","0.13734057452417386","0.13734057452417386"
"233","0.13718941185618694","0.13718941185618694","0.13718941185618694"
"234","0.151522826075019","0.151522826075019","0.151522826075019"
"235","0.1438114286930586","0.1438114286930586","0.1438114286930586"
"236","0.13828520823160198","0.13828520823160198","0.13828520823160198"
"237","0.13579433584385137","0.13579433584385137","0.13579433584385137"
"238","0.14249798380859383","0.14249798380859383","0.14249798380859383"
"239","0.13353348297630052","0.13353348297630052","0.13353348297630052"
"240","0.1280356902967982","0.1280356902967982","0.1280356902967982"
"241","0.13613942086727984","0.13613942086727984","0.13613942086727984"
"242","0.14655198625512866","0.14655198625512866","0.14655198625512866"
"243","0.1328231056776905","0.1328231056776905","0.1328231056776905"
"244","0.13410391843820596","0.13410391843820596","0.13410391843820596"
"245","0.15280150817214194","0.15280150817214194","0.15280150817214194"
"246","0.13896222417760762","0.13896222417760762","0.13896222417760762"
"247","0.14975721721987162","0.14975721721987162","0.14975721721987162"
"248","0.13747188196038082","0.13747188196038082","0.13747188196038082"
"249","0.12290042751924589","0.12290042751924589","0.12290042751924589"
"250","0.14156804576700097","0.14156804576700097","0.14156804576700097"
"251","0.1306726869009411","0.1306726869009411","0.1306726869009411"
"252","0.14760283534791063","0.14760283534791063","0.14760283534791063"
"253","0.13825694169646746","0.13825694169646746","0.13825694169646746"
"254","0.15352932137458747","0.15352932137458747","0.15352932137458747"
"255","0.1299474583683561","0.1299474583683561","0.1299474583683561"
"256","0.12833263508671525","0.12833263508671525","0.12833263508671525"
"257","0.1375086517822379","0.1375086517822379","0.1375086517822379"
"258","0.12368193319014535","0.12368193319014535","0.12368193319014535"
"259","0.14334166830635972","0.14334166830635972","0.14334166830635972"
"260","0.13309299284472806","0.13309299284472806","0.13309299284472806"
"261","0.13980902534971218","0.13980902534971218","0.13980902534971218"
"262","0.1349941145435863","0.1349941145435863","0.1349941145435863"
"263","0.12361786136453942","0.12361786136453942","0.12361786136453942"
"264","0.1456905800508176","0.1456905800508176","0.1456905800508176"
"265","0.12992893998281152","0.12992893998281152","0.12992893998281152"
"266","0.1170566184065339","0.1170566184065339","0.1170566184065339"
"267","0.12837102133003717","0.12837102133003717","0.12837102133003717"
"268","0.1317437945633107","0.1317437945633107","0.1317437945633107"
"269","0.13746391295437174","0.13746391295437174","0.13746391295437174"
"270","0.1298040301856173","0.1298040301856173","0.1298040301856173"
"271","0.13805217954816196","0.13805217954816196","0.13805217954816196"
"272","0.133653157779205","0.133653157779205","0.133653157779205"
"273","0.12743651884565899","0.12743651884565899","0.12743651884565899"
"274","0.12815365262077677","0.12815365262077677","0.12815365262077677"
"275","0.1361598215797629","0.1361598215797629","0.1361598215797629"
"276","0.1215522830448843","0.1215522830448843","0.1215522830448843"
"277","0.11848986201821239","0.11848986201821239","0.11848986201821239"
"278","0.152262678733696","0.152262678733696","0.152262678733696"
"279","0.12555882833070686","0.12555882833070686","0.12555882833070686"
"280","0.12139246630893347","0.12139246630893347","0.12139246630893347"
"281","0.13921886486891555","0.13921886486891555","0.13921886486891555"
"282","0.11190354943767637","0.11190354943767637","0.11190354943767637"
"283","0.12648929041111395","0.12648929041111395","0.12648929041111395"
"284","0.12675132865274127","0.12675132865274127","0.12675132865274127"
"285","0.13099995364698586","0.13099995364698586","0.13099995364698586"
"286","0.12658980962864197","0.12658980962864197","0.12658980962864197"
"287","0.13155073620614754","0.13155073620614754","0.13155073620614754"
"288","0.11469993505655272","0.11469993505655272","0.11469993505655272"
"289","0.12025500430954328","0.12025500430954328","0.12025500430954328"
"290","0.11442294701187615","0.11442294701187615","0.11442294701187615"
"291","0.1505829946671732","0.1505829946671732","0.1505829946671732"
"292","0.1221869475005589","0.1221869475005589","0.1221869475005589"
"293","0.12505723252671994","0.12505723252671994","0.12505723252671994"
"294","0.11922087668176289","0.11922087668176289","0.11922087668176289"
"295","0.1252106907816314","0.1252106907816314","0.1252106907816314"
"296","0.10873730898062899","0.10873730898062899","0.10873730898062899"
"297","0.10778226944754474","0.10778226944754474","0.10778226944754474"
"298","0.10970207285783301","0.10970207285783301","0.10970207285783301"
"299","0.12928468565553675","0.12928468565553675","0.12928468565553675"
"300","0.11784107726671597","0.11784107726671597","0.11784107726671597"
"301","0.12845088126810913","0.12845088126810913","0.12845088126810913"
"302","0.11122369678376887","0.11122369678376887","0.11122369678376887"
"303","0.11741473626800032","0.11741473626800032","0.11741473626800032"
"304","0.1366883690354075","0.1366883690354075","0.1366883690354075"
"305","0.1124947918984593","0.1124947918984593","0.1124947918984593"
"306","0.12723244170376488","0.12723244170376488","0.12723244170376488"
"307","0.10906552044736041","0.10906552044736041","0.10906552044736041"
"308","0.14216876727076333","0.14216876727076333","0.14216876727076333"
"309","0.11726797990681913","0.11726797990681913","0.11726797990681913"
"310","0.12209065959237365","0.12209065959237365","0.12209065959237365"
"311","0.11220134307706081","0.11220134307706081","0.11220134307706081"
"312","0.12807164773937657","0.12807164773937657","0.12807164773937657"
"313","0.1090286607895599","0.1090286607895599","0.1090286607895599"
"314","0.10708539904903347","0.10708539904903347","0.10708539904903347"
"315","0.11573300993732398","0.11573300993732398","0.11573300993732398"
"316","0.1152824619733142","0.1152824619733142","0.1152824619733142"
"317","0.10928652107104621","0.10928652107104621","0.10928652107104621"
"318","0.12711323887775533","0.12711323887775533","0.12711323887775533"
"319","0.11924263598010694","0.11924263598010694","0.11924263598010694"
"320","0.12699390347066417","0.12699390347066417","0.12699390347066417"
"321","0.12705424936385218","0.12705424936385218","0.12705424936385218"
"322","0.12212194626816315","0.12212194626816315","0.12212194626816315"
"323","0.13010237903126382","0.13010237903126382","0.13010237903126382"
"324","0.11645841838002209","0.11645841838002209","0.11645841838002209"
"325","0.11394747824695452","0.11394747824695452","0.11394747824695452"
"326","0.10732193232607623","0.10732193232607623","0.10732193232607623"
"327","0.10517862443506226","0.10517862443506226","0.10517862443506226"
"328","0.10877903774838817","0.10877903774838817","0.10877903774838817"
"329","0.11117890103193102","0.11117890103193102","0.11117890103193102"
"330","0.1080050723218415","0.1080050723218415","0.1080050723218415"
"331","0.11861293177614184","0.11861293177614184","0.11861293177614184"
"332","0.11428635868659057","0.11428635868659057","0.11428635868659057"
"333","0.10083540035037125","0.10083540035037125","0.10083540035037125"
"334","0.1168020780927583","0.1168020780927583","0.1168020780927583"
"335","0.10455073869797112","0.10455073869797112","0.10455073869797112"
"336","0.10631487324041554","0.10631487324041554","0.10631487324041554"
"337","0.10873788239479985","0.10873788239479985","0.10873788239479985"
"338","0.12169389242756465","0.12169389242756465","0.12169389242756465"
"339","0.11158140015794328","0.11158140015794328","0.11158140015794328"
"340","0.12763763050839808","0.12763763050839808","0.12763763050839808"
"341","0.11988545664894457","0.11988545664894457","0.11988545664894457"
"342","0.11691930484049051","0.11691930484049051","0.11691930484049051"
"343","0.10373464189686347","0.10373464189686347","0.10373464189686347"
"344","0.11523790503767092","0.11523790503767092","0.11523790503767092"
"345","0.11624100510900467","0.11624100510900467","0.11624100510900467"
"346","0.10273409721862925","0.10273409721862925","0.10273409721862925"
"347","0.0952316330194463","0.0952316330194463","0.0952316330194463"
"348","0.10333212171771865","0.10333212171771865","0.10333212171771865"
"349","0.10539282632731227","0.10539282632731227","0.10539282632731227"
"350","0.11796780811454909","0.11796780811454909","0.11796780811454909"
"351","0.1096795292176212","0.1096795292176212","0.1096795292176212"
"352","0.09847402889044715","0.09847402889044715","0.09847402889044715"
"353","0.09717784209653052","0.09717784209653052","0.09717784209653052"
"354","0.10842025133624957","0.10842025133624957","0.10842025133624957"
"355","0.11713484831798014","0.11713484831798014","0.11713484831798014"
"356","0.12075168377851299","0.12075168377851299","0.12075168377851299"
"357","0.11196213820429955","0.11196213820429955","0.11196213820429955"
"358","0.10705330301911188","0.10705330301911188","0.10705330301911188"
"359","0.10957182407959548","0.10957182407959548","0.10957182407959548"
"360","0.11986710048915844","0.11986710048915844","0.11986710048915844"
"361","0.11636793727857354","0.11636793727857354","0.11636793727857354"
"362","0.09273036345120404","0.09273036345120404","0.09273036345120404"
"363","0.10955517454668216","0.10955517454668216","0.10955517454668216"
"364","0.1014338603872707","0.1014338603872707","0.1014338603872707"
"365","0.10592655737639284","0.10592655737639284","0.10592655737639284"
"366","0.11834693682879577","0.11834693682879577","0.11834693682879577"
"367","0.11447857817437083","0.11447857817437083","0.11447857817437083"
"368","0.08778617383851381","0.08778617383851381","0.08778617383851381"
"369","0.10366233395328815","0.10366233395328815","0.10366233395328815"
"370","0.09716016360046732","0.09716016360046732","0.09716016360046732"
"371","0.10360609020557077","0.10360609020557077","0.10360609020557077"
"372","0.09745496261673248","0.09745496261673248","0.09745496261673248"
"373","0.08734346369486111","0.08734346369486111","0.08734346369486111"
"374","0.10815411380845615","0.10815411380845615","0.10815411380845615"
"375","0.09117387354528227","0.09117387354528227","0.09117387354528227"
"376","0.11234925406195272","0.11234925406195272","0.11234925406195272"
"377","0.09170117800334172","0.09170117800334172","0.09170117800334172"
"378","0.09292843533890698","0.09292843533890698","0.09292843533890698"
"379","0.09984981256373615","0.09984981256373615","0.09984981256373615"
"380","0.09637292821769482","0.09637292821769482","0.09637292821769482"
"381","0.09931533493467987","0.09931533493467987","0.09931533493467987"
"382","0.12661285958131552","0.12661285958131552","0.12661285958131552"
"383","0.09997260465780208","0.09997260465780208","0.09997260465780208"
"384","0.08831014681856338","0.08831014681856338","0.08831014681856338"
"385","0.10866043423908177","0.10866043423908177","0.10866043423908177"
"386","0.09922297418104406","0.09922297418104406","0.09922297418104406"
"387","0.09175891149386649","0.09175891149386649","0.09175891149386649"
"388","0.10848827184332192","0.10848827184332192","0.10848827184332192"
"389","0.10393586819098188","0.10393586819098188","0.10393586819098188"
"390","0.11362964904266336","0.11362964904266336","0.11362964904266336"
"391","0.09317719135083061","0.09317719135083061","0.09317719135083061"
"392","0.0865400607314285","0.0865400607314285","0.0865400607314285"
"393","0.09340737271819627","0.09340737271819627","0.09340737271819627"
"394","0.09274817970091911","0.09274817970091911","0.09274817970091911"
"395","0.0961007612879624","0.0961007612879624","0.0961007612879624"
"396","0.10981547606799019","0.10981547606799019","0.10981547606799019"
"397","0.0930345162084501","0.0930345162084501","0.0930345162084501"
"398","0.09268956794717431","0.09268956794717431","0.09268956794717431"
"399","0.10763268782022158","0.10763268782022158","0.10763268782022158"
"400","0.09617195259699803","0.09617195259699803","0.09617195259699803"
"401","0.09834209556401331","0.09834209556401331","0.09834209556401331"
"402","0.10610194625373479","0.10610194625373479","0.10610194625373479"
"403","0.09664691559319367","0.09664691559319367","0.09664691559319367"
"404","0.1023144075771169","0.1023144075771169","0.1023144075771169"
"405","0.09322402856939871","0.09322402856939871","0.09322402856939871"
"406","0.10673732582387804","0.10673732582387804","0.10673732582387804"
"407","0.0887255016767487","0.0887255016767487","0.0887255016767487"
"408","0.09003554081058339","0.09003554081058339","0.09003554081058339"
"409","0.09374610086253808","0.09374610086253808","0.09374610086253808"
"410","0.09449216321435022","0.09449216321435022","0.09449216321435022"
"411","0.09602104840349167","0.09602104840349167","0.09602104840349167"
"412","0.08676292175971553","0.08676292175971553","0.08676292175971553"
"413","0.08512078454386915","0.08512078454386915","0.08512078454386915"
"414","0.09763300719415056","0.09763300719415056","0.09763300719415056"
"415","0.09943471794559793","0.09943471794559793","0.09943471794559793"
"416","0.09764952433420042","0.09764952433420042","0.09764952433420042"
"417","0.08543731099790947","0.08543731099790947","0.08543731099790947"
"418","0.09244449372299807","0.09244449372299807","0.09244449372299807"
"419","0.10595674329606161","0.10595674329606161","0.10595674329606161"
"420","0.08938676965311544","0.08938676965311544","0.08938676965311544"
"421","0.09608993707204559","0.09608993707204559","0.09608993707204559"
"422","0.09095946582831932","0.09095946582831932","0.09095946582831932"
"423","0.09266694543701587","0.09266694543701587","0.09266694543701587"
"424","0.09235770522694857","0.09235770522694857","0.09235770522694857"
"425","0.08846595417084469","0.08846595417084469","0.08846595417084469"
"426","0.09204835842518559","0.09204835842518559","0.09204835842518559"
"427","0.10760946188127019","0.10760946188127019","0.10760946188127019"
"428","0.09212785574494034","0.09212785574494034","0.09212785574494034"
"429","0.0947397175141684","0.0947397175141684","0.0947397175141684"
"430","0.08517158822547417","0.08517158822547417","0.08517158822547417"
"431","0.09430224266536025","0.09430224266536025","0.09430224266536025"
"432","0.08083573202238341","0.08083573202238341","0.08083573202238341"
"433","0.09586240851939466","0.09586240851939466","0.09586240851939466"
"434","0.09202731989610619","0.09202731989610619","0.09202731989610619"
"435","0.08175425406086864","0.08175425406086864","0.08175425406086864"
"436","0.09854970800730994","0.09854970800730994","0.09854970800730994"
"437","0.08329878456593684","0.08329878456593684","0.08329878456593684"
"438","0.08003602323542915","0.08003602323542915","0.08003602323542915"
"439","0.07893556025929194","0.07893556025929194","0.07893556025929194"
"440","0.09201360288769207","0.09201360288769207","0.09201360288769207"
"441","0.08476888440372711","0.08476888440372711","0.08476888440372711"
"442","0.09134179020290803","0.09134179020290803","0.09134179020290803"
"443","0.0914611711595836","0.0914611711595836","0.0914611711595836"
"444","0.08568410064729469","0.08568410064729469","0.08568410064729469"
"445","0.07099520486410682","0.07099520486410682","0.07099520486410682"
