"Step","DRWKV5-halfcheetah-medium-v2-3f920650 - train_loss","DRWKV5-halfcheetah-medium-v2-3f920650 - train_loss__MIN","DRWKV5-halfcheetah-medium-v2-3f920650 - train_loss__MAX"
"49","0.5830787186694348","0.5830787186694348","0.5830787186694348"
"50","0.5803816283865659","0.5803816283865659","0.5803816283865659"
"51","0.572124529472209","0.572124529472209","0.572124529472209"
"52","0.5634489942387558","0.5634489942387558","0.5634489942387558"
"53","0.5589095661388287","0.5589095661388287","0.5589095661388287"
"54","0.5786979372215915","0.5786979372215915","0.5786979372215915"
"55","0.5661821545338073","0.5661821545338073","0.5661821545338073"
"56","0.5606102948835037","0.5606102948835037","0.5606102948835037"
"57","0.5534663514826482","0.5534663514826482","0.5534663514826482"
"58","0.5605647189030837","0.5605647189030837","0.5605647189030837"
"59","0.5462291234478263","0.5462291234478263","0.5462291234478263"
"60","0.5423519328151766","0.5423519328151766","0.5423519328151766"
"61","0.5382662214664704","0.5382662214664704","0.5382662214664704"
"62","0.5494538521480353","0.5494538521480353","0.5494538521480353"
"63","0.5336158337920399","0.5336158337920399","0.5336158337920399"
"64","0.5298331464305508","0.5298331464305508","0.5298331464305508"
"65","0.5226323208937649","0.5226323208937649","0.5226323208937649"
"66","0.518418024356279","0.518418024356279","0.518418024356279"
"67","0.5231485032853398","0.5231485032853398","0.5231485032853398"
"68","0.5252007724665505","0.5252007724665505","0.5252007724665505"
"69","0.5120461656258218","0.5120461656258218","0.5120461656258218"
"70","0.5162844038738607","0.5162844038738607","0.5162844038738607"
"71","0.5080043490346564","0.5080043490346564","0.5080043490346564"
"72","0.5086696121922388","0.5086696121922388","0.5086696121922388"
"73","0.49849481881745167","0.49849481881745167","0.49849481881745167"
"74","0.5140100864549031","0.5140100864549031","0.5140100864549031"
"75","0.48797178558535254","0.48797178558535254","0.48797178558535254"
"76","0.4970308482538685","0.4970308482538685","0.4970308482538685"
"77","0.4857574616184295","0.4857574616184295","0.4857574616184295"
"78","0.47197183667690296","0.47197183667690296","0.47197183667690296"
"79","0.47938152345070406","0.47938152345070406","0.47938152345070406"
"80","0.4726350699715108","0.4726350699715108","0.4726350699715108"
"81","0.4790233818274049","0.4790233818274049","0.4790233818274049"
"82","0.4606461002147629","0.4606461002147629","0.4606461002147629"
"83","0.48057490953279636","0.48057490953279636","0.48057490953279636"
"84","0.4705589494972422","0.4705589494972422","0.4705589494972422"
"85","0.45591758244747627","0.45591758244747627","0.45591758244747627"
"86","0.4619768667988639","0.4619768667988639","0.4619768667988639"
"87","0.46223420273104304","0.46223420273104304","0.46223420273104304"
"88","0.45213563413530067","0.45213563413530067","0.45213563413530067"
"89","0.4452523402632919","0.4452523402632919","0.4452523402632919"
"90","0.44204068766258875","0.44204068766258875","0.44204068766258875"
"91","0.43871067397370705","0.43871067397370705","0.43871067397370705"
"92","0.42963643587989975","0.42963643587989975","0.42963643587989975"
"93","0.4203832846250725","0.4203832846250725","0.4203832846250725"
"94","0.42004601772364","0.42004601772364","0.42004601772364"
"95","0.4340750675263915","0.4340750675263915","0.4340750675263915"
"96","0.4218890759106239","0.4218890759106239","0.4218890759106239"
"97","0.41151417527256395","0.41151417527256395","0.41151417527256395"
"98","0.40086391435013563","0.40086391435013563","0.40086391435013563"
"99","0.39852717366323687","0.39852717366323687","0.39852717366323687"
"100","0.39507731554307585","0.39507731554307585","0.39507731554307585"
"101","0.39281386649066996","0.39281386649066996","0.39281386649066996"
"102","0.3825058065709259","0.3825058065709259","0.3825058065709259"
"103","0.3934898290595998","0.3934898290595998","0.3934898290595998"
"104","0.38048660217310487","0.38048660217310487","0.38048660217310487"
"105","0.369180989481409","0.369180989481409","0.369180989481409"
"106","0.381230081461739","0.381230081461739","0.381230081461739"
"107","0.39350923595085496","0.39350923595085496","0.39350923595085496"
"108","0.3682285272906699","0.3682285272906699","0.3682285272906699"
"109","0.35996383592811687","0.35996383592811687","0.35996383592811687"
"110","0.36116231337235244","0.36116231337235244","0.36116231337235244"
"111","0.3498151330601574","0.3498151330601574","0.3498151330601574"
"112","0.35951162706059714","0.35951162706059714","0.35951162706059714"
"113","0.3495618989544226","0.3495618989544226","0.3495618989544226"
"114","0.3456968512208619","0.3456968512208619","0.3456968512208619"
"115","0.34643587395946784","0.34643587395946784","0.34643587395946784"
"116","0.35678971337843374","0.35678971337843374","0.35678971337843374"
"117","0.34966440838912627","0.34966440838912627","0.34966440838912627"
"118","0.350260193567057","0.350260193567057","0.350260193567057"
"119","0.33892639906262817","0.33892639906262817","0.33892639906262817"
"120","0.32336732912620186","0.32336732912620186","0.32336732912620186"
"121","0.3215523022733677","0.3215523022733677","0.3215523022733677"
"122","0.3259389645781557","0.3259389645781557","0.3259389645781557"
"123","0.3174982629108019","0.3174982629108019","0.3174982629108019"
"124","0.3069067202413166","0.3069067202413166","0.3069067202413166"
"125","0.3067631950402931","0.3067631950402931","0.3067631950402931"
"126","0.30513934297415396","0.30513934297415396","0.30513934297415396"
"127","0.31282050695889235","0.31282050695889235","0.31282050695889235"
"128","0.300236143961967","0.300236143961967","0.300236143961967"
"129","0.2956572726881246","0.2956572726881246","0.2956572726881246"
"130","0.2965351687320016","0.2965351687320016","0.2965351687320016"
"131","0.2902138537403249","0.2902138537403249","0.2902138537403249"
"132","0.28172972427500265","0.28172972427500265","0.28172972427500265"
"133","0.2873762358894376","0.2873762358894376","0.2873762358894376"
"134","0.293938604274397","0.293938604274397","0.293938604274397"
"135","0.2735636199838016","0.2735636199838016","0.2735636199838016"
"136","0.2816301482890425","0.2816301482890425","0.2816301482890425"
"137","0.26839009204986314","0.26839009204986314","0.26839009204986314"
"138","0.2704259544319399","0.2704259544319399","0.2704259544319399"
"139","0.2688985816628606","0.2688985816628606","0.2688985816628606"
"140","0.26239057830784523","0.26239057830784523","0.26239057830784523"
"141","0.25647510547141866","0.25647510547141866","0.25647510547141866"
"142","0.2711701959231253","0.2711701959231253","0.2711701959231253"
"143","0.2658804386744597","0.2658804386744597","0.2658804386744597"
"144","0.2612654646280242","0.2612654646280242","0.2612654646280242"
"145","0.2637860353410219","0.2637860353410219","0.2637860353410219"
"146","0.25003047243168586","0.25003047243168586","0.25003047243168586"
"147","0.2513302098881043","0.2513302098881043","0.2513302098881043"
"148","0.24157656512622486","0.24157656512622486","0.24157656512622486"
"149","0.25718762550537505","0.25718762550537505","0.25718762550537505"
"150","0.24823112024178126","0.24823112024178126","0.24823112024178126"
"151","0.2384720404050783","0.2384720404050783","0.2384720404050783"
"152","0.2640890167714962","0.2640890167714962","0.2640890167714962"
"153","0.24072087246225496","0.24072087246225496","0.24072087246225496"
"154","0.2395734066769892","0.2395734066769892","0.2395734066769892"
"155","0.23928197590229175","0.23928197590229175","0.23928197590229175"
"156","0.24385612343880034","0.24385612343880034","0.24385612343880034"
"157","0.22876684209797915","0.22876684209797915","0.22876684209797915"
"158","0.22939495453239075","0.22939495453239075","0.22939495453239075"
"159","0.23400935803617048","0.23400935803617048","0.23400935803617048"
"160","0.2225813540331056","0.2225813540331056","0.2225813540331056"
"161","0.23627273888711953","0.23627273888711953","0.23627273888711953"
"162","0.2294265640088039","0.2294265640088039","0.2294265640088039"
"163","0.23407846214189162","0.23407846214189162","0.23407846214189162"
"164","0.22030168109249137","0.22030168109249137","0.22030168109249137"
"165","0.20528865052337453","0.20528865052337453","0.20528865052337453"
"166","0.20906751566688547","0.20906751566688547","0.20906751566688547"
"167","0.22163955042096767","0.22163955042096767","0.22163955042096767"
"168","0.20374049355824309","0.20374049355824309","0.20374049355824309"
"169","0.21451680093191225","0.21451680093191225","0.21451680093191225"
"170","0.2043983805812782","0.2043983805812782","0.2043983805812782"
"171","0.20573568323384978","0.20573568323384978","0.20573568323384978"
"172","0.20913916877347696","0.20913916877347696","0.20913916877347696"
"173","0.20476708381903166","0.20476708381903166","0.20476708381903166"
"174","0.19767075431172412","0.19767075431172412","0.19767075431172412"
"175","0.19725612913277732","0.19725612913277732","0.19725612913277732"
"176","0.1797087741105497","0.1797087741105497","0.1797087741105497"
"177","0.21338708036148324","0.21338708036148324","0.21338708036148324"
"178","0.17946719236632067","0.17946719236632067","0.17946719236632067"
"179","0.1814837893692855","0.1814837893692855","0.1814837893692855"
"180","0.17379820928595618","0.17379820928595618","0.17379820928595618"
"181","0.17229354085336113","0.17229354085336113","0.17229354085336113"
"182","0.1906277700775833","0.1906277700775833","0.1906277700775833"
"183","0.18329557066065996","0.18329557066065996","0.18329557066065996"
"184","0.17952922386387274","0.17952922386387274","0.17952922386387274"
"185","0.1790269544797556","0.1790269544797556","0.1790269544797556"
"186","0.16767079156774897","0.16767079156774897","0.16767079156774897"
"187","0.17916246342076897","0.17916246342076897","0.17916246342076897"
"188","0.17464926222978794","0.17464926222978794","0.17464926222978794"
"189","0.16849847129528903","0.16849847129528903","0.16849847129528903"
"190","0.17301731669970985","0.17301731669970985","0.17301731669970985"
"191","0.1681489816946788","0.1681489816946788","0.1681489816946788"
"192","0.16307668547574056","0.16307668547574056","0.16307668547574056"
"193","0.1635695686084414","0.1635695686084414","0.1635695686084414"
"194","0.156347524175735","0.156347524175735","0.156347524175735"
"195","0.16137475520974812","0.16137475520974812","0.16137475520974812"
"196","0.1621410718706974","0.1621410718706974","0.1621410718706974"
"197","0.18074615131028116","0.18074615131028116","0.18074615131028116"
"198","0.1573473564126449","0.1573473564126449","0.1573473564126449"
"199","0.15236057975207773","0.15236057975207773","0.15236057975207773"
"200","0.15368799512622588","0.15368799512622588","0.15368799512622588"
"201","0.14628277100991546","0.14628277100991546","0.14628277100991546"
"202","0.15211554372146435","0.15211554372146435","0.15211554372146435"
"203","0.1594154564963913","0.1594154564963913","0.1594154564963913"
"204","0.16111763497080853","0.16111763497080853","0.16111763497080853"
"205","0.16228430073462632","0.16228430073462632","0.16228430073462632"
"206","0.14130985911718116","0.14130985911718116","0.14130985911718116"
"207","0.15315719454838828","0.15315719454838828","0.15315719454838828"
"208","0.1392978238756335","0.1392978238756335","0.1392978238756335"
"209","0.14223535413798738","0.14223535413798738","0.14223535413798738"
"210","0.15883857342367225","0.15883857342367225","0.15883857342367225"
"211","0.1491750398172724","0.1491750398172724","0.1491750398172724"
"212","0.13458894210418534","0.13458894210418534","0.13458894210418534"
"213","0.16875384011115285","0.16875384011115285","0.16875384011115285"
"214","0.1281589513218766","0.1281589513218766","0.1281589513218766"
"215","0.12390850377521373","0.12390850377521373","0.12390850377521373"
"216","0.1408937526933073","0.1408937526933073","0.1408937526933073"
"217","0.1471895069135099","0.1471895069135099","0.1471895069135099"
"218","0.1511622156788339","0.1511622156788339","0.1511622156788339"
"219","0.1334784046913459","0.1334784046913459","0.1334784046913459"
"220","0.13734703561648576","0.13734703561648576","0.13734703561648576"
"221","0.13090099112526618","0.13090099112526618","0.13090099112526618"
"222","0.14220633380414935","0.14220633380414935","0.14220633380414935"
"223","0.12403941426547224","0.12403941426547224","0.12403941426547224"
"224","0.14742975497409508","0.14742975497409508","0.14742975497409508"
"225","0.13725482077312964","0.13725482077312964","0.13725482077312964"
"226","0.1219474749594513","0.1219474749594513","0.1219474749594513"
"227","0.13387470349035147","0.13387470349035147","0.13387470349035147"
"228","0.1388538401806823","0.1388538401806823","0.1388538401806823"
"229","0.127972913836785","0.127972913836785","0.127972913836785"
"230","0.15297123488107775","0.15297123488107775","0.15297123488107775"
"231","0.12242190201037076","0.12242190201037076","0.12242190201037076"
"232","0.13041605344890742","0.13041605344890742","0.13041605344890742"
"233","0.14272309154509424","0.14272309154509424","0.14272309154509424"
"234","0.1409776951199634","0.1409776951199634","0.1409776951199634"
"235","0.1342448906820342","0.1342448906820342","0.1342448906820342"
"236","0.1391210262700939","0.1391210262700939","0.1391210262700939"
"237","0.12058409655842575","0.12058409655842575","0.12058409655842575"
"238","0.11940546070072001","0.11940546070072001","0.11940546070072001"
"239","0.12048835994587433","0.12048835994587433","0.12048835994587433"
"240","0.12215598249159151","0.12215598249159151","0.12215598249159151"
"241","0.12708337300595904","0.12708337300595904","0.12708337300595904"
"242","0.11892058685429095","0.11892058685429095","0.11892058685429095"
"243","0.11292104172184647","0.11292104172184647","0.11292104172184647"
"244","0.13186956550184686","0.13186956550184686","0.13186956550184686"
"245","0.11529960304067795","0.11529960304067795","0.11529960304067795"
"246","0.12281321516262048","0.12281321516262048","0.12281321516262048"
"247","0.11633550634773106","0.11633550634773106","0.11633550634773106"
"248","0.12266557449954545","0.12266557449954545","0.12266557449954545"
"249","0.1265092972755553","0.1265092972755553","0.1265092972755553"
"250","0.12113569484757614","0.12113569484757614","0.12113569484757614"
"251","0.11813127994531493","0.11813127994531493","0.11813127994531493"
"252","0.11215231066868074","0.11215231066868074","0.11215231066868074"
"253","0.10616273253851001","0.10616273253851001","0.10616273253851001"
"254","0.12824204995057914","0.12824204995057914","0.12824204995057914"
"255","0.15001992128196354","0.15001992128196354","0.15001992128196354"
"256","0.11055064883445243","0.11055064883445243","0.11055064883445243"
"257","0.11183899581660406","0.11183899581660406","0.11183899581660406"
"258","0.11049099572705268","0.11049099572705268","0.11049099572705268"
"259","0.12858486986529116","0.12858486986529116","0.12858486986529116"
"260","0.1217876778092631","0.1217876778092631","0.1217876778092631"
"261","0.1028473224933457","0.1028473224933457","0.1028473224933457"
"262","0.11590881246434244","0.11590881246434244","0.11590881246434244"
"263","0.11679122749145135","0.11679122749145135","0.11679122749145135"
"264","0.11582016566883983","0.11582016566883983","0.11582016566883983"
"265","0.12301372628190176","0.12301372628190176","0.12301372628190176"
"266","0.11752579925303235","0.11752579925303235","0.11752579925303235"
"267","0.12038865050792337","0.12038865050792337","0.12038865050792337"
"268","0.12034011588290484","0.12034011588290484","0.12034011588290484"
"269","0.11617102103243088","0.11617102103243088","0.11617102103243088"
"270","0.10556631587318652","0.10556631587318652","0.10556631587318652"
"271","0.11008372899677475","0.11008372899677475","0.11008372899677475"
"272","0.11755720300633803","0.11755720300633803","0.11755720300633803"
"273","0.11857546502427833","0.11857546502427833","0.11857546502427833"
"274","0.11380176878482325","0.11380176878482325","0.11380176878482325"
"275","0.09954414757856318","0.09954414757856318","0.09954414757856318"
"276","0.09728270861849957","0.09728270861849957","0.09728270861849957"
"277","0.10898414720079361","0.10898414720079361","0.10898414720079361"
"278","0.10796603951268141","0.10796603951268141","0.10796603951268141"
"279","0.11129969022486197","0.11129969022486197","0.11129969022486197"
"280","0.10693291924366685","0.10693291924366685","0.10693291924366685"
"281","0.10117947850312504","0.10117947850312504","0.10117947850312504"
"282","0.09158009510648522","0.09158009510648522","0.09158009510648522"
"283","0.10263145478550954","0.10263145478550954","0.10263145478550954"
"284","0.0974633104276067","0.0974633104276067","0.0974633104276067"
"285","0.10688721842609665","0.10688721842609665","0.10688721842609665"
"286","0.10925139615271107","0.10925139615271107","0.10925139615271107"
"287","0.09180517245612858","0.09180517245612858","0.09180517245612858"
"288","0.10653263037481181","0.10653263037481181","0.10653263037481181"
"289","0.11192501400838291","0.11192501400838291","0.11192501400838291"
"290","0.10179571468277289","0.10179571468277289","0.10179571468277289"
"291","0.09161996506605827","0.09161996506605827","0.09161996506605827"
"292","0.09305699115948683","0.09305699115948683","0.09305699115948683"
"293","0.09400085232169852","0.09400085232169852","0.09400085232169852"
"294","0.09699544746403509","0.09699544746403509","0.09699544746403509"
"295","0.10036900095730929","0.10036900095730929","0.10036900095730929"
"296","0.08931833821023154","0.08931833821023154","0.08931833821023154"
"297","0.09518267181015055","0.09518267181015055","0.09518267181015055"
"298","0.09587999892416268","0.09587999892416268","0.09587999892416268"
"299","0.08974020768733232","0.08974020768733232","0.08974020768733232"
"300","0.10202873263389307","0.10202873263389307","0.10202873263389307"
"301","0.10478663044611224","0.10478663044611224","0.10478663044611224"
"302","0.0941041895737586","0.0941041895737586","0.0941041895737586"
"303","0.10481244662591656","0.10481244662591656","0.10481244662591656"
"304","0.09443806446795232","0.09443806446795232","0.09443806446795232"
"305","0.09426397087668198","0.09426397087668198","0.09426397087668198"
"306","0.09393564840191561","0.09393564840191561","0.09393564840191561"
"307","0.09672136125244857","0.09672136125244857","0.09672136125244857"
"308","0.0900455672132081","0.0900455672132081","0.0900455672132081"
"309","0.12088426843219603","0.12088426843219603","0.12088426843219603"
"310","0.0924573489682819","0.0924573489682819","0.0924573489682819"
"311","0.09166831130439544","0.09166831130439544","0.09166831130439544"
"312","0.08428373512078724","0.08428373512078724","0.08428373512078724"
"313","0.09857261275165845","0.09857261275165845","0.09857261275165845"
"314","0.09871027516862657","0.09871027516862657","0.09871027516862657"
"315","0.0874039830089492","0.0874039830089492","0.0874039830089492"
"316","0.1027546949654741","0.1027546949654741","0.1027546949654741"
"317","0.09090729514141632","0.09090729514141632","0.09090729514141632"
"318","0.08181325474819667","0.08181325474819667","0.08181325474819667"
"319","0.09112413105824256","0.09112413105824256","0.09112413105824256"
"320","0.09752513757873488","0.09752513757873488","0.09752513757873488"
"321","0.09138365560665457","0.09138365560665457","0.09138365560665457"
"322","0.09299073289329902","0.09299073289329902","0.09299073289329902"
"323","0.09742834579823012","0.09742834579823012","0.09742834579823012"
"324","0.09977890429740996","0.09977890429740996","0.09977890429740996"
"325","0.09944686092826674","0.09944686092826674","0.09944686092826674"
"326","0.09008707648354201","0.09008707648354201","0.09008707648354201"
"327","0.09235229370305034","0.09235229370305034","0.09235229370305034"
"328","0.08888877347545263","0.08888877347545263","0.08888877347545263"
"329","0.08760966335029433","0.08760966335029433","0.08760966335029433"
"330","0.08350832059229114","0.08350832059229114","0.08350832059229114"
"331","0.0888029729204999","0.0888029729204999","0.0888029729204999"
"332","0.08798154517019086","0.08798154517019086","0.08798154517019086"
"333","0.08948316175856827","0.08948316175856827","0.08948316175856827"
"334","0.08697904354547212","0.08697904354547212","0.08697904354547212"
"335","0.09904525577448796","0.09904525577448796","0.09904525577448796"
"336","0.0854907580194366","0.0854907580194366","0.0854907580194366"
"337","0.0852327860546858","0.0852327860546858","0.0852327860546858"
"338","0.0847387615846542","0.0847387615846542","0.0847387615846542"
"339","0.09087917174235492","0.09087917174235492","0.09087917174235492"
"340","0.09080457545351292","0.09080457545351292","0.09080457545351292"
"341","0.09272912092597067","0.09272912092597067","0.09272912092597067"
"342","0.09016583905729636","0.09016583905729636","0.09016583905729636"
"343","0.07852344670122295","0.07852344670122295","0.07852344670122295"
"344","0.07903059550196072","0.07903059550196072","0.07903059550196072"
"345","0.08945860451458201","0.08945860451458201","0.08945860451458201"
"346","0.0772085675856424","0.0772085675856424","0.0772085675856424"
"347","0.08232135415950025","0.08232135415950025","0.08232135415950025"
"348","0.08100318572101237","0.08100318572101237","0.08100318572101237"
"349","0.08418017492950798","0.08418017492950798","0.08418017492950798"
"350","0.08432539169933569","0.08432539169933569","0.08432539169933569"
"351","0.08375708301568088","0.08375708301568088","0.08375708301568088"
"352","0.07895883003716021","0.07895883003716021","0.07895883003716021"
"353","0.0857129420642804","0.0857129420642804","0.0857129420642804"
"354","0.09287933106053309","0.09287933106053309","0.09287933106053309"
"355","0.09979667323244648","0.09979667323244648","0.09979667323244648"
"356","0.08193356610146604","0.08193356610146604","0.08193356610146604"
"357","0.07952555828404038","0.07952555828404038","0.07952555828404038"
"358","0.08124693438677193","0.08124693438677193","0.08124693438677193"
"359","0.0845994251822051","0.0845994251822051","0.0845994251822051"
"360","0.08558689206755583","0.08558689206755583","0.08558689206755583"
"361","0.0784793745161696","0.0784793745161696","0.0784793745161696"
"362","0.08481951982113545","0.08481951982113545","0.08481951982113545"
"363","0.08847858488383323","0.08847858488383323","0.08847858488383323"
"364","0.08841260684925958","0.08841260684925958","0.08841260684925958"
"365","0.0851295203541637","0.0851295203541637","0.0851295203541637"
"366","0.07691082520407826","0.07691082520407826","0.07691082520407826"
"367","0.1008598296855611","0.1008598296855611","0.1008598296855611"
"368","0.07792743581379019","0.07792743581379019","0.07792743581379019"
"369","0.08352651486321165","0.08352651486321165","0.08352651486321165"
"370","0.07966091838678864","0.07966091838678864","0.07966091838678864"
"371","0.07988572154823868","0.07988572154823868","0.07988572154823868"
"372","0.0874595679775374","0.0874595679775374","0.0874595679775374"
"373","0.08189540214167775","0.08189540214167775","0.08189540214167775"
"374","0.08564718811022183","0.08564718811022183","0.08564718811022183"
"375","0.09119736728377947","0.09119736728377947","0.09119736728377947"
"376","0.07721068130177432","0.07721068130177432","0.07721068130177432"
"377","0.0834157234980319","0.0834157234980319","0.0834157234980319"
"378","0.07443504130623244","0.07443504130623244","0.07443504130623244"
"379","0.0797973363945766","0.0797973363945766","0.0797973363945766"
"380","0.0881316984318371","0.0881316984318371","0.0881316984318371"
"381","0.07743671257558288","0.07743671257558288","0.07743671257558288"
"382","0.07269307759269045","0.07269307759269045","0.07269307759269045"
"383","0.07698854666243433","0.07698854666243433","0.07698854666243433"
"384","0.08091190260133192","0.08091190260133192","0.08091190260133192"
"385","0.07769156533224805","0.07769156533224805","0.07769156533224805"
"386","0.08285850726611124","0.08285850726611124","0.08285850726611124"
"387","0.07957852281215964","0.07957852281215964","0.07957852281215964"
"388","0.09105708546786595","0.09105708546786595","0.09105708546786595"
"389","0.07526486881182848","0.07526486881182848","0.07526486881182848"
"390","0.07573395315143723","0.07573395315143723","0.07573395315143723"
"391","0.09367965698318399","0.09367965698318399","0.09367965698318399"
"392","0.07794510637928864","0.07794510637928864","0.07794510637928864"
"393","0.08366606833885773","0.08366606833885773","0.08366606833885773"
"394","0.0808586903440592","0.0808586903440592","0.0808586903440592"
"395","0.08478298080179751","0.08478298080179751","0.08478298080179751"
"396","0.09063835261133706","0.09063835261133706","0.09063835261133706"
"397","0.07679932448579195","0.07679932448579195","0.07679932448579195"
"398","0.07427188248596468","0.07427188248596468","0.07427188248596468"
"399","0.07229711305781092","0.07229711305781092","0.07229711305781092"
"400","0.06924264460661533","0.06924264460661533","0.06924264460661533"
"401","0.06932392979166686","0.06932392979166686","0.06932392979166686"
"402","0.0744920680265704","0.0744920680265704","0.0744920680265704"
"403","0.07867450721695243","0.07867450721695243","0.07867450721695243"
"404","0.0737893542685604","0.0737893542685604","0.0737893542685604"
"405","0.08772600128457629","0.08772600128457629","0.08772600128457629"
"406","0.07544506139583448","0.07544506139583448","0.07544506139583448"
"407","0.07226711274985849","0.07226711274985849","0.07226711274985849"
"408","0.07663716111929407","0.07663716111929407","0.07663716111929407"
"409","0.07047723066324227","0.07047723066324227","0.07047723066324227"
"410","0.0756140140300785","0.0756140140300785","0.0756140140300785"
"411","0.08058098184385576","0.08058098184385576","0.08058098184385576"
"412","0.0929387430093481","0.0929387430093481","0.0929387430093481"
"413","0.0744170612956773","0.0744170612956773","0.0744170612956773"
"414","0.07354543725607784","0.07354543725607784","0.07354543725607784"
"415","0.07352641872628554","0.07352641872628554","0.07352641872628554"
"416","0.06724510619453002","0.06724510619453002","0.06724510619453002"
"417","0.08632443062479542","0.08632443062479542","0.08632443062479542"
"418","0.06899281449003157","0.06899281449003157","0.06899281449003157"
"419","0.0690213254506892","0.0690213254506892","0.0690213254506892"
"420","0.07247397163796859","0.07247397163796859","0.07247397163796859"
"421","0.06877583033382298","0.06877583033382298","0.06877583033382298"
"422","0.06612937802895098","0.06612937802895098","0.06612937802895098"
"423","0.0710438938856643","0.0710438938856643","0.0710438938856643"
"424","0.09818965293690213","0.09818965293690213","0.09818965293690213"
"425","0.06496300232359978","0.06496300232359978","0.06496300232359978"
"426","0.07112060358536099","0.07112060358536099","0.07112060358536099"
"427","0.066817089131475","0.066817089131475","0.066817089131475"
"428","0.06989188677781802","0.06989188677781802","0.06989188677781802"
"429","0.07831269425607154","0.07831269425607154","0.07831269425607154"
"430","0.06909826927001551","0.06909826927001551","0.06909826927001551"
"431","0.08034190861551183","0.08034190861551183","0.08034190861551183"
"432","0.07856825284082902","0.07856825284082902","0.07856825284082902"
"433","0.06577964641603672","0.06577964641603672","0.06577964641603672"
"434","0.06974673644072119","0.06974673644072119","0.06974673644072119"
"435","0.07720906986430068","0.07720906986430068","0.07720906986430068"
"436","0.0708592216403776","0.0708592216403776","0.0708592216403776"
"437","0.06482375567756522","0.06482375567756522","0.06482375567756522"
"438","0.06888772752992892","0.06888772752992892","0.06888772752992892"
"439","0.07641736776299674","0.07641736776299674","0.07641736776299674"
"440","0.08641253903763359","0.08641253903763359","0.08641253903763359"
"441","0.06058647002774825","0.06058647002774825","0.06058647002774825"
"442","0.07299788300995068","0.07299788300995068","0.07299788300995068"
"443","0.06548089651616869","0.06548089651616869","0.06548089651616869"
"444","0.06551124594534134","0.06551124594534134","0.06551124594534134"
"445","0.06180842753137913","0.06180842753137913","0.06180842753137913"
